KVcache prepared in 18.638388872146606 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6610441207885742
[15]: [Cumulative]: Semantic Similarity: 0.87354,	 cache time: 2.8312206268310547e-07,	 generate time: 1.5860041081905365
[16]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7617237567901611
[16]: [Cumulative]: Semantic Similarity: 0.88098,	 cache time: 2.8049244600183824e-07,	 generate time: 1.5375170286963968
[17]: Semantic Similarity: 0.97959,	 cache time: 2.384185791015625e-07,	 generate time: 1.1264545917510986
[17]: [Cumulative]: Semantic Similarity: 0.88646,	 cache time: 2.7815500895182293e-07,	 generate time: 1.5146802266438801
[18]: Semantic Similarity: 0.11248,	 cache time: 2.384185791015625e-07,	 generate time: 2.219595193862915
[18]: [Cumulative]: Semantic Similarity: 0.84572,	 cache time: 2.760636179070724e-07,	 generate time: 1.5517810143922504
[19]: Semantic Similarity: 0.97161,	 cache time: 4.76837158203125e-07,	 generate time: 1.3000874519348145
[19]: [Cumulative]: Semantic Similarity: 0.85201,	 cache time: 2.86102294921875e-07,	 generate time: 1.5391963362693786
[20]: Semantic Similarity: 0.25154,	 cache time: 4.76837158203125e-07,	 generate time: 3.8356430530548096
[20]: [Cumulative]: Semantic Similarity: 0.82342,	 cache time: 2.951849074590774e-07,	 generate time: 1.6485509418305897
[21]: Semantic Similarity: 0.92298,	 cache time: 2.384185791015625e-07,	 generate time: 0.5679619312286377
[21]: [Cumulative]: Semantic Similarity: 0.82795,	 cache time: 2.9260461980646307e-07,	 generate time: 1.599433259530501
[22]: Semantic Similarity: 0.98149,	 cache time: 2.384185791015625e-07,	 generate time: 1.4674954414367676
[22]: [Cumulative]: Semantic Similarity: 0.83462,	 cache time: 2.9024870499320654e-07,	 generate time: 1.5936968326568604
[23]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 1.4740076065063477
[23]: [Cumulative]: Semantic Similarity: 0.84151,	 cache time: 2.980232238769531e-07,	 generate time: 1.5887097815672557
[24]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.7555975914001465
[24]: [Cumulative]: Semantic Similarity: 0.84785,	 cache time: 3.0517578125e-07,	 generate time: 1.5553852939605712
[25]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9353070259094238
[25]: [Cumulative]: Semantic Similarity: 0.8537,	 cache time: 3.0260819655198316e-07,	 generate time: 1.5315361298047578
[26]: Semantic Similarity: 0.95109,	 cache time: 2.384185791015625e-07,	 generate time: 1.4818053245544434
[26]: [Cumulative]: Semantic Similarity: 0.85731,	 cache time: 3.002308033130787e-07,	 generate time: 1.5296942481288203
[27]: Semantic Similarity: 0.88844,	 cache time: 2.384185791015625e-07,	 generate time: 1.3010759353637695
[27]: [Cumulative]: Semantic Similarity: 0.85842,	 cache time: 2.980232238769531e-07,	 generate time: 1.5215293083872115
[28]: Semantic Similarity: 0.98297,	 cache time: 2.384185791015625e-07,	 generate time: 1.6652774810791016
[28]: [Cumulative]: Semantic Similarity: 0.86272,	 cache time: 2.959678912984914e-07,	 generate time: 1.5264861419283111
[29]: Semantic Similarity: 0.98694,	 cache time: 4.76837158203125e-07,	 generate time: 2.3910186290740967
[29]: [Cumulative]: Semantic Similarity: 0.86686,	 cache time: 3.0199686686197915e-07,	 generate time: 1.5553038914998372
[30]: Semantic Similarity: 0.13284,	 cache time: 2.384185791015625e-07,	 generate time: 1.1193795204162598
[30]: [Cumulative]: Semantic Similarity: 0.84318,	 cache time: 2.9994595435357863e-07,	 generate time: 1.5412418150132703
[31]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7563726902008057
[31]: [Cumulative]: Semantic Similarity: 0.84808,	 cache time: 2.980232238769531e-07,	 generate time: 1.5167146548628807
[32]: Semantic Similarity: 0.6036,	 cache time: 2.384185791015625e-07,	 generate time: 1.1171836853027344
[32]: [Cumulative]: Semantic Similarity: 0.84067,	 cache time: 2.962170225201231e-07,	 generate time: 1.5046076557853005
[33]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5716207027435303
[33]: [Cumulative]: Semantic Similarity: 0.84536,	 cache time: 2.9451706830193016e-07,	 generate time: 1.4771668630487778
[34]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5730950832366943
[34]: [Cumulative]: Semantic Similarity: 0.84978,	 cache time: 2.929142543247768e-07,	 generate time: 1.4513362407684327
[35]: Semantic Similarity: 0.98134,	 cache time: 2.384185791015625e-07,	 generate time: 1.8458497524261475
[35]: [Cumulative]: Semantic Similarity: 0.85343,	 cache time: 2.914004855685764e-07,	 generate time: 1.4622949494255915
[36]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.7568032741546631
[36]: [Cumulative]: Semantic Similarity: 0.85739,	 cache time: 2.964122875316723e-07,	 generate time: 1.4432276068507015
[37]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7560527324676514
[37]: [Cumulative]: Semantic Similarity: 0.86115,	 cache time: 2.948861373098273e-07,	 generate time: 1.4251440575248318
[38]: Semantic Similarity: 0.87932,	 cache time: 2.384185791015625e-07,	 generate time: 1.1210558414459229
[38]: [Cumulative]: Semantic Similarity: 0.86161,	 cache time: 2.934382512019231e-07,	 generate time: 1.4173469237792187
[39]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9363296031951904
[39]: [Cumulative]: Semantic Similarity: 0.86507,	 cache time: 2.920627593994141e-07,	 generate time: 1.4053214907646179
[40]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.119563341140747
[40]: [Cumulative]: Semantic Similarity: 0.86836,	 cache time: 2.9075436475800304e-07,	 generate time: 1.3983517797981821
[41]: Semantic Similarity: 0.62707,	 cache time: 2.384185791015625e-07,	 generate time: 4.2135419845581055
[41]: [Cumulative]: Semantic Similarity: 0.86262,	 cache time: 2.8950827462332587e-07,	 generate time: 1.4653801180067516
[42]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1186745166778564
[42]: [Cumulative]: Semantic Similarity: 0.86581,	 cache time: 2.883201421693314e-07,	 generate time: 1.4573171970456145
[43]: Semantic Similarity: 0.91878,	 cache time: 2.384185791015625e-07,	 generate time: 0.755711555480957
[43]: [Cumulative]: Semantic Similarity: 0.86702,	 cache time: 2.87186015735973e-07,	 generate time: 1.4413716142827815
[44]: Semantic Similarity: 0.64801,	 cache time: 2.384185791015625e-07,	 generate time: 2.7429325580596924
[44]: [Cumulative]: Semantic Similarity: 0.86215,	 cache time: 2.86102294921875e-07,	 generate time: 1.4702951908111572
[45]: Semantic Similarity: 0.55964,	 cache time: 2.384185791015625e-07,	 generate time: 1.345637559890747
[45]: [Cumulative]: Semantic Similarity: 0.85557,	 cache time: 2.850656924040421e-07,	 generate time: 1.4675852423128875
[46]: Semantic Similarity: 0.97829,	 cache time: 4.76837158203125e-07,	 generate time: 1.1603660583496094
[46]: [Cumulative]: Semantic Similarity: 0.85818,	 cache time: 2.891459363572141e-07,	 generate time: 1.46104866393069
[47]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5948655605316162
[47]: [Cumulative]: Semantic Similarity: 0.86114,	 cache time: 2.88089116414388e-07,	 generate time: 1.443003182609876
[48]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.156764030456543
[48]: [Cumulative]: Semantic Similarity: 0.86397,	 cache time: 2.870754319794324e-07,	 generate time: 1.437161567259808
[49]: Semantic Similarity: 0.93364,	 cache time: 2.384185791015625e-07,	 generate time: 0.7848231792449951
[49]: [Cumulative]: Semantic Similarity: 0.86537,	 cache time: 2.86102294921875e-07,	 generate time: 1.4241147994995118
[50]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.3322346210479736
[50]: [Cumulative]: Semantic Similarity: 0.86801,	 cache time: 2.8516732010186887e-07,	 generate time: 1.422313227373011
[51]: Semantic Similarity: 0.98555,	 cache time: 2.384185791015625e-07,	 generate time: 0.9536142349243164
[51]: [Cumulative]: Semantic Similarity: 0.87027,	 cache time: 2.84268305851863e-07,	 generate time: 1.413299785210536
[52]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.9501569271087646
[52]: [Cumulative]: Semantic Similarity: 0.87271,	 cache time: 2.879016804245283e-07,	 generate time: 1.4045612407180499
[53]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1345710754394531
[53]: [Cumulative]: Semantic Similarity: 0.87507,	 cache time: 2.8698532669632524e-07,	 generate time: 1.3995614228425202
[54]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7675833702087402
[54]: [Cumulative]: Semantic Similarity: 0.87734,	 cache time: 2.86102294921875e-07,	 generate time: 1.3880709127946333
[55]: Semantic Similarity: 0.82277,	 cache time: 2.384185791015625e-07,	 generate time: 0.5792787075042725
[55]: [Cumulative]: Semantic Similarity: 0.87637,	 cache time: 2.8525079999651227e-07,	 generate time: 1.3736281948430198
[56]: Semantic Similarity: 0.87682,	 cache time: 4.76837158203125e-07,	 generate time: 0.7624843120574951
[56]: [Cumulative]: Semantic Similarity: 0.87638,	 cache time: 2.8861196417557566e-07,	 generate time: 1.3629063723380106
[57]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 1.3127336502075195
[57]: [Cumulative]: Semantic Similarity: 0.87851,	 cache time: 2.9185722614156786e-07,	 generate time: 1.3620413254047263
[58]: Semantic Similarity: 0.66284,	 cache time: 2.384185791015625e-07,	 generate time: 3.143500566482544
[58]: [Cumulative]: Semantic Similarity: 0.87485,	 cache time: 2.9095148636122883e-07,	 generate time: 1.392235549829774
[59]: Semantic Similarity: 0.98357,	 cache time: 4.76837158203125e-07,	 generate time: 0.7623763084411621
[59]: [Cumulative]: Semantic Similarity: 0.87666,	 cache time: 2.940495808919271e-07,	 generate time: 1.3817378958066304
[60]: Semantic Similarity: 0.9693,	 cache time: 4.76837158203125e-07,	 generate time: 0.9434356689453125
[60]: [Cumulative]: Semantic Similarity: 0.87818,	 cache time: 2.970460985527664e-07,	 generate time: 1.3745526133990678
[61]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7611441612243652
[61]: [Cumulative]: Semantic Similarity: 0.88015,	 cache time: 2.961004934003276e-07,	 generate time: 1.3646589286865727
[62]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.7629427909851074
[62]: [Cumulative]: Semantic Similarity: 0.88205,	 cache time: 2.9896932934957837e-07,	 generate time: 1.3551078788817874
[63]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.7614307403564453
[63]: [Cumulative]: Semantic Similarity: 0.88389,	 cache time: 3.0174851417541504e-07,	 generate time: 1.345831673592329
[64]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9433021545410156
[64]: [Cumulative]: Semantic Similarity: 0.88568,	 cache time: 3.0077420748197114e-07,	 generate time: 1.3396389117607703
[65]: Semantic Similarity: 0.90912,	 cache time: 4.76837158203125e-07,	 generate time: 1.1253831386566162
[65]: [Cumulative]: Semantic Similarity: 0.88603,	 cache time: 3.034418279474432e-07,	 generate time: 1.3363926121682832
[66]: Semantic Similarity: 0.73925,	 cache time: 2.384185791015625e-07,	 generate time: 0.7595760822296143
[66]: [Cumulative]: Semantic Similarity: 0.88384,	 cache time: 3.0247133169601215e-07,	 generate time: 1.3277834102289001
[67]: Semantic Similarity: 0.97734,	 cache time: 2.384185791015625e-07,	 generate time: 0.9398655891418457
[67]: [Cumulative]: Semantic Similarity: 0.88522,	 cache time: 3.015293794519761e-07,	 generate time: 1.3220787363893844
[68]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5750963687896729
[68]: [Cumulative]: Semantic Similarity: 0.88688,	 cache time: 3.0061473017153534e-07,	 generate time: 1.311252904974896
[69]: Semantic Similarity: 0.91717,	 cache time: 2.384185791015625e-07,	 generate time: 0.9398550987243652
[69]: [Cumulative]: Semantic Similarity: 0.88731,	 cache time: 2.9972621372767857e-07,	 generate time: 1.3059472220284598
[70]: Semantic Similarity: 0.64011,	 cache time: 4.76837158203125e-07,	 generate time: 6.598293304443359
[70]: [Cumulative]: Semantic Similarity: 0.88383,	 cache time: 3.022207340724032e-07,	 generate time: 1.3804873076962754
[71]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7588508129119873
[71]: [Cumulative]: Semantic Similarity: 0.88545,	 cache time: 3.013345930311415e-07,	 generate time: 1.371853467490938
[72]: Semantic Similarity: 0.89788,	 cache time: 2.384185791015625e-07,	 generate time: 0.7565734386444092
[72]: [Cumulative]: Semantic Similarity: 0.88562,	 cache time: 3.004727298266267e-07,	 generate time: 1.3634249739450952
[73]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.9407267570495605
[73]: [Cumulative]: Semantic Similarity: 0.88716,	 cache time: 3.028560329127956e-07,	 generate time: 1.3577128358789392
[74]: Semantic Similarity: 0.96551,	 cache time: 2.384185791015625e-07,	 generate time: 1.123610496520996
[74]: [Cumulative]: Semantic Similarity: 0.88821,	 cache time: 3.0199686686197915e-07,	 generate time: 1.3545914713541667
[75]: Semantic Similarity: 0.29925,	 cache time: 2.384185791015625e-07,	 generate time: 2.7658119201660156
[75]: [Cumulative]: Semantic Similarity: 0.88046,	 cache time: 3.0116031044407893e-07,	 generate time: 1.373160161470112
[76]: Semantic Similarity: 0.98911,	 cache time: 2.384185791015625e-07,	 generate time: 1.6711523532867432
[76]: [Cumulative]: Semantic Similarity: 0.88187,	 cache time: 3.0034548276430603e-07,	 generate time: 1.377030189935263
[77]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9396209716796875
[77]: [Cumulative]: Semantic Similarity: 0.88338,	 cache time: 2.9955154810196314e-07,	 generate time: 1.371422379444807
[78]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7576422691345215
[78]: [Cumulative]: Semantic Similarity: 0.88486,	 cache time: 2.9877771305132516e-07,	 generate time: 1.3636530109598666
[79]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.3913729190826416
[79]: [Cumulative]: Semantic Similarity: 0.8863,	 cache time: 2.980232238769531e-07,	 generate time: 1.3514995098114013
[80]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5705091953277588
[80]: [Cumulative]: Semantic Similarity: 0.8877,	 cache time: 2.9728736406491126e-07,	 generate time: 1.3418576540770355
[81]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7517364025115967
[81]: [Cumulative]: Semantic Similarity: 0.88907,	 cache time: 2.965694520531631e-07,	 generate time: 1.3346610534481886
[82]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5698323249816895
[82]: [Cumulative]: Semantic Similarity: 0.89041,	 cache time: 2.958688391260354e-07,	 generate time: 1.3254462494907608
[83]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6542346477508545
[83]: [Cumulative]: Semantic Similarity: 0.89171,	 cache time: 2.951849074590774e-07,	 generate time: 1.3293603970890953
[84]: Semantic Similarity: 0.90459,	 cache time: 2.384185791015625e-07,	 generate time: 0.7506861686706543
[84]: [Cumulative]: Semantic Similarity: 0.89186,	 cache time: 2.9451706830193016e-07,	 generate time: 1.3225524649900549
[85]: Semantic Similarity: 0.93791,	 cache time: 2.384185791015625e-07,	 generate time: 1.113398790359497
[85]: [Cumulative]: Semantic Similarity: 0.8924,	 cache time: 2.938647602879724e-07,	 generate time: 1.3201204455176065
[86]: Semantic Similarity: 0.58128,	 cache time: 2.384185791015625e-07,	 generate time: 0.569603681564331
[86]: [Cumulative]: Semantic Similarity: 0.88882,	 cache time: 2.9322744786054237e-07,	 generate time: 1.3114938160468792
[87]: Semantic Similarity: 0.39006,	 cache time: 2.384185791015625e-07,	 generate time: 4.430627107620239
[87]: [Cumulative]: Semantic Similarity: 0.88316,	 cache time: 2.9260461980646307e-07,	 generate time: 1.346938512542031
[88]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.5839633941650391
[88]: [Cumulative]: Semantic Similarity: 0.88447,	 cache time: 2.9467464832777385e-07,	 generate time: 1.3383657584029638
[89]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.7675528526306152
[89]: [Cumulative]: Semantic Similarity: 0.88575,	 cache time: 2.966986762152778e-07,	 generate time: 1.332023392783271
[90]: Semantic Similarity: 0.99045,	 cache time: 2.384185791015625e-07,	 generate time: 1.3197672367095947
[90]: [Cumulative]: Semantic Similarity: 0.8869,	 cache time: 2.9605823558765454e-07,	 generate time: 1.3318887097494942
[91]: Semantic Similarity: 0.44556,	 cache time: 2.384185791015625e-07,	 generate time: 1.5083320140838623
[91]: [Cumulative]: Semantic Similarity: 0.88211,	 cache time: 2.954317175823709e-07,	 generate time: 1.3338065717531287
[92]: Semantic Similarity: 0.85739,	 cache time: 7.152557373046875e-07,	 generate time: 0.9465069770812988
[92]: [Cumulative]: Semantic Similarity: 0.88184,	 cache time: 2.9994595435357863e-07,	 generate time: 1.3296420599824639
[93]: Semantic Similarity: 0.8674,	 cache time: 2.384185791015625e-07,	 generate time: 1.4991295337677002
[93]: [Cumulative]: Semantic Similarity: 0.88169,	 cache time: 2.992914078083444e-07,	 generate time: 1.3314451182142217
[94]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7624335289001465
[94]: [Cumulative]: Semantic Similarity: 0.88293,	 cache time: 2.9865064119037826e-07,	 generate time: 1.3254555225372315
[95]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7632248401641846
[95]: [Cumulative]: Semantic Similarity: 0.88415,	 cache time: 2.980232238769531e-07,	 generate time: 1.319598952929179
[96]: Semantic Similarity: 0.97601,	 cache time: 2.384185791015625e-07,	 generate time: 0.7709813117980957
[96]: [Cumulative]: Semantic Similarity: 0.8851,	 cache time: 2.9740874300298003e-07,	 generate time: 1.3139431009587554
[97]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7730221748352051
[97]: [Cumulative]: Semantic Similarity: 0.88627,	 cache time: 2.968068025550064e-07,	 generate time: 1.3084234996717803
[98]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9435708522796631
[98]: [Cumulative]: Semantic Similarity: 0.88742,	 cache time: 2.962170225201231e-07,	 generate time: 1.3047381193950922
[99]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5774335861206055
[99]: [Cumulative]: Semantic Similarity: 0.88855,	 cache time: 2.956390380859375e-07,	 generate time: 1.2974650740623475
[100]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.7591042518615723
[100]: [Cumulative]: Semantic Similarity: 0.88965,	 cache time: 2.97433078879177e-07,	 generate time: 1.2921347688920428
[101]: Semantic Similarity: 0.72307,	 cache time: 2.384185791015625e-07,	 generate time: 0.7573320865631104
[101]: [Cumulative]: Semantic Similarity: 0.88802,	 cache time: 2.9685450535194547e-07,	 generate time: 1.2868916053397983
[102]: Semantic Similarity: 0.86562,	 cache time: 2.384185791015625e-07,	 generate time: 0.5762722492218018
[102]: [Cumulative]: Semantic Similarity: 0.8878,	 cache time: 2.962871662621359e-07,	 generate time: 1.279992388290109
[103]: Semantic Similarity: 0.52757,	 cache time: 2.384185791015625e-07,	 generate time: 1.3060474395751953
[103]: [Cumulative]: Semantic Similarity: 0.88433,	 cache time: 2.957307375394381e-07,	 generate time: 1.2802429176293886
[104]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1240952014923096
[104]: [Cumulative]: Semantic Similarity: 0.88544,	 cache time: 2.951849074590774e-07,	 generate time: 1.2787557965233212
[105]: Semantic Similarity: 0.82756,	 cache time: 2.384185791015625e-07,	 generate time: 0.7609515190124512
[105]: [Cumulative]: Semantic Similarity: 0.88489,	 cache time: 2.946493760594782e-07,	 generate time: 1.2738708505090677
[106]: Semantic Similarity: 0.72161,	 cache time: 2.384185791015625e-07,	 generate time: 0.9434359073638916
[106]: [Cumulative]: Semantic Similarity: 0.88336,	 cache time: 2.9412385459258176e-07,	 generate time: 1.2707826734703278
[107]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5698971748352051
[107]: [Cumulative]: Semantic Similarity: 0.88444,	 cache time: 2.9360806500470195e-07,	 generate time: 1.26429299292741
[108]: Semantic Similarity: 0.81418,	 cache time: 4.76837158203125e-07,	 generate time: 1.6439204216003418
[108]: [Cumulative]: Semantic Similarity: 0.8838,	 cache time: 2.9528906585973335e-07,	 generate time: 1.2677758133739507
[109]: Semantic Similarity: 0.81418,	 cache time: 2.384185791015625e-07,	 generate time: 1.6433773040771484
[109]: [Cumulative]: Semantic Similarity: 0.88317,	 cache time: 2.947720614346591e-07,	 generate time: 1.2711903723803433
[110]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9251875877380371
[110]: [Cumulative]: Semantic Similarity: 0.88422,	 cache time: 2.942643724046312e-07,	 generate time: 1.2680732301763586
[111]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.7463150024414062
[111]: [Cumulative]: Semantic Similarity: 0.88525,	 cache time: 2.958944865635463e-07,	 generate time: 1.2634146745715822
[112]: Semantic Similarity: 0.46997,	 cache time: 2.384185791015625e-07,	 generate time: 1.286942958831787
[112]: [Cumulative]: Semantic Similarity: 0.88158,	 cache time: 2.953858502143252e-07,	 generate time: 1.2636228894765398
[113]: Semantic Similarity: 0.54028,	 cache time: 2.384185791015625e-07,	 generate time: 0.7560956478118896
[113]: [Cumulative]: Semantic Similarity: 0.87858,	 cache time: 2.948861373098273e-07,	 generate time: 1.2591708961286043
[114]: Semantic Similarity: 0.98485,	 cache time: 2.384185791015625e-07,	 generate time: 1.6447234153747559
[114]: [Cumulative]: Semantic Similarity: 0.87951,	 cache time: 2.9439511506453804e-07,	 generate time: 1.2625235267307446
[115]: Semantic Similarity: 0.97337,	 cache time: 2.384185791015625e-07,	 generate time: 1.2854106426239014
[115]: [Cumulative]: Semantic Similarity: 0.88032,	 cache time: 2.9391255872002965e-07,	 generate time: 1.2627208294539616
[116]: Semantic Similarity: 0.99062,	 cache time: 2.384185791015625e-07,	 generate time: 2.5418272018432617
[116]: [Cumulative]: Semantic Similarity: 0.88126,	 cache time: 2.934382512019231e-07,	 generate time: 1.273653362551306
[117]: Semantic Similarity: 0.97172,	 cache time: 2.384185791015625e-07,	 generate time: 0.9284162521362305
[117]: [Cumulative]: Semantic Similarity: 0.88203,	 cache time: 2.929719827942929e-07,	 generate time: 1.2707276243274495
[118]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.2834315299987793
[118]: [Cumulative]: Semantic Similarity: 0.88302,	 cache time: 2.9251355083048846e-07,	 generate time: 1.2708343798372925
[119]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5702600479125977
[119]: [Cumulative]: Semantic Similarity: 0.88399,	 cache time: 2.920627593994141e-07,	 generate time: 1.2649962604045868
[120]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7475268840789795
[120]: [Cumulative]: Semantic Similarity: 0.88495,	 cache time: 2.9161941906637395e-07,	 generate time: 1.2607196539886727
[121]: Semantic Similarity: 0.88832,	 cache time: 2.384185791015625e-07,	 generate time: 1.2837955951690674
[121]: [Cumulative]: Semantic Similarity: 0.88498,	 cache time: 2.91183346607646e-07,	 generate time: 1.2609088010475284
