KVcache prepared in 166.90724992752075 seconds
[0]: Semantic Similarity: 0.1622,	 cache time: 9.5367431640625e-07,	 generate time: 154.19613599777222
[9]: [Cumulative]: Semantic Similarity: 0.7633,	 cache time: 3.814697265625e-07,	 generate time: 155.0421178817749
[10]: Semantic Similarity: 0.19059,	 cache time: 4.76837158203125e-07,	 generate time: 155.9402039051056
[10]: [Cumulative]: Semantic Similarity: 0.71124,	 cache time: 3.901394930752841e-07,	 generate time: 155.12376206571406
[11]: Semantic Similarity: 0.34751,	 cache time: 4.76837158203125e-07,	 generate time: 155.25769662857056
[11]: [Cumulative]: Semantic Similarity: 0.68093,	 cache time: 3.973642985026042e-07,	 generate time: 155.13492327928543
[12]: Semantic Similarity: 0.57143,	 cache time: 2.384185791015625e-07,	 generate time: 153.98673915863037
[12]: [Cumulative]: Semantic Similarity: 0.6725,	 cache time: 3.8513770470252405e-07,	 generate time: 155.04660142385043
[13]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 156.3670060634613
[13]: [Cumulative]: Semantic Similarity: 0.6959,	 cache time: 3.746577671595982e-07,	 generate time: 155.1409160409655
[14]: Semantic Similarity: 0.5318,	 cache time: 2.384185791015625e-07,	 generate time: 156.14228200912476
[14]: [Cumulative]: Semantic Similarity: 0.68496,	 cache time: 3.6557515462239586e-07,	 generate time: 155.2076737721761
[15]: Semantic Similarity: 0.67062,	 cache time: 2.384185791015625e-07,	 generate time: 156.43343806266785
[15]: [Cumulative]: Semantic Similarity: 0.68406,	 cache time: 3.5762786865234375e-07,	 generate time: 155.28428404033184
[16]: Semantic Similarity: 0.23396,	 cache time: 2.384185791015625e-07,	 generate time: 167.1842541694641
[16]: [Cumulative]: Semantic Similarity: 0.65758,	 cache time: 3.506155575022978e-07,	 generate time: 155.98428228322197
[17]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 153.43824291229248
[17]: [Cumulative]: Semantic Similarity: 0.67661,	 cache time: 3.5762786865234375e-07,	 generate time: 155.84283565150366
[18]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 155.35484409332275
[18]: [Cumulative]: Semantic Similarity: 0.69363,	 cache time: 3.513536955180921e-07,	 generate time: 155.8171518852836
[19]: Semantic Similarity: 0.94969,	 cache time: 2.384185791015625e-07,	 generate time: 154.1061499118805
[19]: [Cumulative]: Semantic Similarity: 0.70643,	 cache time: 3.457069396972656e-07,	 generate time: 155.73160178661345
[20]: Semantic Similarity: 0.61385,	 cache time: 2.384185791015625e-07,	 generate time: 154.6121153831482
[20]: [Cumulative]: Semantic Similarity: 0.70202,	 cache time: 3.405979701450893e-07,	 generate time: 155.67829291025797
[21]: Semantic Similarity: 0.13794,	 cache time: 4.76837158203125e-07,	 generate time: 163.4992072582245
[21]: [Cumulative]: Semantic Similarity: 0.67638,	 cache time: 3.4679066051136365e-07,	 generate time: 156.03378901698372
[22]: Semantic Similarity: 0.98565,	 cache time: 4.76837158203125e-07,	 generate time: 155.6663064956665
[22]: [Cumulative]: Semantic Similarity: 0.68983,	 cache time: 3.524448560631793e-07,	 generate time: 156.0178115160569
[23]: Semantic Similarity: 0.69502,	 cache time: 4.76837158203125e-07,	 generate time: 154.7319211959839
[23]: [Cumulative]: Semantic Similarity: 0.69005,	 cache time: 3.5762786865234375e-07,	 generate time: 155.9642327527205
[24]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 154.2957694530487
[24]: [Cumulative]: Semantic Similarity: 0.70244,	 cache time: 3.528594970703125e-07,	 generate time: 155.89749422073365
[25]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 154.30363035202026
[25]: [Cumulative]: Semantic Similarity: 0.71389,	 cache time: 3.5762786865234375e-07,	 generate time: 155.83619176424466
[26]: Semantic Similarity: 0.37285,	 cache time: 2.384185791015625e-07,	 generate time: 154.74555158615112
[26]: [Cumulative]: Semantic Similarity: 0.70126,	 cache time: 3.5321270978009257e-07,	 generate time: 155.79579768357453
[27]: Semantic Similarity: 0.81283,	 cache time: 4.76837158203125e-07,	 generate time: 154.3027765750885
[27]: [Cumulative]: Semantic Similarity: 0.70524,	 cache time: 3.5762786865234375e-07,	 generate time: 155.7424755011286
[28]: Semantic Similarity: 0.55982,	 cache time: 2.384185791015625e-07,	 generate time: 154.79768681526184
[28]: [Cumulative]: Semantic Similarity: 0.70023,	 cache time: 3.535172034954203e-07,	 generate time: 155.7098965809263
[29]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 154.86420845985413
[29]: [Cumulative]: Semantic Similarity: 0.71022,	 cache time: 3.4968058268229164e-07,	 generate time: 155.68170697689055
[30]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 155.3151397705078
[30]: [Cumulative]: Semantic Similarity: 0.71957,	 cache time: 3.5378240769909275e-07,	 generate time: 155.66988222829758
[31]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 154.74651288986206
[31]: [Cumulative]: Semantic Similarity: 0.72833,	 cache time: 3.5762786865234375e-07,	 generate time: 155.64102693647146
[32]: Semantic Similarity: 0.83686,	 cache time: 2.384185791015625e-07,	 generate time: 155.30136728286743
[32]: [Cumulative]: Semantic Similarity: 0.73162,	 cache time: 3.540154659386837e-07,	 generate time: 155.63073421969557
[33]: Semantic Similarity: 0.59854,	 cache time: 2.384185791015625e-07,	 generate time: 156.97003531455994
[33]: [Cumulative]: Semantic Similarity: 0.72771,	 cache time: 3.506155575022978e-07,	 generate time: 155.67012542836807
[34]: Semantic Similarity: 0.38718,	 cache time: 2.384185791015625e-07,	 generate time: 155.81569814682007
[34]: [Cumulative]: Semantic Similarity: 0.71798,	 cache time: 3.4740992954799105e-07,	 generate time: 155.67428464889525
[35]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 156.22061562538147
[35]: [Cumulative]: Semantic Similarity: 0.72581,	 cache time: 3.4438239203559027e-07,	 generate time: 155.6894605093532
[36]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 154.5244002342224
[36]: [Cumulative]: Semantic Similarity: 0.73322,	 cache time: 3.415185051995355e-07,	 generate time: 155.65797239380913
[37]: Semantic Similarity: 0.31687,	 cache time: 4.76837158203125e-07,	 generate time: 157.31417322158813
[37]: [Cumulative]: Semantic Similarity: 0.72226,	 cache time: 3.450795223838405e-07,	 generate time: 155.7015566261191
