KVcache prepared in 167.0569338798523 seconds
[0]: Semantic Similarity: 0.1622,	 cache time: 2.384185791015625e-07,	 generate time: 2.302372932434082
[26]: Semantic Similarity: 0.37285,	 cache time: 4.76837158203125e-07,	 generate time: 2.2209250926971436
[26]: [Cumulative]: Semantic Similarity: 0.63156,	 cache time: 3.09061121057581e-07,	 generate time: 3.0016989884553134
[27]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.150686264038086
[27]: [Cumulative]: Semantic Similarity: 0.64472,	 cache time: 3.065381731305804e-07,	 generate time: 2.935591391154698
[28]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1441614627838135
[28]: [Cumulative]: Semantic Similarity: 0.65697,	 cache time: 3.041892216123384e-07,	 generate time: 2.8738179453488053
[29]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.2182328701019287
[29]: [Cumulative]: Semantic Similarity: 0.66841,	 cache time: 3.0199686686197915e-07,	 generate time: 2.8519651095072427
[30]: Semantic Similarity: 0.56666,	 cache time: 2.384185791015625e-07,	 generate time: 5.946036100387573
[30]: [Cumulative]: Semantic Similarity: 0.66512,	 cache time: 2.9994595435357863e-07,	 generate time: 2.951773851148544
[31]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.208620548248291
[31]: [Cumulative]: Semantic Similarity: 0.67559,	 cache time: 2.980232238769531e-07,	 generate time: 2.928550310432911
[32]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1400995254516602
[32]: [Cumulative]: Semantic Similarity: 0.68542,	 cache time: 2.962170225201231e-07,	 generate time: 2.8743548321001455
[33]: Semantic Similarity: 0.59854,	 cache time: 2.384185791015625e-07,	 generate time: 3.799008369445801
[33]: [Cumulative]: Semantic Similarity: 0.68286,	 cache time: 2.9451706830193016e-07,	 generate time: 2.901550524375018
[34]: Semantic Similarity: 0.38718,	 cache time: 2.384185791015625e-07,	 generate time: 2.736380100250244
[34]: [Cumulative]: Semantic Similarity: 0.67442,	 cache time: 2.929142543247768e-07,	 generate time: 2.8968313694000245
[35]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 3.275639772415161
[35]: [Cumulative]: Semantic Similarity: 0.68346,	 cache time: 2.914004855685764e-07,	 generate time: 2.907353825039334
[36]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.218973398208618
[36]: [Cumulative]: Semantic Similarity: 0.69202,	 cache time: 2.89968542150549e-07,	 generate time: 2.8887489486385034
[37]: Semantic Similarity: 0.26056,	 cache time: 2.384185791015625e-07,	 generate time: 2.210831880569458
[37]: [Cumulative]: Semantic Similarity: 0.68066,	 cache time: 2.8861196417557566e-07,	 generate time: 2.8709090257945813
[38]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.2530179023742676
[38]: [Cumulative]: Semantic Similarity: 0.68885,	 cache time: 2.87324954301883e-07,	 generate time: 2.829424638014573
[39]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 1.2335269451141357
[39]: [Cumulative]: Semantic Similarity: 0.69663,	 cache time: 2.8014183044433595e-07,	 generate time: 2.789527195692062
[40]: Semantic Similarity: 0.19292,	 cache time: 2.384185791015625e-07,	 generate time: 1.6743216514587402
[40]: [Cumulative]: Semantic Similarity: 0.68434,	 cache time: 2.791241901676829e-07,	 generate time: 2.7623270604668595
[41]: Semantic Similarity: 0.41497,	 cache time: 2.384185791015625e-07,	 generate time: 6.467032194137573
[41]: [Cumulative]: Semantic Similarity: 0.67793,	 cache time: 2.7815500895182293e-07,	 generate time: 2.8505343255542575
[42]: Semantic Similarity: 0.27615,	 cache time: 2.384185791015625e-07,	 generate time: 2.203339099884033
[42]: [Cumulative]: Semantic Similarity: 0.66859,	 cache time: 2.7723090593204943e-07,	 generate time: 2.835483273794485
[43]: Semantic Similarity: 0.06088,	 cache time: 2.384185791015625e-07,	 generate time: 2.740750789642334
[43]: [Cumulative]: Semantic Similarity: 0.65477,	 cache time: 2.763488075949929e-07,	 generate time: 2.833330262791027
[44]: Semantic Similarity: 0.38797,	 cache time: 7.152557373046875e-07,	 generate time: 1.6941697597503662
[44]: [Cumulative]: Semantic Similarity: 0.64885,	 cache time: 2.86102294921875e-07,	 generate time: 2.8080155849456787
[45]: Semantic Similarity: 0.92181,	 cache time: 2.384185791015625e-07,	 generate time: 3.277728796005249
[45]: [Cumulative]: Semantic Similarity: 0.65478,	 cache time: 2.850656924040421e-07,	 generate time: 2.8182267417078433
[46]: Semantic Similarity: 0.46673,	 cache time: 2.384185791015625e-07,	 generate time: 7.019782781600952
[46]: [Cumulative]: Semantic Similarity: 0.65078,	 cache time: 2.840732006316489e-07,	 generate time: 2.907621551067271
[47]: Semantic Similarity: 0.37945,	 cache time: 2.384185791015625e-07,	 generate time: 2.2250969409942627
[47]: [Cumulative]: Semantic Similarity: 0.64513,	 cache time: 2.8312206268310547e-07,	 generate time: 2.8934022883574166
[48]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.7387001514434814
[48]: [Cumulative]: Semantic Similarity: 0.65237,	 cache time: 2.822097466916454e-07,	 generate time: 2.8902451018897857
[49]: Semantic Similarity: 0.7335,	 cache time: 2.384185791015625e-07,	 generate time: 1.1439313888549805
[49]: [Cumulative]: Semantic Similarity: 0.65399,	 cache time: 2.8133392333984374e-07,	 generate time: 2.8553188276290893
[50]: Semantic Similarity: 0.33585,	 cache time: 2.384185791015625e-07,	 generate time: 1.6759240627288818
[50]: [Cumulative]: Semantic Similarity: 0.64775,	 cache time: 2.8049244600183824e-07,	 generate time: 2.8321934400820266
[51]: Semantic Similarity: 0.35637,	 cache time: 2.384185791015625e-07,	 generate time: 2.2192530632019043
[51]: [Cumulative]: Semantic Similarity: 0.64215,	 cache time: 2.7968333317683294e-07,	 generate time: 2.820406125142024
[52]: Semantic Similarity: 0.73018,	 cache time: 2.384185791015625e-07,	 generate time: 1.6853842735290527
[52]: [Cumulative]: Semantic Similarity: 0.64381,	 cache time: 2.789047529112618e-07,	 generate time: 2.7989906185078173
[53]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.747608184814453
[53]: [Cumulative]: Semantic Similarity: 0.65041,	 cache time: 2.7815500895182293e-07,	 generate time: 2.79803909195794
[54]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 1.6809065341949463
[54]: [Cumulative]: Semantic Similarity: 0.65676,	 cache time: 2.8176741166548297e-07,	 generate time: 2.7777275909077037
[55]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1599245071411133
[55]: [Cumulative]: Semantic Similarity: 0.66289,	 cache time: 2.8099332536969867e-07,	 generate time: 2.7488382501261577
[56]: Semantic Similarity: 0.54113,	 cache time: 2.384185791015625e-07,	 generate time: 35.26599478721619
[56]: [Cumulative]: Semantic Similarity: 0.66075,	 cache time: 2.802463999965735e-07,	 generate time: 3.3193146806014213
[57]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 3.3792693614959717
[57]: [Cumulative]: Semantic Similarity: 0.6666,	 cache time: 2.795252306707974e-07,	 generate time: 3.320348381996155
[58]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.228294849395752
[58]: [Cumulative]: Semantic Similarity: 0.67225,	 cache time: 2.788285077628443e-07,	 generate time: 3.301839000087673
[59]: Semantic Similarity: 0.53923,	 cache time: 2.384185791015625e-07,	 generate time: 2.3017497062683105
[59]: [Cumulative]: Semantic Similarity: 0.67004,	 cache time: 2.7815500895182293e-07,	 generate time: 3.285170845190684
[60]: Semantic Similarity: 0.0394,	 cache time: 2.384185791015625e-07,	 generate time: 3.277390241622925
[60]: [Cumulative]: Semantic Similarity: 0.6597,	 cache time: 2.7750359206903175e-07,	 generate time: 3.285043294312524
[61]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 1.6854486465454102
[61]: [Cumulative]: Semantic Similarity: 0.66519,	 cache time: 2.807186495873236e-07,	 generate time: 3.259243380638861
[62]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6859123706817627
[62]: [Cumulative]: Semantic Similarity: 0.6705,	 cache time: 2.800472198970734e-07,	 generate time: 3.2342698725443038
[63]: Semantic Similarity: 0.87176,	 cache time: 2.384185791015625e-07,	 generate time: 1.6935269832611084
[63]: [Cumulative]: Semantic Similarity: 0.67365,	 cache time: 2.7939677238464355e-07,	 generate time: 3.210195764899254
[64]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1485991477966309
[64]: [Cumulative]: Semantic Similarity: 0.67867,	 cache time: 2.7876633864182694e-07,	 generate time: 3.178478893866906
[65]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1510024070739746
[65]: [Cumulative]: Semantic Similarity: 0.68354,	 cache time: 2.7815500895182293e-07,	 generate time: 3.147759553157922
[66]: Semantic Similarity: 0.35263,	 cache time: 2.384185791015625e-07,	 generate time: 2.2187769412994385
[66]: [Cumulative]: Semantic Similarity: 0.6786,	 cache time: 2.775619279092817e-07,	 generate time: 3.1338941410406314
[67]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 1.1513769626617432
[67]: [Cumulative]: Semantic Similarity: 0.68332,	 cache time: 2.7348013485179226e-07,	 generate time: 3.1047394766527066
[68]: Semantic Similarity: 0.21528,	 cache time: 2.384185791015625e-07,	 generate time: 1.6929478645324707
[68]: [Cumulative]: Semantic Similarity: 0.67654,	 cache time: 2.729719963626585e-07,	 generate time: 3.084278728650964
[69]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6898338794708252
[69]: [Cumulative]: Semantic Similarity: 0.68116,	 cache time: 2.724783761160714e-07,	 generate time: 3.0643580879483903
[70]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.8355846405029297
[70]: [Cumulative]: Semantic Similarity: 0.68565,	 cache time: 2.7199866066516286e-07,	 generate time: 3.0611359267167644
[71]: Semantic Similarity: 0.31483,	 cache time: 2.384185791015625e-07,	 generate time: 3.2789571285247803
[71]: [Cumulative]: Semantic Similarity: 0.6805,	 cache time: 2.7153227064344617e-07,	 generate time: 3.06416122118632
[72]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6931819915771484
[72]: [Cumulative]: Semantic Similarity: 0.68488,	 cache time: 2.710786584305437e-07,	 generate time: 3.0453806837944137
[73]: Semantic Similarity: 0.97907,	 cache time: 2.384185791015625e-07,	 generate time: 2.7489335536956787
[73]: [Cumulative]: Semantic Similarity: 0.68885,	 cache time: 2.7063730600717904e-07,	 generate time: 3.041374641495782
[74]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 3.2879891395568848
[74]: [Cumulative]: Semantic Similarity: 0.693,	 cache time: 2.702077229817708e-07,	 generate time: 3.044662834803263
[75]: Semantic Similarity: 0.53906,	 cache time: 2.384185791015625e-07,	 generate time: 11.299649953842163
[75]: [Cumulative]: Semantic Similarity: 0.69098,	 cache time: 2.697894447728207e-07,	 generate time: 3.1532810863695646
[76]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 2.2280144691467285
[76]: [Cumulative]: Semantic Similarity: 0.69499,	 cache time: 2.724783761160714e-07,	 generate time: 3.141264636795242
[77]: Semantic Similarity: 0.97406,	 cache time: 4.76837158203125e-07,	 generate time: 3.285735845565796
[77]: [Cumulative]: Semantic Similarity: 0.69857,	 cache time: 2.7509836050180286e-07,	 generate time: 3.14311683177948
[78]: Semantic Similarity: 0.98153,	 cache time: 2.384185791015625e-07,	 generate time: 2.2088491916656494
[78]: [Cumulative]: Semantic Similarity: 0.70215,	 cache time: 2.746340594714201e-07,	 generate time: 3.131290659119811
[79]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.212923765182495
[79]: [Cumulative]: Semantic Similarity: 0.70587,	 cache time: 2.7418136596679685e-07,	 generate time: 3.119811072945595

Result for ./results/hotpotqa-train/80/result_3.1-8B_k80_q80_hotpotqa-train_bertscore_kvcache.txt
Prepare time: 167.0569338798523
Average Semantic Similarity: 0.705873440601863
cache time: 2.7418136596679685e-07,	 generate time: 3.119811072945595
