KVcache prepared in 32.65038585662842 seconds
[0]: Semantic Similarity: 0.1622,	 cache time: 2.384185791015625e-07,	 generate time: 27.961662769317627
[11]: [Cumulative]: Semantic Similarity: 0.67772,	 cache time: 3.3775965372721356e-07,	 generate time: 28.142090658346813
[12]: Semantic Similarity: 0.55849,	 cache time: 4.76837158203125e-07,	 generate time: 27.48444652557373
[12]: [Cumulative]: Semantic Similarity: 0.66855,	 cache time: 3.4845792330228363e-07,	 generate time: 28.0915026481335
[13]: Semantic Similarity: 0.97941,	 cache time: 2.384185791015625e-07,	 generate time: 28.55565094947815
[13]: [Cumulative]: Semantic Similarity: 0.69075,	 cache time: 3.405979701450893e-07,	 generate time: 28.124656098229543
[14]: Semantic Similarity: 0.56257,	 cache time: 4.76837158203125e-07,	 generate time: 28.75391936302185
[14]: [Cumulative]: Semantic Similarity: 0.68221,	 cache time: 3.4968058268229164e-07,	 generate time: 28.16660698254903
[15]: Semantic Similarity: 0.68805,	 cache time: 2.384185791015625e-07,	 generate time: 27.726279258728027
[15]: [Cumulative]: Semantic Similarity: 0.68257,	 cache time: 3.427267074584961e-07,	 generate time: 28.13908649981022
[16]: Semantic Similarity: 0.35836,	 cache time: 2.384185791015625e-07,	 generate time: 27.483397960662842
[16]: [Cumulative]: Semantic Similarity: 0.6635,	 cache time: 3.365909352022059e-07,	 generate time: 28.100516585742724
[17]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 27.36763334274292
[17]: [Cumulative]: Semantic Similarity: 0.6822,	 cache time: 3.311369154188368e-07,	 generate time: 28.059800850020515
[18]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 27.966861963272095
[18]: [Cumulative]: Semantic Similarity: 0.69892,	 cache time: 3.2625700298108553e-07,	 generate time: 28.054909329665335
[19]: Semantic Similarity: 0.94969,	 cache time: 2.384185791015625e-07,	 generate time: 27.660584211349487
[19]: [Cumulative]: Semantic Similarity: 0.71146,	 cache time: 3.218650817871094e-07,	 generate time: 28.035193073749543
[20]: Semantic Similarity: 0.57244,	 cache time: 2.384185791015625e-07,	 generate time: 27.553183555603027
[20]: [Cumulative]: Semantic Similarity: 0.70484,	 cache time: 3.178914388020833e-07,	 generate time: 28.01224023955209
[21]: Semantic Similarity: 0.2024,	 cache time: 4.76837158203125e-07,	 generate time: 27.82169532775879
[21]: [Cumulative]: Semantic Similarity: 0.682,	 cache time: 3.251162442294034e-07,	 generate time: 28.003579107197847
[22]: Semantic Similarity: 0.98565,	 cache time: 2.384185791015625e-07,	 generate time: 28.181357383728027
[22]: [Cumulative]: Semantic Similarity: 0.6952,	 cache time: 3.2134678052819293e-07,	 generate time: 28.01130859748177
[23]: Semantic Similarity: 0.69502,	 cache time: 2.384185791015625e-07,	 generate time: 27.614397048950195
[23]: [Cumulative]: Semantic Similarity: 0.6952,	 cache time: 3.178914388020833e-07,	 generate time: 27.994770616292953
[24]: Semantic Similarity: 0.87098,	 cache time: 2.384185791015625e-07,	 generate time: 28.03518319129944
[24]: [Cumulative]: Semantic Similarity: 0.70223,	 cache time: 3.147125244140625e-07,	 generate time: 27.996387119293214
[25]: Semantic Similarity: 0.985,	 cache time: 2.384185791015625e-07,	 generate time: 27.804807901382446
[25]: [Cumulative]: Semantic Similarity: 0.7131,	 cache time: 3.1177814190204327e-07,	 generate time: 27.989018687835106
[26]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 27.799493312835693
[26]: [Cumulative]: Semantic Similarity: 0.72373,	 cache time: 3.09061121057581e-07,	 generate time: 27.981999229501795
[27]: Semantic Similarity: 0.1474,	 cache time: 2.384185791015625e-07,	 generate time: 32.33141613006592
[27]: [Cumulative]: Semantic Similarity: 0.70315,	 cache time: 3.065381731305804e-07,	 generate time: 28.137335547379084
[28]: Semantic Similarity: 0.55982,	 cache time: 4.76837158203125e-07,	 generate time: 27.532706022262573
[28]: [Cumulative]: Semantic Similarity: 0.6982,	 cache time: 3.1241055192618533e-07,	 generate time: 28.11648625340955
[29]: Semantic Similarity: 0.96569,	 cache time: 2.384185791015625e-07,	 generate time: 28.036758184432983
[29]: [Cumulative]: Semantic Similarity: 0.70712,	 cache time: 3.0994415283203126e-07,	 generate time: 28.11382865111033
[30]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 27.8025324344635
[30]: [Cumulative]: Semantic Similarity: 0.71657,	 cache time: 3.0763687626008064e-07,	 generate time: 28.10378683767011
[31]: Semantic Similarity: 0.7682,	 cache time: 2.384185791015625e-07,	 generate time: 28.909029722213745
[31]: [Cumulative]: Semantic Similarity: 0.71818,	 cache time: 3.0547380447387695e-07,	 generate time: 28.1289506778121

Result for ./results/hotpotqa-train/32/result_3.1-8B_k32_q32_hotpotqa-train_bertscore_kvcache_nokv.txt
Prepare time: 32.65038585662842
Average Semantic Similarity: 0.7181814261712134
cache time: 3.0547380447387695e-07,	 generate time: 28.1289506778121
