KVcache prepared in 18.585257053375244 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6542928218841553
[19]: Semantic Similarity: 0.97161,	 cache time: 2.384185791015625e-07,	 generate time: 1.2352559566497803
[19]: [Cumulative]: Semantic Similarity: 0.85201,	 cache time: 2.86102294921875e-07,	 generate time: 1.5168197870254516
[20]: Semantic Similarity: 0.25154,	 cache time: 0.0,	 generate time: 3.6764605045318604
[20]: [Cumulative]: Semantic Similarity: 0.82342,	 cache time: 2.724783761160714e-07,	 generate time: 1.6196598211924236
[21]: Semantic Similarity: 0.92298,	 cache time: 2.384185791015625e-07,	 generate time: 0.550971508026123
[21]: [Cumulative]: Semantic Similarity: 0.82795,	 cache time: 2.7093020352450286e-07,	 generate time: 1.5710830796848645
[22]: Semantic Similarity: 0.98149,	 cache time: 2.384185791015625e-07,	 generate time: 1.4271430969238281
[22]: [Cumulative]: Semantic Similarity: 0.83462,	 cache time: 2.695166546365489e-07,	 generate time: 1.5648248195648193
[23]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.427302360534668
[23]: [Cumulative]: Semantic Similarity: 0.84151,	 cache time: 2.682209014892578e-07,	 generate time: 1.5590947171052296
[24]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7268600463867188
[24]: [Cumulative]: Semantic Similarity: 0.84785,	 cache time: 2.6702880859375e-07,	 generate time: 1.5258053302764893
[25]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8997387886047363
[25]: [Cumulative]: Semantic Similarity: 0.8537,	 cache time: 2.659284151517428e-07,	 generate time: 1.5017258479044988
[26]: Semantic Similarity: 0.95109,	 cache time: 2.384185791015625e-07,	 generate time: 1.4251477718353271
[26]: [Cumulative]: Semantic Similarity: 0.85731,	 cache time: 2.6490953233506946e-07,	 generate time: 1.4988896228648998
[27]: Semantic Similarity: 0.88844,	 cache time: 2.384185791015625e-07,	 generate time: 1.2521848678588867
[27]: [Cumulative]: Semantic Similarity: 0.85842,	 cache time: 2.639634268624442e-07,	 generate time: 1.4900787387575423
[28]: Semantic Similarity: 0.98297,	 cache time: 2.384185791015625e-07,	 generate time: 1.6015815734863281
[28]: [Cumulative]: Semantic Similarity: 0.86272,	 cache time: 2.6308257004310344e-07,	 generate time: 1.4939236640930176
[29]: Semantic Similarity: 0.98694,	 cache time: 2.384185791015625e-07,	 generate time: 2.325368881225586
[29]: [Cumulative]: Semantic Similarity: 0.86686,	 cache time: 2.6226043701171877e-07,	 generate time: 1.5216385046641032
[30]: Semantic Similarity: 0.13284,	 cache time: 2.384185791015625e-07,	 generate time: 1.0974953174591064
[30]: [Cumulative]: Semantic Similarity: 0.84318,	 cache time: 2.6149134482106853e-07,	 generate time: 1.5079564663671678
[31]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7425405979156494
[31]: [Cumulative]: Semantic Similarity: 0.84808,	 cache time: 2.60770320892334e-07,	 generate time: 1.4840372204780579
[32]: Semantic Similarity: 0.6036,	 cache time: 2.384185791015625e-07,	 generate time: 1.0959718227386475
[32]: [Cumulative]: Semantic Similarity: 0.84067,	 cache time: 2.600929953835227e-07,	 generate time: 1.472277662970803
[33]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5607354640960693
[33]: [Cumulative]: Semantic Similarity: 0.84536,	 cache time: 2.5945551255170035e-07,	 generate time: 1.4454675982980167
[34]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.561967134475708
[34]: [Cumulative]: Semantic Similarity: 0.84978,	 cache time: 2.6566641671316965e-07,	 generate time: 1.4202247279030935
[35]: Semantic Similarity: 0.98134,	 cache time: 0.0,	 generate time: 1.8104455471038818
[35]: [Cumulative]: Semantic Similarity: 0.85343,	 cache time: 2.582867940266927e-07,	 generate time: 1.4310641951031156
[36]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7421162128448486
[36]: [Cumulative]: Semantic Similarity: 0.85739,	 cache time: 2.5774981524493245e-07,	 generate time: 1.4124439793664056
[37]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.7408111095428467
[37]: [Cumulative]: Semantic Similarity: 0.86115,	 cache time: 2.635152716385691e-07,	 generate time: 1.3947694301605225
[38]: Semantic Similarity: 0.87932,	 cache time: 2.384185791015625e-07,	 generate time: 1.0997307300567627
[38]: [Cumulative]: Semantic Similarity: 0.86161,	 cache time: 2.628717667017228e-07,	 generate time: 1.387204335286067
[39]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9190475940704346
[39]: [Cumulative]: Semantic Similarity: 0.86507,	 cache time: 2.6226043701171877e-07,	 generate time: 1.3755004167556764
[40]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.0982944965362549
[40]: [Cumulative]: Semantic Similarity: 0.86836,	 cache time: 2.6167892828220276e-07,	 generate time: 1.3687392967503245
[41]: Semantic Similarity: 0.62707,	 cache time: 2.384185791015625e-07,	 generate time: 4.2026379108428955
[41]: [Cumulative]: Semantic Similarity: 0.86262,	 cache time: 2.611251104445685e-07,	 generate time: 1.436213073276338
[42]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1427385807037354
[42]: [Cumulative]: Semantic Similarity: 0.86581,	 cache time: 2.6059705157612644e-07,	 generate time: 1.4293880850769753
[43]: Semantic Similarity: 0.91878,	 cache time: 2.384185791015625e-07,	 generate time: 0.7654557228088379
[43]: [Cumulative]: Semantic Similarity: 0.86702,	 cache time: 2.600929953835227e-07,	 generate time: 1.4142987132072449
[44]: Semantic Similarity: 0.64801,	 cache time: 4.76837158203125e-07,	 generate time: 2.784803867340088
[44]: [Cumulative]: Semantic Similarity: 0.86215,	 cache time: 2.6490953233506946e-07,	 generate time: 1.444754383299086
[45]: Semantic Similarity: 0.55964,	 cache time: 2.384185791015625e-07,	 generate time: 1.3100934028625488
[45]: [Cumulative]: Semantic Similarity: 0.85557,	 cache time: 2.643336420473845e-07,	 generate time: 1.4418269706809002
[46]: Semantic Similarity: 0.97829,	 cache time: 2.384185791015625e-07,	 generate time: 1.1285169124603271
[46]: [Cumulative]: Semantic Similarity: 0.85818,	 cache time: 2.637822577293883e-07,	 generate time: 1.4351607992293987
[47]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5781056880950928
[47]: [Cumulative]: Semantic Similarity: 0.86114,	 cache time: 2.632538477579753e-07,	 generate time: 1.4173054844141006
[48]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.122809886932373
[48]: [Cumulative]: Semantic Similarity: 0.86397,	 cache time: 2.627470055404974e-07,	 generate time: 1.4112953701797797
[49]: Semantic Similarity: 0.93364,	 cache time: 2.384185791015625e-07,	 generate time: 0.7613539695739746
[49]: [Cumulative]: Semantic Similarity: 0.86537,	 cache time: 2.6226043701171877e-07,	 generate time: 1.3982965421676636
[50]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.3043289184570312
[50]: [Cumulative]: Semantic Similarity: 0.86801,	 cache time: 2.617929496017157e-07,	 generate time: 1.396454039741965
[51]: Semantic Similarity: 0.98555,	 cache time: 2.384185791015625e-07,	 generate time: 0.9417257308959961
[51]: [Cumulative]: Semantic Similarity: 0.87027,	 cache time: 2.6134344247671276e-07,	 generate time: 1.38770926457185
[52]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9401841163635254
[52]: [Cumulative]: Semantic Similarity: 0.87271,	 cache time: 2.6091089788472877e-07,	 generate time: 1.3792653938509383
[53]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1229288578033447
[53]: [Cumulative]: Semantic Similarity: 0.87507,	 cache time: 2.604943734628183e-07,	 generate time: 1.374518420961168
[54]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7598152160644531
[54]: [Cumulative]: Semantic Similarity: 0.87734,	 cache time: 2.600929953835227e-07,	 generate time: 1.363341999053955
[55]: Semantic Similarity: 0.82277,	 cache time: 4.76837158203125e-07,	 generate time: 0.5750458240509033
[55]: [Cumulative]: Semantic Similarity: 0.87637,	 cache time: 2.639634268624442e-07,	 generate time: 1.3492652816431863
[56]: Semantic Similarity: 0.87682,	 cache time: 0.0,	 generate time: 0.7573497295379639
[56]: [Cumulative]: Semantic Similarity: 0.87638,	 cache time: 2.59332489549068e-07,	 generate time: 1.3388807982729192
[57]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.3063371181488037
[57]: [Cumulative]: Semantic Similarity: 0.87851,	 cache time: 2.5897190488617997e-07,	 generate time: 1.338319700339745
[58]: Semantic Similarity: 0.66284,	 cache time: 4.76837158203125e-07,	 generate time: 3.13151216506958
[58]: [Cumulative]: Semantic Similarity: 0.87485,	 cache time: 2.6266453629833156e-07,	 generate time: 1.3687127929622844
[59]: Semantic Similarity: 0.98357,	 cache time: 2.384185791015625e-07,	 generate time: 0.7597525119781494
[59]: [Cumulative]: Semantic Similarity: 0.87666,	 cache time: 2.6226043701171877e-07,	 generate time: 1.3585634549458823
[60]: Semantic Similarity: 0.9693,	 cache time: 2.384185791015625e-07,	 generate time: 0.9338297843933105
[60]: [Cumulative]: Semantic Similarity: 0.87818,	 cache time: 2.618695868820441e-07,	 generate time: 1.3516006078876432
[61]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7516021728515625
[61]: [Cumulative]: Semantic Similarity: 0.88015,	 cache time: 2.6149134482106853e-07,	 generate time: 1.3419232137741581
[62]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7535698413848877
[62]: [Cumulative]: Semantic Similarity: 0.88205,	 cache time: 2.611251104445685e-07,	 generate time: 1.332584271355281
[63]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7513225078582764
[63]: [Cumulative]: Semantic Similarity: 0.88389,	 cache time: 2.60770320892334e-07,	 generate time: 1.32350205630064
[64]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9321644306182861
[64]: [Cumulative]: Semantic Similarity: 0.88568,	 cache time: 2.604264479417067e-07,	 generate time: 1.3174814774439885
[65]: Semantic Similarity: 0.90912,	 cache time: 4.76837158203125e-07,	 generate time: 1.1116142272949219
[65]: [Cumulative]: Semantic Similarity: 0.88603,	 cache time: 2.6370539809718274e-07,	 generate time: 1.314362276684154
[66]: Semantic Similarity: 0.73925,	 cache time: 2.384185791015625e-07,	 generate time: 0.7524147033691406
[66]: [Cumulative]: Semantic Similarity: 0.88384,	 cache time: 2.6332798288829293e-07,	 generate time: 1.3059749994704972
[67]: Semantic Similarity: 0.97734,	 cache time: 0.0,	 generate time: 0.93178391456604
[67]: [Cumulative]: Semantic Similarity: 0.88522,	 cache time: 2.5945551255170035e-07,	 generate time: 1.3004721893983728
[68]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.570192813873291
[68]: [Cumulative]: Semantic Similarity: 0.88688,	 cache time: 2.591506294582201e-07,	 generate time: 1.289888430332792
[69]: Semantic Similarity: 0.91717,	 cache time: 2.384185791015625e-07,	 generate time: 0.9324328899383545
[69]: [Cumulative]: Semantic Similarity: 0.88731,	 cache time: 2.5885445731026784e-07,	 generate time: 1.2847819226128714
[70]: Semantic Similarity: 0.64011,	 cache time: 2.384185791015625e-07,	 generate time: 6.5420732498168945
[70]: [Cumulative]: Semantic Similarity: 0.88383,	 cache time: 2.5856662803972274e-07,	 generate time: 1.358828279334055
[71]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.752361536026001
[71]: [Cumulative]: Semantic Similarity: 0.88545,	 cache time: 2.582867940266927e-07,	 generate time: 1.350405130121443
[72]: Semantic Similarity: 0.89788,	 cache time: 2.384185791015625e-07,	 generate time: 0.7504124641418457
[72]: [Cumulative]: Semantic Similarity: 0.88562,	 cache time: 2.580146266989512e-07,	 generate time: 1.3421860525052842
[73]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9327123165130615
[73]: [Cumulative]: Semantic Similarity: 0.88716,	 cache time: 2.5774981524493245e-07,	 generate time: 1.3366526236405243
[74]: Semantic Similarity: 0.96551,	 cache time: 4.76837158203125e-07,	 generate time: 1.1141467094421387
[74]: [Cumulative]: Semantic Similarity: 0.88821,	 cache time: 2.606709798177083e-07,	 generate time: 1.3336858781178793
[75]: Semantic Similarity: 0.29925,	 cache time: 2.384185791015625e-07,	 generate time: 2.7421653270721436
[75]: [Cumulative]: Semantic Similarity: 0.88046,	 cache time: 2.6037818507144325e-07,	 generate time: 1.3522185024462248
[76]: Semantic Similarity: 0.98911,	 cache time: 4.76837158203125e-07,	 generate time: 1.678506851196289
[76]: [Cumulative]: Semantic Similarity: 0.88187,	 cache time: 2.631893405666599e-07,	 generate time: 1.356456013468953
[77]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9439303874969482
[77]: [Cumulative]: Semantic Similarity: 0.88338,	 cache time: 2.628717667017228e-07,	 generate time: 1.3511672233923888
[78]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.760444164276123
[78]: [Cumulative]: Semantic Similarity: 0.88486,	 cache time: 2.625622326814676e-07,	 generate time: 1.3436897163149677
[79]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.39437270164489746
[79]: [Cumulative]: Semantic Similarity: 0.8863,	 cache time: 2.6226043701171877e-07,	 generate time: 1.3318232536315917
[80]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5778501033782959
[80]: [Cumulative]: Semantic Similarity: 0.8877,	 cache time: 2.61966093086902e-07,	 generate time: 1.3225149431346375
[81]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7615468502044678
[81]: [Cumulative]: Semantic Similarity: 0.88907,	 cache time: 2.6167892828220276e-07,	 generate time: 1.315673868830611
[82]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5775835514068604
[82]: [Cumulative]: Semantic Similarity: 0.89041,	 cache time: 2.613986831113517e-07,	 generate time: 1.306781214403819
[83]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 1.6759936809539795
[83]: [Cumulative]: Semantic Similarity: 0.89171,	 cache time: 2.582867940266927e-07,	 generate time: 1.3111766009103685
[84]: Semantic Similarity: 0.90459,	 cache time: 2.384185791015625e-07,	 generate time: 0.7579853534698486
[84]: [Cumulative]: Semantic Similarity: 0.89186,	 cache time: 2.5805305032169116e-07,	 generate time: 1.3046684685875387
[85]: Semantic Similarity: 0.93791,	 cache time: 2.384185791015625e-07,	 generate time: 1.1224150657653809
[85]: [Cumulative]: Semantic Similarity: 0.8924,	 cache time: 2.5782474251680594e-07,	 generate time: 1.3025492429733276
[86]: Semantic Similarity: 0.58128,	 cache time: 2.384185791015625e-07,	 generate time: 0.5751471519470215
[86]: [Cumulative]: Semantic Similarity: 0.88882,	 cache time: 2.5760168316720546e-07,	 generate time: 1.2941882993983127
[87]: Semantic Similarity: 0.39006,	 cache time: 2.384185791015625e-07,	 generate time: 4.396830797195435
[87]: [Cumulative]: Semantic Similarity: 0.88316,	 cache time: 2.573836933482777e-07,	 generate time: 1.3294456005096436
[88]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.5834770202636719
[88]: [Cumulative]: Semantic Similarity: 0.88447,	 cache time: 2.598494626163097e-07,	 generate time: 1.3210639310686776
[89]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7611465454101562
[89]: [Cumulative]: Semantic Similarity: 0.88575,	 cache time: 2.5961134168836803e-07,	 generate time: 1.3148426267835829
[90]: Semantic Similarity: 0.99045,	 cache time: 2.384185791015625e-07,	 generate time: 1.3026127815246582
[90]: [Cumulative]: Semantic Similarity: 0.8869,	 cache time: 2.5937845418741413e-07,	 generate time: 1.3147082328796387
[91]: Semantic Similarity: 0.44556,	 cache time: 0.0,	 generate time: 1.4931724071502686
[91]: [Cumulative]: Semantic Similarity: 0.88211,	 cache time: 2.565591231636379e-07,	 generate time: 1.316648060860841
[92]: Semantic Similarity: 0.85739,	 cache time: 2.384185791015625e-07,	 generate time: 0.9378633499145508
[92]: [Cumulative]: Semantic Similarity: 0.88184,	 cache time: 2.563640635500672e-07,	 generate time: 1.3125751069796983
[93]: Semantic Similarity: 0.8674,	 cache time: 2.384185791015625e-07,	 generate time: 1.477097749710083
[93]: [Cumulative]: Semantic Similarity: 0.88169,	 cache time: 2.5617315414104057e-07,	 generate time: 1.3143253478598087
[94]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7497832775115967
[94]: [Cumulative]: Semantic Similarity: 0.88293,	 cache time: 2.559862638774671e-07,	 generate time: 1.3083827997508801
[95]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.75209641456604
[95]: [Cumulative]: Semantic Similarity: 0.88415,	 cache time: 2.5580326716105145e-07,	 generate time: 1.3025881499052048
[96]: Semantic Similarity: 0.97601,	 cache time: 2.384185791015625e-07,	 generate time: 0.7587873935699463
[96]: [Cumulative]: Semantic Similarity: 0.8851,	 cache time: 2.5562404357280927e-07,	 generate time: 1.2969819565409237
[97]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7598991394042969
[97]: [Cumulative]: Semantic Similarity: 0.88627,	 cache time: 2.5544847760881696e-07,	 generate time: 1.2915015196313664
[98]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.9312152862548828
[98]: [Cumulative]: Semantic Similarity: 0.88742,	 cache time: 2.55276458431976e-07,	 generate time: 1.2878622647487756
[99]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.5701684951782227
[99]: [Cumulative]: Semantic Similarity: 0.88855,	 cache time: 2.551078796386719e-07,	 generate time: 1.28068532705307

Result for ./results/squad-train/100/result_3.1-8B_k3_p100_q100_squad-train_bertscore_kvcache.txt
Prepare time: 18.585257053375244
Average Semantic Similarity: 0.8885451984405518
cache time: 2.551078796386719e-07,	 generate time: 1.28068532705307
