idx,generated_response,ground_truth,reset_cache_time,generate_time
54, Somerset Coalfield,The Somerset Coalfield is part of a larger coalfield which stretches into Gloucestershire,0.0008385181427001953,1.0792014598846436
55," The French Invader creates ""Rubikcubism"" styled mosaics by using a style he refers to as ""Rubikcubism"", which involves using a kind of dual layer mosaic via grids of scrambled Rubik's Cubes.",grids of scrambled Rubik's Cubes,0.0008764266967773438,13.34311294555664
56," C&J Clark's shoes left the area due to the transfer of work to lower-wage areas, such as China and Asia.","the work was transferred to lower-wage areas, such as China and Asia",0.0008563995361328125,7.075162172317505
57, 5,five,0.0008404254913330078,0.8208713531494141
58, Somerset,"on the clay substrate, are broad valleys which support dairy farming and drain into the Somerset Levels.",0.0008423328399658203,0.5588011741638184
59, Fermentation.,fermentation,0.0008356571197509766,1.0814218521118164
60, 10 °C (50 °F),below 15.5 °C,0.0008337497711181641,2.6465272903442383
61, Gareth Hoskins Architects,Gareth Hoskins Architects,0.0008435249328613281,1.3452575206756592
62," Laws are written by governments to ban incandescent light bulbs by setting minimum efficacy standards that cannot be met by incandescent lamps, making them obsolete.",by setting minimum efficacy standards higher than can be achieved by incandescent lamps,0.0008435249328613281,8.383395433425903
63, 91.379.615,91.379.615,0.0008418560028076172,1.8585729598999023
64, Roger II of Sicily,Georgios of Antiochia,0.0008380413055419922,1.60044527053833
65," The three tiers of school in Somerset are: 
1. First schools (ages 4-7)
2. Middle schools (ages 8-11)
3. Upper schools (ages 11-16)","a three-tier system of first, middle and upper schools in the Cheddar Valley, and in West Somerset",0.0008516311645507812,11.495287656784058
66, 110,110,0.0008544921875,0.820288896560669
67, Punjab provides the largest pool of professionals and highly skilled (technically trained) manpower in Pakistan.,largest pool of professionals and highly skilled (technically trained) manpower in Pakistan,0.0008311271667480469,5.238077163696289
68, 1040,1040,0.0008418560028076172,1.084127426147461
69," Lisbon, Portugal, and other cities in the Lusosphere.",streets,0.0008449554443359375,3.6797475814819336
70," The kantharos vase and vine refer to the eucharist, the symbol of the sacrifice of Christ leading to salvation.",the eucharist,0.0008466243743896484,7.062737226486206
71, Architects.,Architects,0.0008444786071777344,0.8249545097351074
72, Bridgwater Bay,"Bridgwater Bay, and is a National Nature Reserve",0.0008447170257568359,1.3397657871246338
73, The Somerset Rural Life Museum in Glastonbury.,the Somerset Rural Life Museum in Glastonbury,0.0008485317230224609,3.1609416007995605
74, 130,130,0.0008668899536132812,0.819342851638794
75, 1904,1904,0.0008420944213867188,1.083573341369629
76," They had a negative temperature coefficient of resistance, making them sensitive to fluctuations in the power supply.","as they got hotter, their electrical resistance decreased",0.0008418560028076172,5.2398927211761475
77, Hard water.,hard water,0.0008406639099121094,1.081284761428833
78, Alvismál,Alvíssmál,0.0008335113525390625,1.3511216640472412
79, 144 ohms,144 ohms,0.0008406639099121094,1.3434677124023438
80, 89%,89%,0.0008406639099121094,1.0806810855865479
81, Yeast.,yeast,0.0008497238159179688,1.0794799327850342
82, The 12th century.,in the 12th century,0.000835418701171875,1.8595123291015625
83, Soft water.,soft water,0.0008423328399658203,1.0790824890136719
84, The Jewish people got influenced by the Byzantine Empire.,Byzantine,0.0008432865142822266,3.1600401401519775
85," Gujranwala, Toba Tek Singh, Faisalabad, Sialkot, Bahawalnagar and communities across Khanewal District.","Fesco, Gepco and Mepco",0.0008399486541748047,8.638463735580444
86, Constantine Monomachos,Constantine Monomachos,0.00086212158203125,1.8642492294311523
87, 787–797,787–797,0.0008714199066162109,1.345423936843872
88, 2013,11 May 2013,0.0008547306060791016,1.0774483680725098
89," Some other attractions in Somerset include the Glastonbury Festival, the West Somerset Railway, the Fleet Air Arm Museum, and the Cheddar Gorge.","Claverton Pumping Station, Dunster Working Watermill, the Fleet Air Arm Museum at Yeovilton, Nunney Castle, The Helicopter Museum in Weston-super-Mare",0.0008385181427001953,8.355661869049072
90," The flaw in the color of light produced by an incandescent bulb is that it does not match the sensitivity characteristics of the human eye, resulting in a non-white light.","the light emitted does not appear white,",0.0008411407470703125,9.410316705703735
91, 22.8 inches (580 mm),22.8 inches,0.00084686279296875,2.643681287765503
92, The legitimate interests of the profession were best served by the architectural associations in which some 80% of those practising architecture were to be found.,architectural associations,0.0008442401885986328,7.843804836273193
93, Barley malt.,barley malt,0.0008447170257568359,1.3402576446533203
94, Santa Pudenziana,Santa Pudenziana,0.0008423328399658203,1.6033782958984375
95, The letters represent the shape of the bulb.,the shape of the bulb,0.0008547306060791016,2.6404945850372314
96, The original Charter of 1837.,The original Charter of 1837,0.0008451938629150391,2.3848962783813477
97, 1743,1743,0.0008454322814941406,1.081632375717163
98, Architectural design.,public realm artworks,0.0008730888366699219,1.3421599864959717
99, Woman Walking,Woman Walking,0.0008473396301269531,0.8263199329376221
100, 20-22 hours,20–22 hours a day,0.0008494853973388672,1.6031806468963623
101, 2.5 square meters (26 square feet),2.5 square meters,0.0008442401885986328,3.167294979095459
102, The oldest scenes in St. Mark's mosaics were executed by Greek masters in the late 11th century.,the late 11th century,0.0008401870727539062,6.548755407333374
103, 1892,1892,0.000843048095703125,1.0793266296386719
104, Yeast.,yeast,0.0008375644683837891,1.0764448642730713
105, Yeast,yeast,0.0008399486541748047,0.819281816482544
106, 1 in × 1 in (25 mm × 25 mm),1 in × 1 in,0.0008440017700195312,4.190553665161133
107, To protect Bristol and other towns from bombers by mimicking their geometry and simulating activities to distract bombers.,"decoy towns were constructed in Somerset in World War II to protect Bristol and other towns, at night",0.0008409023284912109,5.745866060256958
108, 9 Conduit Street.,9 Conduit Street,0.0008585453033447266,1.8558452129364014
109, North Somerset and Bath & North East Somerset.,"North Somerset, and Bath & North East Somerset",0.0008449554443359375,2.6369130611419678
110," Pierre Reverdy, Maurice Raynal, and Daniel-Henry Kahnweiler.","Gris, Léger and Gleizes",0.0008478164672851562,4.729936838150024
111, Head of a Woman (Fernande),Head of a Woman,0.0008411407470703125,2.6362829208374023
112, The wattage of an incandescent bulb is determined by the resistance of the filament.,the resistance of the filament,0.0008420944213867188,4.9715259075164795
113, designs or canvases from famous artists.,designs or canvases,0.0008435249328613281,2.3811733722686768
114, 2007,2007,0.0008416175842285156,1.0836999416351318
115, An opera house.,an opera house,0.0008413791656494141,1.338477373123169
116, Woman's Head,The first true Cubist sculpture,0.0008502006530761719,1.0801796913146973
117, The largest mosaic in Italy is the Monreale mosaics in the Cathedral of Monreale in Sicily.,The Monreale mosaics,0.0008389949798583984,6.542590379714966
118, A landslide that occurred in the 12th century.,a landslide,0.0008432865142822266,3.168468475341797
119, Deer or stags symbolized the faithful aspiring to Christ.,the faithful aspiring to Christ,0.0008418560028076172,3.4273147583007812
120, Alcohol.,alcohol,0.0008423328399658203,0.8197715282440186
121, 133 billion,More than 133 billion,0.0008575916290283203,1.0817952156066895
122, A stem or glass mount anchored to the bulb's base allows the electrical contacts to run through the envelope without air or gas leaks.,a stem or glass mount anchored to the bulb's base,0.0008401870727539062,7.074158430099487
123, Romania,Hungary,0.0008478164672851562,0.5609645843505859
124, Classical tradition,Classical,0.0008420944213867188,0.821483850479126
125, Siemens,Siemens,0.0008330345153808594,0.5596282482147217
126," The House of the Black Madonna in Prague, built in 1912 by Josef Gočár, is considered one of the best-known Cubist architecture buildings.",House of the Black Madonna,0.0008494853973388672,8.638984680175781
127, The Byzantine Emperor sent a master mosaicist to Spain to supervise the decoration of the Great Mosque in Corduba.,the Byzantine Emperor,0.0008473396301269531,6.291074275970459
128, Nankana Sahib,Nankana Sahib,0.000843048095703125,1.6009726524353027
129, Devon and Somerset Fire and Rescue Service,The Devon and Somerset Fire and Rescue Service was formed in 2007 upon the merger of the Somerset Fire and Rescue Service with its neighbouring Devon service,0.0008404254913330078,2.1237874031066895
130, Defence equipment and technology.,defence equipment and technology.,0.0008435249328613281,1.6017258167266846
131, 371,371,0.0008428096771240234,0.8201966285705566
132, Cambridge,Cambridge,0.0008332729339599609,0.5612213611602783
133," Pilton, near Shepton Mallet.","takes place most years in Pilton, near Shepton Mallet",0.0008418560028076172,2.6442315578460693
134, Quality.,quality,0.0008406639099121094,0.8206155300140381
135, Folk music,folk,0.0008521080017089844,0.820514440536499
136, Alba Regia,Alba Regia,0.0008435249328613281,1.3433892726898193
137, 1966,"The University of Bath gained its Royal Charter in 1966, although its origins go back to the Bristol Trade School",0.0008389949798583984,1.0813586711883545
138, The Encyclopædia Britannica.,Encyclopædia Britannica,0.0008559226989746094,2.6459696292877197
139, Bethany,Bethany,0.0008459091186523438,0.822230339050293
140, The Mendip Hills,the Mendip Hills are moderately high limestone hills,0.0008347034454345703,1.342216968536377
141, Geometric patterns.,geometric,0.0008385181427001953,1.3413634300231934
142, Calligraphic inscriptions from the Quran.,Calligraphic inscriptions from the Quran,0.0008313655853271484,2.644970417022705
143, The Architecture Exhibition Space.,Architecture Exhibition Space,0.0008323192596435547,1.6056528091430664
144, Sicily,Sicily,0.0008363723754882812,0.826956033706665
145, Architects Registration Board,Architects Registration Board,0.0008938312530517578,1.0845613479614258
146, 1872,1872,0.0008440017700195312,1.081333875656128
147, 1834,1837,0.0008487701416015625,1.0799860954284668
148, 5%,a 5% reduction in operating voltage,0.0008516311645507812,1.0859928131103516
149, Bayonet base,Bayonet base lamps,0.0008482933044433594,1.0811402797698975
150, Minimum space standards in newly built British houses.,minimum space standards,0.0008380413055419922,2.6462323665618896
151, A high resistance that made power distribution from a centralized source economically viable.,high resistance,0.000850677490234375,3.9463696479797363
152, It indicates that the contact is designed to control circuits with high inrush current characteristic of tungsten lamps.,they are designed to control circuits with the high inrush current characteristic of tungsten lamps,0.0008401870727539062,5.7707109451293945
153, The Bath Literature Festival.,The annual Bath Literature Festival is one of several local festivals in the county,0.0008509159088134766,1.6016266345977783
154," The whole interior of St Mark's Basilica in Venice is clad with elaborate, golden mosaics.",façades were also decorated,0.0008463859558105469,5.768402099609375
155, Calçada Portuguesa,Calçada Portuguesa,0.0008349418640136719,1.8626739978790283
156," The paucity of surviving mosaics from the Komnenian period is due to accidents of survival, giving a misleading impression.",accidents of survival,0.0008399486541748047,7.337611436843872
157," The Abbot of Monte Cassino, Desiderius.",The Abbot of Monte Cassino,0.0008440017700195312,3.426732063293457
158, La Femme au Cheval (Woman with a horse),La Femme au Cheval (Woman with a horse) 1911-1912,0.0008418560028076172,3.1762006282806396
159, King David IV,king David IV,0.0008416175842285156,1.0811767578125
160, Architectural education and the Architects Registration Act.,"the Board of Architectural Education under the Architects (Registration) Acts, 1931 to 1938",0.0008420944213867188,2.6470730304718018
161, 10.5%,10.5%,0.0008375644683837891,1.6029953956604004
162, King William II of Sicily,King William II of Sicily,0.0008423328399658203,1.8667104244232178
163, Painting.,paintings,0.0008342266082763672,0.8210020065307617
164, Political chaos and the subsequent battles of succession and the bloody infighting between the factions at court weakened the state.,political chaos,0.0008451938629150391,6.029502630233765
165," The South Western Ambulance Service covers the entire South West of England, including all of Somerset.","covers the entire South West of England, including all of Somerset",0.0008437633514404297,5.248095512390137
166," Nude Descending a Staircase, No. 2",La Femme aux phlox,0.0008459091186523438,3.4355459213256836
167, Georgia,Georgia,0.00084686279296875,0.5601797103881836
168," Argon, nitrogen, and krypton.","argon and some nitrogen, or sometimes krypton",0.0008385181427001953,2.6450765132904053
169, Yeovil Town.,Yeovil Town won promotion to Division Three as Football Conference champions,0.0008442401885986328,1.601611614227295
170, Bipin base.,bipin base,0.000835418701171875,1.341855525970459
171, Bath stone,supplying freestone and building stone,0.0008497238159179688,0.8209764957427979
172, The Greek figural style was mostly formed in the 3rd century BC.,the 3rd century BC,0.0008389949798583984,4.468495845794678
173," Beer is generally sold in bottles, cans, and on draught.",bottles and cans,0.0008466243743896484,3.946789503097534
174, The 12th century.,the 12th century,0.0008485317230224609,1.8638689517974854
175, A power factor of 1 means that the actual power consumed (in watts) and the apparent power (in volt-amperes) are equal.,the actual power consumed (in watts) and the apparent power (in volt-amperes) are equal,0.0008471012115478516,8.114151000976562
176, The RIBA Architecture Study Rooms are located in the Henry Cole Wing of the V&A.,the Henry Cole Wing of the V&A,0.0008420944213867188,5.249694585800171
177, 13th century,the sixteenth century,0.0008463859558105469,1.3433666229248047
178," The Oregon Railroad and Navigation Company steamer, Columbia.",Columbia,0.0008502006530761719,3.1671507358551025
179, The Monastery of Martyrius was founded in the end of the 5th century.,the end of the 5th century,0.0008461475372314453,5.248079299926758
180, 1960,1960,0.0008356571197509766,1.0809147357940674
181, Plain gold mosaics with a single great cross in the apse.,gold mosaics with only one great cross,0.0008323192596435547,4.205306053161621
182," Paul Gauguin, Henri Matisse, and Pablo Picasso.","Paul Gauguin, Henri Matisse, and Pablo Picasso",0.0008311271667480469,3.9681639671325684
183, The Chief Secretary of Punjab.,the Chief Secretary of Punjab,0.0008482933044433594,1.8622727394104004
184, Umayyad mosaics.,Umayyad mosaics,0.0008404254913330078,2.3869640827178955
185, The 5th century.,the 5th century,0.0008471012115478516,1.8676071166992188
186, Dr. Martens,"Dr. Martens shoes were also made in Somerset, by the Northampton-based R. Griggs Group",0.0008499622344970703,1.3422014713287354
187, George Grey Wornum,George Grey Wornum,0.0008406639099121094,1.6015164852142334
188," Swan's first lamp was not commercially viable because it had low resistance and required a large current, making it impractical for central station electric systems.",'parchmentised thread',0.0008478164672851562,7.853858232498169
189," The effects of giving the filament a positive temperature coefficient is that it helps stabilize the lamp's power consumption, temperature, and light output against minor variations in supply voltage.","helped stabilize the lamp's power consumption, temperature and light output against minor variations in supply voltage",0.000843048095703125,8.898683309555054
190, When it is important to see the work during the creation process as it will appear when completed.,when it is important to see the work,0.0008437633514404297,5.249315977096558
191, Jerusalem,Jerusalem,0.0008568763732910156,0.5604641437530518
192, 6%,6%,0.0008397102355957031,1.0829079151153564
193, The Russian abbot Daniel.,the Russian abbot Daniel,0.0008449554443359375,1.866706371307373
194, The base of a halogen light bulb supplies electric current.,feed-through terminals or wires embedded in the glass,0.0008471012115478516,3.425924777984619
195, Beer belly.,beer belly,0.0008587837219238281,1.083014726638794
196, Alcohol by volume.,alcohol by volume,0.0008556842803955078,1.3410348892211914
197, The British Architectural Library,The British Architectural Library,0.0008420944213867188,1.6020617485046387
198, A Samaritan synagogue.,a Samaritan synagogue,0.0008356571197509766,1.6055364608764648
199, 52 lumens per watt.,52 lumens per watt,0.0008497238159179688,2.1258010864257812
200, Mosaics were destroyed in the iconoclastic era because they were condemned as idolatry.,condemned as idolatry,0.0008471012115478516,5.509839773178101
201, The Indus River plain.,the alluvial plain of the Indus River,0.0008437633514404297,1.8613193035125732
202, The energy that an incandescent bulb does not convert into light is converted into heat.,The remaining energy is converted into heat.,0.0008370876312255859,4.990283727645874
203, The late 1920s.,in the late 1920s,0.0008451938629150391,2.123359441757202
204, Air nozzles.,precisely aligned air nozzles,0.0008404254913330078,1.602402687072754
205, Abbess Hildegard of Bingen,Abbess Hildegard,0.0008492469787597656,2.3853039741516113
206, 1960s,the 1960s,0.0008447170257568359,1.3449897766113281
207, The small sekreton.,small sekreton,0.0008645057678222656,1.8657212257385254
208, small-scale light industries.,"Many towns have encouraged small-scale light industries, such as Crewkerne's Ariel Motor Company, one of the UK's smallest car manufacturers",0.0008432865142822266,1.6009430885314941
209, The House of the Black Madonna in the Old Town of Prague was never built.,A planned 11.7 km (7.3 mi) branch to Midford was never built,0.0008435249328613281,4.467261075973511
210," Xenon gas is not more widely used in incandescent light bulbs because it is more expensive than other gases, such as argon and nitrogen.","more expensive, so its use is limited to smaller lamps",0.0008394718170166016,8.114544153213501
211, 1st or 2nd century AD.,1st or 2nd century AD,0.0008499622344970703,2.9042460918426514
212, The inner surface of the glass envelope.,across the entire surface of the envelope,0.0008435249328613281,2.3865578174591064
213, Picabia and the Duchamp brothers.,Picabia and the Duchamp brothers,0.0008413791656494141,2.645681619644165
214, 1912,1912,0.0008494853973388672,1.0827522277832031
215, Potsdam,the Friedenskirche of Potsdam,0.0008428096771240234,1.0814411640167236
216," Water vapor inside a light bulb can significantly affect lamp darkening by dissociating into hydrogen and oxygen at the hot filament, causing the oxygen to attack the tungsten metal and create tungsten oxide particles that travel to cooler parts of the lamp, leading to darkening.",significantly increase darkening,0.0008525848388671875,14.120360374450684
217, Paul Cézanne,Paul Cézanne,0.0008554458618164062,1.6063053607940674
218, 69%,69%,0.0008521080017089844,1.0816707611083984
219, The goal of RIBA is to advance architecture and promote the interests of architects.,the advancement of architecture,0.0008394718170166016,4.7273852825164795
220, The River Avon.,"The River Avon formed much of the border with Gloucestershire, except that the hundred of Bath Forum",0.0008330345153808594,1.601876974105835
221, A bicycle wheel and a kitchen stool.,a bicycle wheel to a kitchen stool,0.0008375644683837891,2.385643720626831
222, 1910,1910,0.0008347034454345703,1.0816166400909424
223," The word ale comes from Old English ealu (plural ealoþ), ultimately from the Proto-Indo-European base *h₂elut-, which holds connotations of ""sorcery, magic, possession, intoxication"".",Old English ealu,0.000843048095703125,12.550739288330078
224, The Anglo-Saxon peoples.,Britain was invaded by Anglo-Saxon peoples,0.0008416175842285156,1.8617568016052246
225, 41%,41%,0.0008513927459716797,1.0846245288848877
226, King William II of Sicily,King William II,0.0008695125579833984,1.8655600547790527
227, The Otranto Cathedral mosaic.,pavement of the Otranto Cathedral,0.0008404254913330078,2.124830961227417
228, Light Emitting Diode,light-emitting diode,0.000843048095703125,1.6007080078125
229," King Edward III of England was a key figure in the Hundred Years' War, and his reign is often associated with the rise of the English monarchy.","Edward III proclaimed ""that the town of Bristol with its suburbs and precincts shall henceforth be separate from the counties of Gloucester and Somerset",0.0008375644683837891,8.114448308944702
230, Cymbidium,"Apple orchards were once plentiful, and Somerset is still a major producer of cider",0.0008428096771240234,1.3415281772613525
231," ""Usui civium, decori urbium""",Usui civium decori urbium,0.0008459091186523438,3.165639638900757
232, 1169,1169,0.0008435249328613281,1.100100040435791
233, The purpose of contacts in the lamp socket is to allow the electric current to pass through the base to the filament.,allow the electric current to pass through the base to the filament,0.0008425712585449219,6.29137659072876
234, Bayonet base,bayonet base,0.0008420944213867188,1.0982656478881836
235, Blue,blue,0.0008335113525390625,0.5600535869598389
236," 44,000","44,000",0.0008356571197509766,1.3415937423706055
237, The Theotokos (Mary),the Theotokos,0.0008542537689208984,2.386348009109497
238, basket willow.,The Somerset Levels is now the only area in the UK where basket willow is grown commercially.,0.0008466243743896484,1.3452212810516357
239, 1882,17 January 1882,0.0008432865142822266,1.082448959350586
240, Electrical energy.,electric current,0.0008654594421386719,1.0821170806884766
241," Incandescent lights have superior color rendering because the continuous blackbody spectrum emitted from an incandescent light-bulb filament yields near-perfect color rendition, with a color rendering index of 100.",the continuous blackbody spectrum emitted from an incandescent light-bulb filament,0.0008475780487060547,10.984992504119873
242," Punjab is the second largest province in Pakistan, covering an area of 205,344 square kilometers.",second largest,0.0008368492126464844,5.507890701293945
243, 5th century,the 5th,0.0008420944213867188,1.344977855682373
244, Agave,agave,0.0008444786071777344,0.8204269409179688
245, A public demonstration of the benefactors' humility and an acknowledgement of God's omniscience.,prayer,0.0008642673492431641,5.251288414001465
246," Arta, Greece",Arta,0.0008335113525390625,1.3426513671875
247, Table beer.,table beer,0.0008540153503417969,1.081315517425537
248, 1589,1589,0.0008361339569091797,1.0825321674346924
249," Punjab manufactures textiles, sports goods, heavy machinery, electrical appliances, surgical instruments, vehicles, auto parts, metals, sugar mill plants, aircraft, cement, agricultural machinery, bicycles, and rickshaws.",bicycles and rickshaws,0.0008387565612792969,11.243770837783813
250, The rate at which a tungsten filament evaporates is determined by its temperature.,"hotter, more-efficient filaments evaporate faster",0.0008480548858642578,4.4678168296813965
251," Jean Metzinger, Albert Gleizes, Robert Delaunay, Henri Le Fauconnier, and Juan Gris.","Jean Metzinger, Albert Gleizes, Robert Delaunay and Henri Le Fauconnier",0.0008356571197509766,7.3395068645477295
252, Sorghum,sorghum or millet,0.0008397102355957031,1.083949327468872
253, Fellowships.,fellowships,0.0008363723754882812,1.0816776752471924
254, $294.5 billion,$294.5 billion,0.0008420944213867188,1.6025371551513672
255, Barley malt.,water,0.0008463859558105469,1.3406462669372559
256, The scandal of the 1912 Salon d'Automne.,public anger,0.0008497238159179688,3.688493013381958
257, They were decorated with plain gold mosaics with only one great cross in the apse.,They were all destroyed later,0.0008351802825927734,5.253129720687866
258, 2.9%,the unemployment rate is lower than the regional and national average.,0.0008399486541748047,1.6015524864196777
259, 270 lm/W.,270 lm/W,0.0008420944213867188,1.6024820804595947
260, The art of the Fabbrica was usually used for creating mosaics.,papal gifts,0.0008375644683837891,4.467336654663086
261, Paradise and resurrection.,paradise and resurrection,0.0008442401885986328,1.341780185699463
262, Fermentation.,fermentation,0.0008382797241210938,1.0835902690887451
263, Alexander Lodygin,Alexander Lodygin,0.0008394718170166016,1.3448858261108398
264, Greyhounds,greyhounds,0.0008318424224853516,1.0921170711517334
265, 1⁄8 of an inch or millimeters.,"1⁄8 of an inch, or in millimeters",0.0008318424224853516,3.426130533218384
266," The Holy Grail, King Arthur, and Camelot.","mythical associations, including legends of a visit by the young Jesus of Nazareth and Joseph of Arimathea, with links to the Holy Grail, King Arthur",0.0008366107940673828,3.4255635738372803
267, 1839,summer of 1839,0.0008423328399658203,1.0801985263824463
268," ""Rubikcubism""",Rubikcubism,0.0008385181427001953,2.1243035793304443
269, The Early Middle Ages.,the Early Middle Ages,0.0008401870727539062,1.6030597686767578
270, Murano.,Murano,0.0008451938629150391,1.0827410221099854
271, Venice.,Venice,0.0008404254913330078,0.8251864910125732
272, That mosaic art was widespread in Southern Italy during the 11th–13th centuries.,mosaic art was widespread,0.0008525848388671875,4.988778591156006
273, Chemical inertness and high atomic or molecular weight.,chemical inertness and high atomic or molecular weight,0.0008492469787597656,2.9060592651367188
274, 110,110,0.0008533000946044922,0.8202455043792725
275, 1914,1914,0.0008389949798583984,1.0810420513153076
276," Cubism revolutionized the way things could be seen in art by representing multiple viewpoints and perspectives simultaneously, breaking with traditional techniques of perspective and representation.","all the surfaces of depicted objects in a single picture plane, as if the objects had all their faces visible at the same time.",0.0008418560028076172,7.858384370803833
277, Over four million items.,over four million,0.0008511543273925781,1.602370262145996
278, 30 ft,30 ft,0.0008351802825927734,1.0806772708892822
279," It is recommended to pour bottle conditioned beers slowly, leaving the yeast sediment at the bottom of the bottle.",slowly,0.0008394718170166016,5.769037961959839
280, 180,180,0.0008473396301269531,0.8233773708343506
281, Paris,Paris,0.0008413791656494141,0.5640683174133301
282, The radiant luminous efficacy (LER) is the ratio of the visible light flux emitted to the total power radiated over all wavelengths.,the ratio of the visible light flux emitted (the luminous flux) to the total power radiated over all wavelengths,0.0008375644683837891,7.331116437911987
283, A hand pump.,a hand pump,0.0008428096771240234,1.34307861328125
284," The images at the synagogue in Khirbet Susiya suggest that the community was conservative and traditional, as they depict traditional Jewish symbols and motifs, but do not include images of humans or animals, indicating a strict adherence to the ban on figurative depiction.",rather conservative,0.0008418560028076172,13.604831457138062
285, Lisbon,Lisbon,0.0008451938629150391,0.5597519874572754
