idx,generated_response,ground_truth,reset_cache_time,generate_time
82, One,one,0.00048232078552246094,0.4192516803741455
83, The exercise of authority and direction by a properly designated commander over assigned and attached forces in the accomplishment of the mission.,exercise of authority and direction by a properly designated commander over assigned and attached forces,0.00048732757568359375,4.68875527381897
84, The Secretary of the Air Force reports to the Secretary of Defense.,Secretary of Defense,0.0004985332489013672,2.7471864223480225
85," The Air Force uses Planning and Directing to enable the synchronization and integration of collection, processing, exploitation, analysis, and dissemination activities/resources to meet information requirements of national and military decision makers.",development of appropriate intelligence architecture,0.0004982948303222656,7.598838806152344
86, 1644,June 6,0.0004963874816894531,0.8024470806121826
87, Cargo and transport aircraft.,Cargo and transport,0.0005106925964355469,1.196882724761963
88, Equatorial Brazil.,equatorial Brazil,0.0004863739013671875,0.9990396499633789
89," Saint Helena, Ascension and Tristan da Cunha.",the British overseas territory of Saint Helena,0.000492095947265625,2.553316831588745
90, 13 million km2,13 million km2,0.0005085468292236328,1.1924266815185547
91, Clock rules.,policy,0.0004911422729492188,0.8057272434234619
92, 1754,Qianlong's reign,0.00048613548278808594,0.8069713115692139
93," 330,000","330,000",0.000499725341796875,1.0009610652923584
94, Due to budget constraints.,budget constraints,0.0005002021789550781,1.194101095199585
95, Winter.,winter,0.00048542022705078125,0.6130504608154297
96, The Energy Policy Act of 2005.,the Energy Policy Act of 2005,0.0004899501800537109,1.9738624095916748
97, 1720,mid-18th century,0.0004863739013671875,0.804903507232666
98, Dulimbai Gurun,China,0.0004971027374267578,1.1978521347045898
99, Microsoft Windows calculates DST by consulting a table of rule sets.,specifying the name of a location,0.00048613548278808594,2.5549731254577637
100, 1932,1932,0.0004820823669433594,0.8040049076080322
101, Autumn.,autumn,0.0004928112030029297,0.612825870513916
102, Dmitri Medvedev,Dmitri Medvedev,0.0004787445068359375,1.1971380710601807
103, Nurhaci,Nurhaci,0.0004904270172119141,0.804516077041626
104, time zone differences.,time zone differences,0.0005033016204833984,1.0040194988250732
105, Personnel Recovery,Personnel Recovery,0.0005090236663818359,0.6125950813293457
106, Taiwan.,Taiwan,0.0004892349243164062,0.612795352935791
107, Nanjing,Nanjing,0.00048470497131347656,0.611767053604126
108, 1959,1959,0.0005106925964355469,0.8053617477416992
109, Robert Garland,Robert Garland,0.0004820823669433594,0.6112968921661377
110, Puyi,Puyi,0.0004954338073730469,0.8045060634613037
111," ""Tartarized Chinese"" or ""Tartarified Chinese"".","""Tartarized Chinese"" or ""Tartarified Chinese""",0.0004870891571044922,3.1335580348968506
112, Easter,Easter,0.0004801750183105469,0.41707515716552734
113, The British East India Company and the Dutch East India Company.,British East India Company and the Dutch East India Company,0.0004830360412597656,2.552701950073242
114, 1 year,one year of training with a preliminary school,0.00048828125,0.8089919090270996
115, United States Air Force,U.S. Army Air Forces,0.00049591064453125,0.9986345767974854
116, The Qing thought that Han Chinese were superior at battling other Han people.,other Han people,0.0004932880401611328,2.9429759979248047
117, Righteous and Harmonious Fists.,Righteous and Harmonious Fists,0.0004973411560058594,1.7741572856903076
118," Retailers, sporting goods makers, and outdoor sports enthusiasts.",sporting goods,0.000492095947265625,2.5571062564849854
119, The Treaty of Nanjing.,"Treaty of Nanjing,",0.0004932880401611328,1.3894586563110352
120," ""Summer""",summer,0.0004925727844238281,0.8084924221038818
121, 1938,1938,0.0005142688751220703,0.8056952953338623
122, NTFS,NTFS,0.00048661231994628906,0.6103875637054443
123, Precision strikes.,precision strikes,0.0004940032958984375,0.8080775737762451
124, 2006,2006,0.00048089027404785156,0.8140735626220703
125, All years.,all years,0.0004825592041015625,0.8025524616241455
126, Promotion from major to lieutenant colonel.,Promotion to major through major general,0.00048613548278808594,1.7706151008605957
127, India,India,0.0004923343658447266,0.41493821144104004
128, Winter.,winter,0.00048732757568359375,0.6133618354797363
129, Maritime trade.,maritime trade,0.0005025863647460938,0.8025212287902832
130, The Qing got territory and trading rights from the Treaty of Kyakhta.,Mongolia,0.0005018711090087891,3.1235337257385254
131, Li Hongzhang,Kang Youwei,0.000492095947265625,0.9942235946655273
132, 24,twenty-four,0.0004885196685791016,0.6083126068115234
133, Rail and communication networks.,rail,0.0004799365997314453,1.1894922256469727
134," Commissioned Officer Training (COT) for officers of all three components who are direct-commissioned to non-line positions due to their credentials in medicine, law, religion, biological sciences, or healthcare administration.",Commissioned Officer Training,0.0004992485046386719,8.341779708862305
135, 1947,1947,0.0004963874816894531,0.8013474941253662
136, The Chief of Staff of the Air Force serves as a member of the Joint Chiefs of Staff.,Chief of Staff of the Air Force,0.0004892349243164062,3.8951988220214844
137, Before dawn.,before dawn,0.0004839897155761719,0.8045620918273926
138," October 30, 1644.",October 30,0.0004830360412597656,1.7706785202026367
139," The Qing government was made up of Manchu, Han Chinese, and Mongol ethnicities.",Manchu noblemen and Han officials,0.00048351287841796875,3.8945159912109375
140," Tea, silk, and manufactures.","tea, silk and manufactures",0.00048804283142089844,1.572404384613037
141," Space superiority is the degree of dominance in space of one force over another that permits the conduct of operations by the former and its related land, sea, air, space, and special operations forces at a given time and place without prohibitive interference by the opposing force.","localized in time and space, or it may be broad and enduring",0.0004899501800537109,10.462312936782837
142, Nurhaci,Jurchen,0.0004918575286865234,0.7996821403503418
143, A weekend.,weekend,0.00048041343688964844,0.8033702373504639
144, Judge Advocate General,judge advocate general,0.000507354736328125,0.8027346134185791
145," The emperor initiated the Hundred Days' Reform of 1898, which included reorganizing the bureaucracy, restructuring the school system, and appointing new officials.",Hundred Days' Reform of 1898,0.0004994869232177734,6.408480167388916
146, F-16 Fighting Falcon,F-16,0.0004937648773193359,1.1902062892913818
147," ""ora legale""",ora legale,0.0004887580871582031,1.191110372543335
148, The B-21 Raider.,B-21,0.0004830360412597656,1.383920669555664
149," ""Daicing""","Mongolian word that means ""warrior""",0.0004856586456298828,0.9966950416564941
150, 1918,1918,0.0004894733428955078,0.8027503490447998
151, Parisians,Parisians,0.00048804283142089844,0.6105470657348633
152, 267,267,0.00048732757568359375,0.6073997020721436
153, 53,53,0.0004897117614746094,0.6100690364837646
154, Jianzhou,Jianzhou,0.0004940032958984375,0.6087057590484619
155, Maritime naval weakness.,naval weakness,0.0004868507385253906,0.9976325035095215
156, Juye Incident,Juye Incident,0.0004868507385253906,0.8020682334899902
157, The US Air Force coordinates with the Department of Energy (DOE) for nuclear security.,Departments of Defense or Energy,0.0004918575286865234,3.703686237335205
158, Qi Jiguang,Qi Jiguang,0.0005006790161132812,0.9967923164367676
159, Idaho.,Idaho,0.0004940032958984375,0.6093752384185791
160, The Beiyang Fleet.,Beiyang Fleet,0.0004971027374267578,1.3811824321746826
161, The Convention of Beijing.,Convention of Beijing,0.0004975795745849609,1.1863420009613037
162, Bombers.,bomber,0.0004811286926269531,0.8048396110534668
163, DS4SEQ,Daylight Saving for South East Queensland,0.0004932880401611328,0.8061740398406982
164," 36,304 volumes.","36,304 volumes",0.0004830360412597656,1.3827743530273438
165, 1 hour,one hour,0.0005030632019042969,0.812568187713623
166, Air Force-controlled infrastructure and its interconnected analog and digital portion of the battle space.,C2 networks/communications links and nuclear C2 networks,0.0004825592041015625,3.3175361156463623
167," Shang Kexi's son, Shang Zhixin.",his son,0.00048732757568359375,2.7369911670684814
168, Wu's army was crushed by the Green Standard Army.,crushed by the Green Standard Army,0.0004899501800537109,2.347144365310669
169," In 1860, the British and French invaded Beijing after the Anglo-French forces marched on the city, and the emperor and his court fled the capital for the imperial hunting lodge at Rehe.",1860,0.0004913806915283203,7.950414180755615
170, Iran.,Iran,0.0004811286926269531,0.608565092086792
171, Rescue boot disk,a rescue boot disk,0.00047898292541503906,0.8134689331054688
172, The 2005 Israeli Daylight Saving Law.,The 2005 Israeli Daylight Saving Law,0.00048470497131347656,2.158442974090576
173, 1895,1683,0.0004813671112060547,0.7999277114868164
174," Building Partnerships is about interacting with others and is an inherently inter-personal and cross-cultural undertaking, aiming to develop, guide, and sustain relationships for mutual benefit and security.","develop, guide, and sustain relationships for mutual benefit and security",0.0005185604095458984,6.986865282058716
175," ""Solar time""",solar time,0.0004951953887939453,0.9989166259765625
176, 1673-1674,1673-1674,0.0005135536193847656,1.3805689811706543
177," The US Navy's responsibilities include defending the United States and its interests, maintaining maritime superiority, and conducting a range of military operations, including sea control, power projection, and humanitarian assistance.",sea-based operations from aircraft carriers and amphibious aircraft,0.00048470497131347656,7.372504711151123
178," She issued an imperial edict calling for reform proposals from the governors-general and governors and initiated the era of the dynasty's ""New Policies"", also known as the ""Late Qing Reform"".",issued an imperial edict,0.0004951953887939453,7.371816873550415
179, 1894,1894,0.0004906654357910156,0.8024008274078369
180, Which direction to shift clocks.,which direction to shift clocks,0.0004913806915283203,1.3856327533721924
181, Yuan Shikai,General Yuan Shikai,0.0005152225494384766,0.9950783252716064
182, China proper,China proper,0.0004832744598388672,0.6088793277740479
183, World War I,war,0.00048828125,0.804781436920166
184, The Air Force Officer Training School (OTS),Air Force Officer Training School,0.000492095947265625,1.963566780090332
185," There are three military departments in the Department of Defense: the Department of the Army, the Department of the Navy, and the Department of the Air Force.",three,0.0004899501800537109,6.211030006408691
186, 1816,1816,0.0004940032958984375,0.8015427589416504
187, 1637,1637,0.0004916191101074219,0.8032703399658203
188, Complexity.,complexity,0.0004849433898925781,0.6088836193084717
189, 1506,1506,0.00048351287841796875,0.8016836643218994
190, The Kangxi Emperor's rule kicked off in 1661.,High Qing,0.0005431175231933594,2.7354090213775635
191, The Anglo-Chinese Convention of 1906.,1906 Anglo-Chinese Convention,0.0004899501800537109,2.1593894958496094
192, 9,nine,0.0004863739013671875,0.608447790145874
193, Shandong Province,Shandong Province,0.0004878044128417969,0.99383544921875
194, Residential lighting and heating.,lighting and heating,0.0004837512969970703,1.191438913345337
195, electricity.,energy,0.00048828125,0.6130571365356445
196, The Senate.,Senate,0.0004851818084716797,0.8054506778717041
197, 2 years,virtually guaranteed after two years,0.0005054473876953125,0.8064596652984619
198, The United States Air Force.,Air Force,0.0004820823669433594,1.3840835094451904
199, Wu Sangui,Wu Sangui,0.0004944801330566406,0.8020484447479248
200," The Missile Badge (or ""pocket rocket"")",Shields of USAF Fire Protection,0.000484466552734375,2.158263683319092
201," The US Air Force has many traditions, including ""Friday Name Tags"" in flying units, an annual ""Mustache Month"", and the use of ""challenge coins"".","""Friday Name Tags"" in flying units",0.0004930496215820312,6.5969061851501465
202, 1963,1963,0.0005059242248535156,0.802311897277832
203, The United States.,United States,0.0004982948303222656,0.9958643913269043
204, Air and Space Expeditionary Task Force (AETF),forces,0.0005083084106445312,2.3495240211486816
205, Agrarian societies.,agrarian,0.00048732757568359375,0.9984714984893799
206, 1673-1674,1623,0.0004811286926269531,1.3806054592132568
207, daylight saving time,daylight saving time,0.0004887580871582031,0.8027114868164062
208," 500,000 hectares in Manchuria and tens of thousands of hectares in Inner Mongolia.","500,000 hectares",0.00048828125,3.8943891525268555
209," The US employs the global reach capability of airlift to deliver forces and materiel to crisis locations worldwide, providing a rapid and flexible response to various situations and time frames.",delivering forces to crisis locations,0.0004961490631103516,6.792808771133423
210," The opening of the Suez Canal in 1869, which made the islands no longer needed as a stopping port or for shelter for journeys from Europe to East Asia.",the opening of the Suez Canal,0.0004818439483642578,6.792782783508301
211, 1916,1916,0.0004961490631103516,0.8016552925109863
212, Viceroy or Governor-General,governor,0.0005028247833251953,1.3815410137176514
213, 1895,1895,0.0004954338073730469,0.800997257232666
214, Studies have shown that DST generally increases gas consumption from cars.,increases,0.0004928112030029297,2.5447661876678467
215, Xinjiang,Xinjiang,0.00048828125,0.6089696884155273
216, The KC-46A Pegasus.,KC-46A Pegasus,0.0005035400390625,1.771421194076538
217, The New Army.,the New Army,0.0004975795745849609,0.994619607925415
218, Manchu and Han Chinese.,Manchu and a Han Chinese,0.00047969818115234375,1.3817672729492188
219, Planning and Directing.,agile combat support operations,0.0004982948303222656,1.1968462467193604
220, The operational environment that Space Control depends on is the space environment and the operational environment upon which space operations depend.,space situational awareness,0.0004830360412597656,4.4833643436431885
221," The likely heirs to the throne were the four senior cabinet ministers appointed by the Shunzhi Emperor on his deathbed, including Sonin, Ebilun, Suksaha, and Oboi.",Hong Taiji's oldest son Hooge and Hong Taiji' half brother Dorgon,0.0005216598510742188,8.335828304290771
222, Fujian.,Fujian,0.0004928112030029297,0.8036718368530273
223, 1904,early 20th century,0.0005006790161132812,0.8003637790679932
224, Heavy fuel oil.,heavy fuel oil,0.0004892349243164062,0.9962782859802246
225," The Great Divergence refers to the economic divergence between the Western world and China, where the Western world overtook China economically, despite China's earlier lead in economic development.",Western world overtook China economically,0.0004918575286865234,6.984647750854492
226," ""Spring forward, fall back""","spring forward, fall back",0.00048613548278808594,1.5757853984832764
227, 1918,1918,0.0004832744598388672,0.8032007217407227
228," The purpose of electronic warfare is to deny the opponent an advantage in the electromagnetic spectrum and ensure friendly, unimpeded access to the EM spectrum portion of the information environment.",deny the opponent an advantage in the EMS,0.0004904270172119141,6.790676593780518
229, Time zone.,time zone,0.0004851818084716797,0.8115322589874268
230, Traffic accidents.,decreased economic efficiency,0.0004994869232177734,0.8026275634765625
231, The Great Wall.,north of the Great Wall,0.0005173683166503906,0.9990251064300537
232," The EC-130H is used by the US Air Force for electronic warfare, specifically for jamming enemy communications and radar systems.",Electronic Warfare/Jamming,0.0004885196685791016,5.260540246963501
233, 2,two,0.0004839897155761719,0.6099815368652344
234, 3.5%,3.5%,0.00048065185546875,1.1922287940979004
235," Each wing, group, or squadron usually has its own slogan(s) and information can usually be found on the wing, group, or squadron websites.","wing, group, or squadron websites",0.0004813671112060547,6.021481275558472
236, William Willett,William Willett,0.0005042552947998047,0.8064785003662109
237, 12 core functions.,twelve,0.0004813671112060547,1.1914522647857666
238," Canton, Amoy, Fuchow, Ningpo, and Shanghai.","Canton, Amoy, Fuchow, Ningpo and Shanghai",0.0004878044128417969,3.1212356090545654
239," Major General Charles J. Dunlap, Jr.","Major General Charles J. Dunlap, Jr.",0.0004992485046386719,2.1567165851593018
240, Magnify.,magnify,0.0005095005035400391,0.8039581775665283
241," Jade, ginseng, salt, furs, and textiles.","jade, ginseng, salt, furs",0.00048828125,2.9281065464019775
242, 1784,1784,0.0005145072937011719,0.8054354190826416
243, The Jiangnan region.,Jiangnan region,0.0004837512969970703,1.1865601539611816
244, The Lifan Yuan.,Lifan Yuan,0.0005004405975341797,1.1894316673278809
245, 300 million.,300 million,0.0004918575286865234,0.9974532127380371
246, 2,two,0.0004937648773193359,0.6086940765380859
247, The British government.,the British government,0.0004980564117431641,0.9960973262786865
248," The Lifan Yuan, a central government institution, governed the areas of Tibet and Mongolia.",Lifan Yuan,0.0004901885986328125,3.7006866931915283
249, The Taiping Rebellion in the mid-19th century marked the first major instance of anti-Manchu sentiment threatening the stability of the dynasty.,The Taiping Rebellion,0.0004837512969970703,5.6813859939575195
250," Li Zicheng was a former minor Ming official who led a coalition of rebel forces that sacked the Ming capital Beijing in 1644, marking the official end of the Ming dynasty.",former minor Ming official,0.00048828125,7.428462028503418
251, 98,98,0.0004892349243164062,0.6126115322113037
252," Shang Kexi, Geng Zhongming, and Kong Youde.","Shang Kexi, Geng Zhongming, and Kong Youde",0.00047898292541503906,3.540010929107666
253, Manchus.,Manchus,0.00048804283142089844,1.002462387084961
254, 1894-1895,1895,0.0004911422729492188,1.3920574188232422
255, Ramadan,Ramadan,0.0004832744598388672,0.421384334564209
256, Yuan Shikai,Yuan,0.00048065185546875,0.9997291564941406
257, Nuclear surety.,Nuclear surety,0.0004894733428955078,1.0019476413726807
258, Indochina,Indochina,0.00048279762268066406,0.8075931072235107
259, The British and French troops.,Qing government,0.0005011558532714844,1.3923308849334717
260, Flight hours for crew training.,flight hours for crew training,0.0005202293395996094,1.3981430530548096
261, Robert Gates was the Secretary of Defense of the United States.,Secretary of Defense,0.0004963874816894531,2.5602102279663086
262, Ramadan.,the evening dinner,0.0005154609680175781,0.6136913299560547
263, The Green Standard Army.,Yongying corps,0.0004870891571044922,1.197094440460205
264, New York,New York,0.0005381107330322266,0.6228954792022705
265, heaters,heating,0.0004820823669433594,0.426729679107666
266, When DST rules change.,when DST rules change,0.0004894733428955078,1.1969249248504639
267, Industrialized societies.,Industrialized,0.0004963874816894531,0.9999454021453857
268, At least two.,two,0.0004935264587402344,1.0052704811096191
269, The Ming dynasty men typically wore their hair in the form of a top-knot.,top-knot,0.0004975795745849609,3.509458541870117
270, The USAF Fitness Test (AFFT),Fit to Fight program,0.0004894733428955078,1.9654319286346436
271, Texas,Texas,0.0004832744598388672,0.4158463478088379
272, Higher,higher,0.0004923343658447266,0.4151744842529297
273, Chinese generals and officials such as Zuo Zongtang led the suppression of rebellions and stood behind the Manchus.,Zuo Zongtang,0.00048542022705078125,5.245222091674805
274, The early 2000s.,early 2000s,0.0004940032958984375,1.5774312019348145
275, The original plan for the Xiang Army was to eradicate the Taiping rebels.,eradicate the Taiping rebels,0.00048661231994628906,3.3152964115142822
276, Xi'an,Rehe,0.0004839897155761719,0.6071591377258301
277, 75 points.,75 points,0.000484466552734375,0.9963350296020508
278, Benjamin Franklin,Franklin,0.00048613548278808594,0.6242101192474365
279, morning,morning,0.0004851818084716797,0.4189324378967285
280, 1,one,0.00047898292541503906,0.6127440929412842
281, Change their clocks.,change their clocks,0.0005018711090087891,0.996375560760498
282, Roman sundials.,water clocks,0.0004999637603759766,0.9944744110107422
283, The first Saturday in September and the first Saturday in March.,Saturday,0.00049591064453125,2.5426928997039795
284," The three Han Bannermen positions were called the ""Iron cap princes"".",viceroys,0.0004916191101074219,3.1219961643218994
285, The USAF attempted to make these adjustments by primarily cutting the Air National Guard and Air Force Reserve aircraft fleets and their associated manpower.,cutting the Air National Guard and Air Force Reserve aircraft fleets,0.0005054473876953125,5.250035762786865
286, UTC (Coordinated Universal Time),local time,0.0004889965057373047,1.5758495330810547
287, zomertijd,zomertijd,0.00048065185546875,0.9952733516693115
288, Corporate information technologists.,corporate information technologists,0.0004887580871582031,1.191528081893921
289, 1856–1860,(1856–60),0.0005104541778564453,1.3807892799377441
290, 1961,1961,0.0004994869232177734,0.8016529083251953
291, Kazakhstan,Kazakhstan,0.00048828125,0.42005324363708496
292, 1858,1858,0.0005080699920654297,0.8032276630401611
293, Friendly airspace.,friendly,0.0004899501800537109,0.8032951354980469
294, 2,twice,0.0005021095275878906,0.6246790885925293
295, Urban workers are more likely to support DST.,urban workers,0.0004906654357910156,1.964651107788086
296," ""Aim high"" followed with the response, ""Fly-Fight-Win""","""Aim high"" followed with the response, ""Fly-Fight-Win""",0.0004897117614746094,3.510148763656616
297, Title 10 of the United States Code.,Title 10,0.0004906654357910156,1.9651703834533691
298, A demonstration of resolve and compassion.,resolve and compassion,0.0004894733428955078,1.576355218887329
299, Women.,women,0.00048542022705078125,0.6089468002319336
300, 2008,2008,0.0004923343658447266,0.8022692203521729
301, The Republic of China.,Republic of China,0.0004911422729492188,1.189389705657959
302, France,Ireland,0.0004982948303222656,0.4246096611022949
303, An anti-Manchu writer.,anti-Manchu writer,0.0004963874816894531,1.3802490234375
304, 1854,1854,0.0004885196685791016,0.8021500110626221
305, Good people (liangmin) and mean people (jianmin).,"the good ""commoner"" people, the other ""mean"" people",0.00048065185546875,2.9286375045776367
306, ordinary system maintenance.,system maintenance,0.00048470497131347656,1.0061826705932617
307, 5,five,0.00048732757568359375,0.6076977252960205
308, Six Chapters of a Floating Life,Six Chapters of a Floating Life,0.00048351287841796875,1.3818273544311523
309, The Kangxi Emperor's Sacred Edict of 1670 effectively extolled Confucian family values.,western military technology,0.0004911422729492188,4.475873947143555
310, 16 year mark for promotion to full colonel.,16 year mark,0.00048279762268066406,2.35006046295166
311, The Qianlong Emperor.,Qianlong,0.0004944801330566406,1.3821146488189697
312, Zeng Guofan was a Chinese official who organized regional and village militias into an emergency army called the Xiang Army to fight against the Taiping Rebellion.,Xiang Army,0.0004887580871582031,6.407149076461792
313, Hong Xiuquan,Hong,0.00048470497131347656,0.9940881729125977
314, Permanent daylight saving time.,permanent daylight saving time,0.0004892349243164062,1.1886532306671143
315, The imbalance of trade and the drain of silver.,imbalance of trade and the drain of silver,0.0004899501800537109,2.156027317047119
316, B-52H,B-52H,0.0004897117614746094,0.997065544128418
317, 20-30 million people died during the Taiping Rebellion and the Dungan Revolt.,20 million people,0.0004897117614746094,3.897578239440918
318, Empress Dowager Ci'an,Cixi,0.00048470497131347656,1.383291244506836
319," The Department of the Air Force is managed by the civilian Secretary of the Air Force, under the authority, direction, and control of the Secretary of Defense.",Secretary of the Air Force,0.00048089027404785156,6.214602947235107
