idx,generated_response,ground_truth,reset_cache_time,generate_time
27, They are vacuum-powered to protect against loss of all electrical systems in case of an emergency.,"protection against loss of all (electrically powered) instruments,",0.0004937648773193359,3.354419708251953
28, Red and blue light.,red and blue,0.0004918575286865234,1.0713849067687988
29, Quantum mechanics,Cartesian mechanical philosophy,0.0005042552947998047,0.5514168739318848
30, Vermilion.,vermilion,0.0004951953887939453,0.7230770587921143
31, The Atlanta Braves.,the Atlanta Braves,0.0005085468292236328,0.8967070579528809
32, It would change color when exposed to light.,change color,0.0004899501800537109,1.7657110691070557
33, A red cross.,one big red cross,0.0004909038543701172,0.8961482048034668
34," The McLeod gauge is special because it can measure vacuums as high as 10−6 torr (0.1 mPa), which is the lowest direct measurement of pressure that is possible with current technology.",can measure vacuums as high as 10−6 torr,0.00048661231994628906,7.8934149742126465
35, The Twilight Zone Tower of Terror,"The ""stretching room""",0.0004987716674804688,1.2502477169036865
36," In elevators built in pairs, the cars move synchronously in opposite directions, with one car serving as the counterweight for the other.","their cars always move synchronously in opposite directions,",0.0004897117614746094,5.08795690536499
37, A person or animal will lose consciousness within minutes when exposed to a vacuum.,after a few seconds,0.0004963874816894531,2.812258720397949
38," Color was the central element of the painting, chosen to evoke emotions.",the central element,0.00048613548278808594,2.6361641883850098
39, They see the walls of the shaft by looking up.,People in the remaining elevators may see an indicator light or hear a voice announcement informing them that the elevator will return to the lobby shortly,0.0004878044128417969,2.1126344203948975
40, Momentum transfer pump,Momentum transfer pumps,0.00048661231994628906,0.7226574420928955
41, They ensure that the material moves forward.,ensure that the material moves forward,0.0004870891571044922,1.591604471206665
42, Henry Pickering,Henry Pickering,0.0004971027374267578,0.7239861488342285
43, The concern was that the relative inaccuracy of the missile wouldn't be a problem with an H-bomb.,relative inaccuracy of the missile,0.0005013942718505859,4.078519582748413
44, He argued that the problem of measure is essentially group-theoretic in character.,In a series of famous papers,0.00048232078552246094,2.991331100463867
45, 2004,2004,0.0004887580871582031,0.7359471321105957
46," To provide expeditious service to passengers arriving at the building, most typically in the morning as people arrive for work or at the conclusion of a lunch-time period.",people arrive for work or at the conclusion of a lunch-time period,0.0005066394805908203,6.044738054275513
47," The elevators will initially come to a halt, then one by one, each car in the group will return to the lobby floor, open its doors, and shut down.","One by one, each car in the group will return to the lobby floor, open its doors and shut down",0.0004899501800537109,6.403784275054932
48," 16,777,216","16,777,216",0.0004942417144775391,1.2657802104949951
49, 13 kPa (100 Torr),"13 kPa (100 Torr),",0.0004923343658447266,1.7960805892944336
50, A smoke sensor or heat sensor in the building.,a corresponding smoke sensor or heat sensor in the building,0.0004923343658447266,1.973785161972046
51, 1523,1523,0.0004863739013671875,0.7299137115478516
52, It stops with its doors open.,will remain in code-blue service until switched off in the car,0.0004904270172119141,1.4337921142578125
53, Suction pump,suction pump,0.0004932880401611328,0.7361769676208496
54, 1962,1962,0.0004973411560058594,0.7359192371368408
55, 1740s,the 1740s,0.0004944801330566406,0.9146122932434082
56, Cable-borne elevators.,cable-borne elevators,0.0004904270172119141,1.2595598697662354
57, Werner von Siemens,Werner von Siemens,0.0004949569702148438,0.7302443981170654
58, CAN/CSA B44 Safety Standard.,CAN/CSA B44 Safety Standard,0.0004947185516357422,1.7891392707824707
59, City transportation.,city transportation,0.0004971027374267578,0.7346892356872559
60," No, he did not completely rule out hidden variable theories.",von Neumann did not claim that his proof completely ruled out hidden variable theories,0.0004849433898925781,2.30745005607605
61," Mathematician, Physicist, Inventor, Computer Scientist, and Economist.","pure and applied mathematician, physicist, inventor, computer scientist, and polymath",0.0004892349243164062,3.0107383728027344
62," A single panel door is referred to as a ""slab"" door.","""slab"" door",0.00048804283142089844,2.834932804107666
63, 1848,February 1848,0.0004954338073730469,0.7280545234680176
64, The red color in the Nepalese flag represents the national flower of Nepal.,the national flower,0.0004951953887939453,3.01424241065979
65, Red,red,0.0004971027374267578,0.3856539726257324
66, Scarlet,Scarlet,0.0004925727844238281,0.3812100887298584
67, Klaus Fuchs,Klaus Fuchs,0.0004889965057373047,0.7331559658050537
68, cylindrical,cylindrical,0.0005080699920654297,0.3796660900115967
69, Spain,Spain,0.00048232078552246094,0.3815464973449707
70," Vacuum is generally measured by its absolute pressure, typically in units such as pascals (Pa) or torr.",its absolute pressure,0.0005002021789550781,4.463762998580933
71, Red,Red,0.0004894733428955078,0.3901488780975342
72," Metal, Wood, and Water.","metal, wood, water",0.0005016326904296875,1.4688618183135986
73, By running current through it.,by running current through it,0.0004975795745849609,1.2861557006835938
74," A diaphragm or a piston is used as a ""brake"" for sudden surges in pressure above the cab.",a diaphragm or a piston,0.0004963874816894531,4.704326868057251
75, Washing.,during washing,0.0004940032958984375,0.5701751708984375
76, A golden cup.,golden,0.0004940032958984375,0.9204304218292236
77, The implosive lens project was greatly expanded.,implosive lens project was greatly expanded,0.0004899501800537109,1.9891486167907715
78, If there is danger to the drivers.,if there is danger to the drivers,0.0004925727844238281,1.6277005672454834
79, A cake.,a cake,0.0004875659942626953,0.7380208969116211
80, Dumbwaiters,Dumbwaiters,0.0004944801330566406,0.916327953338623
81, Yes.,"Neumann actually enjoyed thinking, maybe even to the exclusion of everything else.",0.0005064010620117188,0.5588071346282959
82, The Reign of Terror.,Bastille,0.0005078315734863281,1.08992600440979
83, Frank Sprague,Frank Sprague,0.0005097389221191406,0.735175609588623
84, To support human life.,"sustain life at pressures much lower than atmospheric,",0.00048661231994628906,1.0685925483703613
85, France,the French Army,0.0004887580871582031,0.37197160720825195
86, Work on operator theory.,operator theory,0.000484466552734375,1.0747017860412598
87," The optimal strategy is a strategy that minimizes the maximum loss for each player, as described by John von Neumann's minimax theorem.",minimize the maximum loss for each player,0.0004916191101074219,5.074090003967285
88, University of Berlin,University of Berlin,0.0005002021789550781,0.725081205368042
89," The probability vector q represents the ""intensity"" at which the production process would run.","q represents the ""intensity"" at which the production process would run",0.0004892349243164062,3.3356549739837646
90, Causes fatal rupture of the delicate alveoli.,rupture of the delicate alveoli,0.0004971027374267578,1.9432904720306396
91, Temples and imperial residences.,temples and imperial residences,0.0004878044128417969,1.2471497058868408
92, The world's largest manufacturer of vertical transport systems.,world's largest manufacturer of vertical transport systems,0.0004878044128417969,1.9420104026794434
93, A counterweight.,a counterweight,0.0005092620849609375,0.8987386226654053
94, 4000 BC,4000 BC,0.00048661231994628906,0.8959379196166992
95," ""Below atmospheric""","""Below atmospheric""",0.00048661231994628906,0.8984479904174805
96," Aristotle believed that no void could occur naturally, because the denser surrounding material continuum would immediately fill any incipient rarity that might give rise to a void.",nature abhorred a vacuum,0.0004935264587402344,5.676565408706665
97, It helps to prevent the elevator from free-falling and crashing.,the system knows every user call and can cancel the first call if the passenger decides to travel to another destination to prevent empty calls,0.0005004405975341797,2.4743380546569824
98, A Roman soldier who was a member of the guards of the Emperor Diocletian.,a Roman soldier,0.00049591064453125,3.355649471282959
99, Red lac,Red lac,0.0004944801330566406,0.5592145919799805
100," 20 m/s (4,000 ft/min)","20 m/s (4,000 ft/min)",0.0004923343658447266,2.1516926288604736
101, Morning and lunchtime periods.,most typically in the morning,0.00048422813415527344,1.2667410373687744
102, Kokkos,Kokkos,0.0004906654357910156,0.5583822727203369
103, A commissioner of the AEC.,General Advisory Committee of the United States Atomic Energy Commission,0.0004899501800537109,1.4433894157409668
104, A power failure.,spring force,0.0005106925964355469,0.9087128639221191
105," The root of the rubia, or madder plant.",rubia tinctorum plant,0.0004930496215820312,2.3153297901153564
106, The concept and design of the explosive lenses needed to compress the plutonium core of the Fat Man weapon.,"more powerful shaped charges and less fissionable material to greatly increase the speed of ""assembly""",0.000736236572265625,3.8993022441864014
107, Pheomelanin.,pheomelanin,0.0005118846893310547,1.2599375247955322
108," The EDVAC was the first general-purpose electronic computer, and its design, described in John von Neumann's paper, is the basis of modern computer architecture.","architecture is to this day the basis of modern computer design,",0.0004875659942626953,6.012701511383057
109," LiftEye's virtual window technology creates a 3D video panorama using live feed from cameras placed vertically along the facade, synchronized with the cab movement, and projects it on a wall-sized screen to create the illusion of a panoramic view.",It creates 3d video panorama using live feed from cameras placed vertically along the facade and synchronizes it with cab movement,0.0004856586456298828,8.478124141693115
110, Vacuum,black hole,0.0004963874816894531,0.3785717487335205
111, 7,seven heads,0.0005254745483398438,0.5532596111297607
112, Blue,red,0.000492095947265625,0.3756251335144043
113, The rate of growth equals the interest rate.,rate of growth equals the interest rate,0.0004932880401611328,1.7673697471618652
114, The Tyneside docks.,Tyneside docks,0.00049591064453125,1.2455573081970215
115, Exposure to red decreases performance in cognitive tasks.,decreases performance,0.0004856586456298828,1.769157886505127
116, 19th century,19th,0.0005047321319580078,0.8982949256896973
117, South,south,0.0005040168762207031,0.3751487731933594
118, Blood,Some oils and greases,0.0004918575286865234,0.3746645450592041
119, Margittai,Margittai Neumann János,0.0004832744598388672,0.7254738807678223
120, Partial pressure.,gaseous,0.0004863739013671875,0.7239487171173096
121, switches operated by pulling on adjacent ropes.,switches operated by pulling on adjacent ropes,0.00049591064453125,1.5951893329620361
122, 500 ft/min,500,0.0005197525024414062,0.9009647369384766
123, The direct integral.,study of rings of operators,0.0004863739013671875,0.8970000743865967
124," 1,010 meters per minute (61 km/h)","1,010 metres per minute (61 km/h) in 16 seconds",0.0005030632019042969,2.3008668422698975
125, A black hole.,The black hole,0.0005114078521728516,0.9154412746429443
126, The elevator will no longer respond to hall calls and will remain parked on a floor with its doors open until a floor is selected and the door close button is held until the elevator starts to travel.,it will no longer respond to hall calls,0.0005018711090087891,7.253530025482178
127," The mineral cinnabar, a common ore of mercury.",the mineral cinnabar,0.0004885196685791016,2.3809053897857666
128, 1928,1928,0.0004892349243164062,0.7507503032684326
129, The Saint George's Cross.,St. George's Cross,0.0004925727844238281,1.2932441234588623
130, Kurt Gödel,Kurt Gödel,0.0004994869232177734,0.7600734233856201
131, Marina,Marina,0.0004863739013671875,0.3864145278930664
132, General Advisory Committee,General Advisory Committee,0.0005173683166503906,0.7469356060028076
133, The cochineal insect from Central and South America.,the carminic acid in tiny female scale insects,0.0004820823669433594,2.181736946105957
134, Kermes.,Polish Cochineal,0.0004851818084716797,0.9246218204498291
135, Torr,barometric scale,0.0004947185516357422,0.5658953189849854
136, Gábor Szegő,Gábor Szegő,0.0004875659942626953,1.2847201824188232
137," The merge sort algorithm is a sorting algorithm that divides a list of elements into two halves, recursively sorts each half, and then merges the two sorted halves into a single sorted list.",the first and second halves of an array are each sorted recursively and then merged,0.0005135536193847656,6.669997930526733
138, Boston,Boston,0.0004971027374267578,0.3875555992126465
139," The elevator will wait for a period of time, then proceed to go into nudging mode to tell everyone it is leaving the floor.","The elevator will wait an amount of time, then proceed to go into nudging mode to tell everyone the elevator is leaving the floor",0.0004944801330566406,4.941368103027344
140, Courage.,courage,0.0004940032958984375,0.5538272857666016
141, J. Robert Oppenheimer and Edward Teller.,J. Robert Oppenheimer and Edward Teller,0.0005066394805908203,2.132723569869995
142, vacuum exposure itself,vacuum exposure,0.0004863739013671875,0.727668285369873
143, In the hoist-way.,in the hoist-way,0.0004904270172119141,1.2551307678222656
144, Game theory,continuous geometry.,0.0004858970642089844,0.5527434349060059
145, Exodus,the Book of Exodus,0.000484466552734375,0.3791365623474121
146, China,United States,0.0004947185516357422,0.3772268295288086
147," A safety system was designed to take effect if the cords broke, consisting of a beam pushed outwards by a steel spring.",a beam pushed outwards by a steel spring,0.00048804283142089844,4.586862087249756
148, On the shaft way.,on the shaft way,0.0004928112030029297,1.0797786712646484
149, Double deck elevators.,Double deck elevators,0.0004868507385253906,1.0810303688049316
150, The East Is Red is the Party anthem of the Communist Party of China.,the Party anthem,0.0004889965057373047,2.8645195960998535
151, Direction lanterns,direction lanterns,0.0004980564117431641,0.7510595321655273
152, Green and blue.,Green Blue,0.00048613548278808594,0.9291026592254639
153," Von Neumann made significant contributions to the field of computing, including the development of the merge sort algorithm, the concept of the stored-program computer, and the idea of the universal constructor.","Von Neumann architecture, linear programming, self-replicating machines, stochastic computing",0.0004904270172119141,6.884950876235962
154, Yes,"proving that the growth rate equals the interest rate were remarkable achievements, even for von Neumann",0.0004889965057373047,0.38919734954833984
155, 15th century,the Renaissance,0.0004887580871582031,0.9312994480133057
156, 39 days,39,0.0005009174346923828,0.7467570304870605
157, social protocols,social protocols,0.0005009174346923828,0.5699212551116943
158, 1949,1949,0.0005013942718505859,0.7299449443817139
159, Low Earth orbit.,low Earth orbit,0.0004949569702148438,0.8976600170135498
160, René Descartes,Descartes,0.0005097389221191406,1.0731513500213623
161, Helps passengers adapt smoothly to pressure changes.,help passengers adapt smoothly to pressure changes,0.0005025863647460938,1.594151496887207
162," In quantum mechanics, a pair of alternatives can be semantically determinate, while each of its members are necessarily indeterminate.",can be true even when both of the disjuncts are false,0.0005056858062744141,4.554156541824341
163, 1949,1949,0.0004951953887939453,0.7253549098968506
164, Radiation pressure from the Sun and the dynamic pressure of the solar winds.,radiation pressure from the Sun and the dynamic pressure of the solar winds,0.0004856586456298828,2.6179285049438477
165, Jokes.,a new collection of jokes,0.0004906654357910156,0.7248125076293945
166, Catholic,he was baptized a Catholic.,0.0005087852478027344,0.37511157989501953
167, Lattice theory.,lattice theory,0.0005164146423339844,0.898827075958252
168, Determinism versus non-determinism.,determinism versus non-determinism,0.0004942417144775391,1.5949468612670898
169," A safety device that detects if the elevator is descending faster than its maximum designed speed, causing copper or silicon nitride brake shoes to clamp down along the vertical rails in the shaft, stopping the elevator quickly.","when the system detects that it is running low on power, it will bring the running cars to the lobby or nearest floor, open the doors and shut down",0.0004870891571044922,7.344055652618408
170, Kitchens,They often connect kitchens to rooms on other floors,0.000499725341796875,0.5498473644256592
171, A special case of linear programming.,viewed as a special case of linear programming,0.0004906654357910156,1.4212305545806885
172, The living room.,living room writing-table,0.0004954338073730469,0.8972783088684082
173, Outer space.,outer space,0.00048542022705078125,0.7236645221710205
174," December 28, 1903","December 28, 1903",0.0005075931549072266,1.4191210269927979
175, a few hydrogen atoms per cubic meter.,a few hydrogen atoms per cubic meter,0.0004978179931640625,1.5947983264923096
176," A modern elevator consists of a cab (also called a ""cage"", ""carriage"" or ""car"") mounted on a platform within an enclosed space called a shaft or sometimes a ""hoistway"".",The elevator has no ceiling and its shaft is decorated to look like walls of a mansion,0.0004885196685791016,7.644563913345337
177, Instantaneously.,stunned other mathematicians,0.0004899501800537109,0.7451422214508057
178, Maple,maple,0.0004885196685791016,0.3793184757232666
179, The building owner.,the building owner,0.000499725341796875,0.9011662006378174
180, 1869,1869,0.0004975795745849609,0.723686695098877
181, Low-volume hours.,low-volume hours,0.0004947185516357422,0.897122859954834
182, The hall buttons are disabled.,the hall buttons are disabled,0.0004961490631103516,1.247471570968628
183, The Communist Party.,the Communist Party,0.0004925727844238281,0.8987429141998291
184," December 28, 1903","December 28, 1903",0.0005013942718505859,1.410149335861206
185, The method of inner models.,method of inner models,0.0005133152008056641,1.239213228225708
186, A red cross on a white field.,a red cross on a white field,0.0004951953887939453,1.5822038650512695
187, The Kármán line.,Kármán line,0.0005025863647460938,1.4132823944091797
188, The Vienna Convention on Road Signs and Signals of 1968.,Vienna Convention on Road Signs and Signals of 1968,0.0004949569702148438,2.515990972518921
189, i rossoneri,i rossoneri,0.0005025863647460938,1.0937480926513672
190, Gaetano Genovese,Gaetano Genovese,0.0005002021789550781,1.271449089050293
191, The axiom of foundation.,if one set belongs to another then the first must necessarily come before the second in the succession,0.0004992485046386719,1.094027042388916
192, 1 in 12 million.,eight millionths of one percent (1 in 12 million) of elevator rides,0.0004968643188476562,1.4509782791137695
193, Armed Forces Special Weapons Project,Armed Forces Special Weapons Project,0.00069427490234375,1.0855224132537842
194, His work on rings of operators.,axiomatization of set theory,0.0004971027374267578,1.4403536319732666
195, Vladimir Lenin,Vladimir Lenin,0.0004968643188476562,0.558720588684082
196, Aluminum and Palladium.,stainless steel or titanium,0.0005004405975341797,1.0900797843933105
197, A nonnegative least squares subproblem with a convexity constraint.,pivoting algorithm between simplices,0.0004911422729492188,2.5052363872528076
198," The elevator is enabled for service after the incident by resetting the system, usually by cycling the elevator main power switch.",The only way to return the elevator to normal service is to switch it to bypass after the alarms have reset,0.0004832744598388672,4.273400783538818
199, additive primary colors.,additive primary colors,0.0004942417144775391,0.9100100994110107
200, The Paris Commune.,the Paris Commune,0.0004947185516357422,1.092301368713379
201, A wall-sized screen.,on a wall-sized screens,0.0004999637603759766,1.0816843509674072
202, Rayleigh scattering.,Rayleigh,0.0004947185516357422,0.9080219268798828
203," He was the cleverest man I ever knew, without exception.","He was the cleverest man I ever knew, without exception. He was a genius.",0.0004878044128417969,2.484903573989868
204, The Royal Palace of Caserta.,Royal Palace of Caserta,0.0004885196685791016,1.432291030883789
205, 4th century,4th century,0.0004851818084716797,0.9076285362243652
206, The color red is often associated with the blood of Christ and Christian martyrs.,Christ's blood,0.0004966259002685547,3.0311899185180664
207, He proved the existence and uniqueness of an equilibrium using his generalization of the Brouwer fixed-point theorem in his model of an expanding economy.,game theory,0.0004987716674804688,5.414039373397827
208, Iron oxide.,minerals,0.0004978179931640625,0.7422864437103271
209," Red, blue, and white.",the colors of the Russian flag,0.0004975795745849609,1.4530320167541504
210, Summer,the summer growing season,0.00048542022705078125,0.38355183601379395
211, London,London,0.0004973411560058594,0.38544702529907227
212, Because it can cause decompression sickness and gas embolisms.,this will make the computer think multiple people are waiting and will allocate empty cars to serve this one person,0.0004956722259521484,2.5120596885681152
213, When the vacuum pressure falls below the material's vapour pressure.,vacuum pressure falls below this vapour pressure,0.0004942417144775391,2.487499475479126
214, Celebrate each execution.,celebrate,0.0004982948303222656,1.0832889080047607
215, 32,thirty-two papers,0.0004901885986328125,0.5536658763885498
216," The root of the rubia tinctorum, the madder plant.",rubia tinctorum,0.0005152225494384766,2.834087371826172
217, The French Army.,the French Army,0.0004916191101074219,0.925365686416626
218, Von Neumann's model of an expanding economy proved the existence and uniqueness of an equilibrium using his generalization of the Brouwer fixed-point theorem.,unique in having made significant contributions to economic theory itself.,0.0004935264587402344,5.578702688217163
219," October 20, 1789","October 20, 1789",0.0004951953887939453,1.4700608253479004
220, Madder.,madder,0.0004990100860595703,0.7337319850921631
221, Quantum logic,propositional calculus,0.0005011558532714844,0.554246187210083
222," Aristotle believed that no void could occur naturally, because the denser surrounding material continuum would immediately fill any incipient rarity that might give rise to a void.","no void could occur naturally,",0.00051116943359375,5.657760381698608
223, Water absorption.,water absorption,0.0004947185516357422,0.7336881160736084
224," 255, 00, 00","255, 00, 00",0.0004928112030029297,1.6120529174804688
225, Group theory.,algebraic concept of solvability of a group is relevant,0.0004968643188476562,0.732039213180542
226, 4th,4th,0.0005023479461669922,0.7321805953979492
227," The Kármán line, which is approximately 100 kilometers (62 miles) above the Earth's surface.",the Kármán line,0.00048232078552246094,4.251030921936035
228," To provide expeditious service to passengers arriving at the building, typically in the morning as people arrive for work or at the conclusion of a lunch-time period.","when they reach a pre-determined passenger load, or when they have had their doors opened for a certain period of time",0.000514984130859375,5.837001800537109
229, The color of the elevator.,"If somebody waiting for the elevator wants to go up, but a car comes first that indicates that it is going down",0.0004937648773193359,1.2603819370269775
230, Reduced travel time.,travel time is reduced as the elevator makes fewer stops for individual passengers,0.000492095947265625,0.9021847248077393
231, The Locomotives on Highways Act 1896.,the Locomotives on Highways Act 1896,0.0004966259002685547,2.487612009048462
232, The methods of argument he employed.,methods of argument he employed,0.0004899501800537109,1.4367868900299072
233, Elevators with more than 30 m (98 ft) of travel.,Elevators with more than 30 m (98 ft) of travel,0.0004930496215820312,2.8452415466308594
234, They share an elevator.,takes place on an elevator,0.0005049705505371094,1.0869097709655762
235, The Pirani gauge is sensitive to the chemical composition of the gases being measured.,chemical composition of the gases being measured,0.0004985332489013672,3.0519652366638184
236," The central theme of Gödel's announcement was that the usual axiomatic systems are incomplete, in the sense that they cannot prove every truth that is expressible in their language.",they cannot prove every truth which is expressible in their language,0.0004961490631103516,6.801713705062866
237, To be visible from a distance in a crowd.,to be visible from a distance in a crowd,0.0004961490631103516,2.049863338470459
238, Phosphate.,phosphate,0.0004925727844238281,0.7646424770355225
239, Spiral screws are used in material transport elevators to elevate grain for storage in large vertical silos.,to elevate grain for storage in large vertical silos,0.0004911422729492188,3.8883657455444336
240, 1941,1941,0.0004985332489013672,0.763669490814209
241, The elevator to move faster.,the faster the elevator would move,0.00048804283142089844,1.3154058456420898
242, 660 nm,a 660 nm laser,0.00049591064453125,0.7646315097808838
243, knurled roller(s),knurled roller(s),0.0005068778991699219,1.3043639659881592
244, The elevator goes up or down to a specific floor.,The elevator will then travel non-stop to the selected floor,0.0004906654357910156,2.199363946914673
245, 2000,2000,0.0004994869232177734,0.7507555484771729
246, Vacuum servo,vacuum servo,0.0004851818084716797,0.5678386688232422
247, Look out from the top of the structure.,look out from the top of the structure,0.00049591064453125,1.8135111331939697
248, 4,four,0.0005242824554443359,0.5622973442077637
249, 18 months,eighteen months,0.0004868507385253906,0.7408111095428467
250, Saint Denis was a Roman Catholic Bishop or priest who was martyred in about 296 AD.,Christian martyr and patron saint of Paris,0.0004892349243164062,3.5923311710357666
251, DC machine,high-speed drive motor,0.0004928112030029297,0.5612685680389404
252, handheld plungers in water.,handheld plungers in water.,0.0004899501800537109,1.2769031524658203
253, Positive displacement pumps.,displacement pumps,0.0004971027374267578,0.9205145835876465
254, White,white,0.00048828125,0.38539552688598633
255, The available floor space.,the available floor space,0.0004901885986328125,1.0956473350524902
256, Independent service is best utilized when transporting large goods or moving groups of people between certain floors.,when transporting large goods or moving groups of people between certain floors,0.0004909038543701172,3.4153969287872314
257, Conserved by perspective mappings and ordered by inclusion.,"conserved by perspective mappings (""perspectivities"") and ordered by inclusion",0.0004940032958984375,1.9879734516143799
258, Single-bottom hydraulic cylinders.,single-bottom,0.0004966259002685547,1.0987462997436523
259, To hurry elevators.,people believe this to be an effective way to hurry elevators,0.0005173683166503906,1.0990235805511475
260," Mathematics, humor, and Jewish jokes.","gossiping and giggling, swapping Jewish jokes, and drifting in and out of mathematical talk",0.0004878044128417969,1.633502721786499
261," The doorways of the top floors are open to the outdoor environment, allowing passengers to look out from the top of the structure.","The doorways of the top few ""floors"" of the attraction are open to the outdoor environment",0.0004897117614746094,4.8816211223602295
262, Nonnegative matrices A and B.,matrix pencil  A − λB with nonnegative matrices A and B,0.0004949569702148438,1.4839162826538086
263, 60,two major mathematical papers,0.0004990100860595703,0.5738716125488281
264, The 1960s.,advances in computing of the 1960s.,0.00048804283142089844,1.2873461246490479
265, A barrel.,a barrel,0.0004928112030029297,0.7508976459503174
266, To encourage passengers to make maximum use of the available elevator system capacity.,to encourage passengers to make maximum use of the available elevator system capacity,0.0004963874816894531,2.7000415325164795
267, 10,ten,0.0004966259002685547,0.5659534931182861
268, Residential elevators.,residential,0.0005052089691162109,0.91947340965271
269," No, he was a proponent of the implosion design.","he was one of its most persistent proponents, encouraging its continued development",0.0005083084106445312,2.516636848449707
270, A separate set of cables or a chain attached to the bottom of the counterweight and the bottom of the elevator cab.,a separate set of cables or a chain attached to the bottom of the counterweight and the bottom of the elevator cab,0.0004875659942626953,4.468141555786133
271, Otto von Guericke,Otto von Guericke,0.0004971027374267578,1.0929830074310303
272, It opens its doors.,it will park with its doors open and the car buttons will be disabled to prevent a passenger from taking control of the elevator,0.0005216598510742188,1.0946221351623535
273, A red Phrygian cap.,"red Phrygian cap, or liberty cap",0.0004892349243164062,1.6269633769989014
274, Freight elevators are larger and capable of carrying heavier loads than passenger elevators.,Freight elevators are typically larger and capable of carrying heavier loads than a passenger elevator,0.000492095947265625,3.0474677085876465
275," The end of the spectrum of visible light, next to orange and opposite violet.",620–740 nanometres,0.0005080699920654297,3.0486128330230713
276, Destination control systems.,The dispatching algorithm,0.0004961490631103516,0.9170706272125244
277, High current draw when starting the pump motor.,the need for infinitely variable speed control over the traction machine,0.0004878044128417969,1.8040828704833984
278, 1962,1962,0.0004906654357910156,0.7394068241119385
279," Because of atmospheric drag, which slows down the satellites and causes them to lose altitude.",atmospheric density,0.0005183219909667969,3.2260992527008057
280, Each of its members are necessarily indeterminate.,each of its members are necessarily indeterminate,0.0004901885986328125,1.8074774742126465
281, The end of the 1880s.,end of the 1880s,0.0004885196685791016,1.8051884174346924
282, Radiation pressure on solar sails.,solar sails,0.0004951953887939453,1.2726504802703857
283, The IAS machine was built by the RCA Research Laboratory.,RCA Research Laboratory,0.0004901885986328125,2.325639486312866
284, It could not rightly be said to exist.,cannot rightly be said to exist,0.0004870891571044922,1.7921535968780518
285," A red flag on a beach typically indicates strong currents or rip currents, warning swimmers of the potential danger.",bad water conditions,0.0004963874816894531,4.107929706573486
286, 620-740,roughly 620–740,0.00049591064453125,0.9289741516113281
287, the elevator's safety,that the inner and outer doors were closed before the elevator was allowed to move,0.0004901885986328125,0.9208037853240967
