idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
22, Taiwan,China,0.0005099773406982422,0.8704574108123779,0.7252018451690674,0.0,0.0
23, George Harrison,George Harrison,0.0004947185516357422,1.280590295791626,1.0,1.0,1.0
24, 1850,1850,0.0004999637603759766,1.6781368255615234,0.9999999403953552,1.0,1.0
25, The Trials of Life,The Trials of Life,0.0004942417144775391,2.0830206871032715,1.0000001192092896,1.0,1.0
26, James Runcie,James Runcie,0.0005142688751220703,2.089664936065674,1.000000238418579,1.0,1.0
27, David Walliams,with Tamara Ecclestone,0.0005021095275878906,1.6726763248443604,0.2470119297504425,0.0,0.0
28, ABC,Univision,0.0004928112030029297,0.8722286224365234,0.4103466272354126,0.0,0.0
29, M. R. Charan Raj,Charan Raj,0.0005147457122802734,3.3017022609710693,0.8844531774520874,0.6666666666666666,0.6666666666666666
30, Queer as Folk,Queer as Folk,0.0005044937133789062,2.08351469039917,0.9999999403953552,1.0,1.0
31, Film directors,director,0.0004982948303222656,1.2694694995880127,0.773409903049469,0.6666666666666666,0.6666666666666666
32, Barbet Schroeder,Barbet Schroeder,0.0005035400390625,2.0949106216430664,1.0,1.0,1.0
33, Dean Heller,Dean Heller,0.0005297660827636719,1.2808856964111328,1.000000238418579,1.0,1.0
34, 2012,1 February 2013,0.0004949569702148438,1.680790901184082,0.5920271873474121,0.0,0.0
35, Iceland,Iceland,0.0005016326904296875,0.8763999938964844,0.9999999403953552,1.0,1.0
36, Ghosts of the Abyss,Ghosts of the Abyss,0.0005033016204833984,2.4903345108032227,1.0000001192092896,1.0,1.0
37, Bud Wilkinson,Bud Wilkinson,0.0005023479461669922,1.2745120525360107,1.0,1.0,1.0
38, Sheffield Wednesday,Sheffield Wednesday Football Club,0.0004978179931640625,1.2881817817687988,0.8326476812362671,0.6666666666666666,0.6666666666666666
39, The soundscape,soundscape,0.0005092620849609375,1.6842401027679443,0.9388757944107056,0.6666666666666666,0.6666666666666666
40, Pongsona,Typhoon Pongsona,0.0005025863647460938,2.0858547687530518,0.7067406177520752,0.6666666666666666,0.6666666666666666
41, Mount Davidson,Mount Davidson,0.0004942417144775391,1.2789924144744873,0.9999998807907104,1.0,1.0
42, Hogan's Heroes,Hogan's Heroes,0.0004973411560058594,1.6780719757080078,1.0000001192092896,1.0,1.0
43," The population of the town of Grafton, New Hampshire, where Ruggles Mine is located, is 1,340.","1,340",0.0005176067352294922,11.39179515838623,0.05752324312925339,0.21052631578947367,0.21052631578947367
44, Osman I,Osman I,0.0005238056182861328,1.279031753540039,1.0,1.0,1.0
45, Helmut Berger,Helmut Berger,0.0004961490631103516,1.678797721862793,1.0,1.0,1.0
46, MiG military aircraft,MiG military aircraft,0.0005211830139160156,2.0827438831329346,1.0,1.0,1.0
47, 1980,"September 30, 1980",0.0005056858062744141,1.6888303756713867,0.8080654144287109,0.5,0.5
48, Tommy Morrison,Tommy Morrison,0.0005049705505371094,1.2718122005462646,1.0,1.0,1.0
49, Band Aid 30,Band Aid 30,0.0005161762237548828,2.0838022232055664,1.0000001192092896,1.0,1.0
50, Fei Mu,Fei Mu,0.0005097389221191406,1.6819922924041748,0.9999999403953552,1.0,1.0
51, Phantom's Revenge,Phantom's Revenge,0.0005059242248535156,1.6837499141693115,0.9999998807907104,1.0,1.0
52, Julius Kahn,Kahn,0.0005104541778564453,1.2791821956634521,0.8943276405334473,0.6666666666666666,0.6666666666666666
53, Ron Fricke,Marc Evans,0.0005030632019042969,2.085261583328247,0.3140157461166382,0.0,0.0
54," February 25, 1966","February 25, 1966",0.00049591064453125,3.3010637760162354,1.0,1.0,1.0
55, Donald Franklin Stewart,Donald Franklin Stewart,0.0005090236663818359,1.6849544048309326,1.0,1.0,1.0
56," ""M.I.L.F. $""",M.I.L.F. $,0.0004954338073730469,3.298466444015503,0.898274302482605,1.0,1.0
57, 6,six,0.0005180835723876953,1.2847263813018799,0.9383978843688965,0.0,0.0
58, Lisa Nicole Lopes,Lisa Nicole Lopes,0.0005023479461669922,2.107551097869873,1.0000001192092896,1.0,1.0
59," The first Alabama football Heisman winner, Ken Dixon, was drafted by the Pittsburgh Steelers.",New Orleans Saints,0.0005018711090087891,7.749754905700684,0.25149720907211304,0.0,0.0
60, Ambabbo,Ambabbo,0.0004978179931640625,1.2737081050872803,1.0,1.0,1.0
61, Kenneth Jones,Billy Hayes,0.0005123615264892578,1.268873691558838,0.3907970190048218,0.0,0.0
62, Cleveland Hustles,Cleveland Hustles,0.0005164146423339844,1.6840808391571045,1.0,1.0,1.0
63, Michael Schwerner,Michael Schwerner,0.0005013942718505859,1.6767873764038086,1.0000001192092896,1.0,1.0
