KVcache prepared in 23.442914485931396 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 7.152557373046875e-07,	 generate time: 1.8468544483184814
[16]: [Cumulative]: Semantic Similarity: 0.87753,	 cache time: 2.8049244600183824e-07,	 generate time: 1.8577881280113668
[17]: Semantic Similarity: 0.97959,	 cache time: 2.384185791015625e-07,	 generate time: 1.2872581481933594
[17]: [Cumulative]: Semantic Similarity: 0.8832,	 cache time: 2.7815500895182293e-07,	 generate time: 1.8260920180214777
[18]: Semantic Similarity: 0.04617,	 cache time: 2.384185791015625e-07,	 generate time: 6.294530153274536
[18]: [Cumulative]: Semantic Similarity: 0.83915,	 cache time: 2.760636179070724e-07,	 generate time: 2.0612729725084806
[19]: Semantic Similarity: 0.97161,	 cache time: 2.384185791015625e-07,	 generate time: 1.495516061782837
[19]: [Cumulative]: Semantic Similarity: 0.84577,	 cache time: 2.7418136596679685e-07,	 generate time: 2.0329851269721986
[20]: Semantic Similarity: 0.25154,	 cache time: 2.384185791015625e-07,	 generate time: 4.415372848510742
[20]: [Cumulative]: Semantic Similarity: 0.81747,	 cache time: 2.724783761160714e-07,	 generate time: 2.1464321613311768
[21]: Semantic Similarity: 0.92298,	 cache time: 2.384185791015625e-07,	 generate time: 0.6564669609069824
[21]: [Cumulative]: Semantic Similarity: 0.82227,	 cache time: 2.7093020352450286e-07,	 generate time: 2.078706470402804
[22]: Semantic Similarity: 0.98149,	 cache time: 0.0,	 generate time: 1.7030844688415527
[22]: [Cumulative]: Semantic Similarity: 0.82919,	 cache time: 2.591506294582201e-07,	 generate time: 2.062375079030576
[23]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.7031431198120117
[23]: [Cumulative]: Semantic Similarity: 0.83631,	 cache time: 2.582867940266927e-07,	 generate time: 2.0474070807298026
[24]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 0.868950605392456
[24]: [Cumulative]: Semantic Similarity: 0.84286,	 cache time: 2.47955322265625e-07,	 generate time: 2.0002688217163085
[25]: Semantic Similarity: 0.89425,	 cache time: 2.384185791015625e-07,	 generate time: 1.9057958126068115
[25]: [Cumulative]: Semantic Similarity: 0.84483,	 cache time: 2.475885244516226e-07,	 generate time: 1.9966352444428663
[26]: Semantic Similarity: 0.83886,	 cache time: 2.384185791015625e-07,	 generate time: 2.950655221939087
[26]: [Cumulative]: Semantic Similarity: 0.84461,	 cache time: 2.472488968460648e-07,	 generate time: 2.0319693176834672
[27]: Semantic Similarity: 0.88844,	 cache time: 2.384185791015625e-07,	 generate time: 1.4935405254364014
[27]: [Cumulative]: Semantic Similarity: 0.84618,	 cache time: 2.4693352835518975e-07,	 generate time: 2.0127397179603577
[28]: Semantic Similarity: 0.88818,	 cache time: 2.384185791015625e-07,	 generate time: 2.9549496173858643
[28]: [Cumulative]: Semantic Similarity: 0.84763,	 cache time: 2.466399094154095e-07,	 generate time: 2.0452297144922715
[29]: Semantic Similarity: 0.98694,	 cache time: 2.384185791015625e-07,	 generate time: 2.742684841156006
[29]: [Cumulative]: Semantic Similarity: 0.85227,	 cache time: 2.463658650716146e-07,	 generate time: 2.068478218714396
[30]: Semantic Similarity: 0.2637,	 cache time: 2.384185791015625e-07,	 generate time: 1.9090518951416016
[30]: [Cumulative]: Semantic Similarity: 0.83328,	 cache time: 2.461095010080645e-07,	 generate time: 2.0633354340830157
[31]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.8700649738311768
[31]: [Cumulative]: Semantic Similarity: 0.83849,	 cache time: 2.5331974029541016e-07,	 generate time: 2.0260457322001457
[32]: Semantic Similarity: 0.6036,	 cache time: 2.384185791015625e-07,	 generate time: 1.2810132503509521
[32]: [Cumulative]: Semantic Similarity: 0.83138,	 cache time: 2.5286818995620264e-07,	 generate time: 2.0034689903259277
[33]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.6559548377990723
[33]: [Cumulative]: Semantic Similarity: 0.83633,	 cache time: 2.5945551255170035e-07,	 generate time: 1.9638362211339615
[34]: Semantic Similarity: 0.16003,	 cache time: 2.384185791015625e-07,	 generate time: 4.411717176437378
[34]: [Cumulative]: Semantic Similarity: 0.81701,	 cache time: 2.5885445731026784e-07,	 generate time: 2.0337756769997735
[35]: Semantic Similarity: 0.98134,	 cache time: 2.384185791015625e-07,	 generate time: 2.115802526473999
[35]: [Cumulative]: Semantic Similarity: 0.82158,	 cache time: 2.582867940266927e-07,	 generate time: 2.0360542005962796
[36]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8700423240661621
[36]: [Cumulative]: Semantic Similarity: 0.8264,	 cache time: 2.5774981524493245e-07,	 generate time: 2.0045403660954655
[37]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8682417869567871
[37]: [Cumulative]: Semantic Similarity: 0.83097,	 cache time: 2.5724109850431744e-07,	 generate time: 1.9746377719076056
[38]: Semantic Similarity: 0.87932,	 cache time: 2.384185791015625e-07,	 generate time: 1.2871146202087402
[38]: [Cumulative]: Semantic Similarity: 0.83221,	 cache time: 2.567584698016827e-07,	 generate time: 1.9570089731460962
[39]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.0766575336456299
[39]: [Cumulative]: Semantic Similarity: 0.8364,	 cache time: 2.562999725341797e-07,	 generate time: 1.9350001871585847
[40]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.2849998474121094
[40]: [Cumulative]: Semantic Similarity: 0.84039,	 cache time: 2.558638409870427e-07,	 generate time: 1.9191465203354998
[41]: Semantic Similarity: 0.59367,	 cache time: 2.384185791015625e-07,	 generate time: 5.462177038192749
[41]: [Cumulative]: Semantic Similarity: 0.83452,	 cache time: 2.5544847760881696e-07,	 generate time: 2.0035043898082914
[42]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.2837731838226318
[42]: [Cumulative]: Semantic Similarity: 0.83837,	 cache time: 2.5505243345748544e-07,	 generate time: 1.9867664547853692
[43]: Semantic Similarity: 0.98461,	 cache time: 2.384185791015625e-07,	 generate time: 1.493988037109375
[43]: [Cumulative]: Semantic Similarity: 0.84169,	 cache time: 2.5467439131303266e-07,	 generate time: 1.975566945292733
[44]: Semantic Similarity: 0.64801,	 cache time: 2.384185791015625e-07,	 generate time: 3.1755666732788086
[44]: [Cumulative]: Semantic Similarity: 0.83739,	 cache time: 2.5431315104166666e-07,	 generate time: 2.002233605914646
[45]: Semantic Similarity: 0.55964,	 cache time: 0.0,	 generate time: 1.4937653541564941
[45]: [Cumulative]: Semantic Similarity: 0.83135,	 cache time: 2.487846042798913e-07,	 generate time: 1.9911799482677295
[46]: Semantic Similarity: 0.97829,	 cache time: 4.76837158203125e-07,	 generate time: 1.2872638702392578
[46]: [Cumulative]: Semantic Similarity: 0.83447,	 cache time: 2.53636786278258e-07,	 generate time: 1.9762030104373365
[47]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6616437435150146
[47]: [Cumulative]: Semantic Similarity: 0.83792,	 cache time: 2.5331974029541016e-07,	 generate time: 1.9488163590431213
[48]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.2816858291625977
[48]: [Cumulative]: Semantic Similarity: 0.84123,	 cache time: 2.530156349649235e-07,	 generate time: 1.9352014502700494
[49]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.914677619934082
[49]: [Cumulative]: Semantic Similarity: 0.84441,	 cache time: 2.5272369384765626e-07,	 generate time: 1.93479097366333
[50]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.4901437759399414
[50]: [Cumulative]: Semantic Similarity: 0.84746,	 cache time: 2.524432014016544e-07,	 generate time: 1.9260724011589498
[51]: Semantic Similarity: 0.98555,	 cache time: 2.384185791015625e-07,	 generate time: 1.077958106994629
[51]: [Cumulative]: Semantic Similarity: 0.85011,	 cache time: 2.5217349712665265e-07,	 generate time: 1.909762510886559
[52]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.0747151374816895
[52]: [Cumulative]: Semantic Similarity: 0.85294,	 cache time: 2.5191397037146226e-07,	 generate time: 1.8940069000675994
[53]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.2827739715576172
[53]: [Cumulative]: Semantic Similarity: 0.85566,	 cache time: 2.51664055718316e-07,	 generate time: 1.8826877717618589
[54]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8701415061950684
[54]: [Cumulative]: Semantic Similarity: 0.85829,	 cache time: 2.514232288707386e-07,	 generate time: 1.8642778396606445
[55]: Semantic Similarity: 0.82277,	 cache time: 4.76837158203125e-07,	 generate time: 0.6569387912750244
[55]: [Cumulative]: Semantic Similarity: 0.85765,	 cache time: 2.5544847760881696e-07,	 generate time: 1.8427182137966156
[56]: Semantic Similarity: 0.87682,	 cache time: 2.384185791015625e-07,	 generate time: 0.8663711547851562
[56]: [Cumulative]: Semantic Similarity: 0.85799,	 cache time: 2.551497074595669e-07,	 generate time: 1.8255893180244847
[57]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.4937267303466797
[57]: [Cumulative]: Semantic Similarity: 0.86044,	 cache time: 2.5486123972925645e-07,	 generate time: 1.8198675492714191
[58]: Semantic Similarity: 0.66284,	 cache time: 2.384185791015625e-07,	 generate time: 3.578411102294922
[58]: [Cumulative]: Semantic Similarity: 0.85709,	 cache time: 2.545825505660752e-07,	 generate time: 1.8496733722040208
[59]: Semantic Similarity: 0.98357,	 cache time: 2.384185791015625e-07,	 generate time: 0.869114875793457
[59]: [Cumulative]: Semantic Similarity: 0.8592,	 cache time: 2.5431315104166666e-07,	 generate time: 1.8333307305971782
[60]: Semantic Similarity: 0.9693,	 cache time: 2.384185791015625e-07,	 generate time: 1.0749351978302002
[60]: [Cumulative]: Semantic Similarity: 0.861,	 cache time: 2.540525842885502e-07,	 generate time: 1.8208980169452604
[61]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8670704364776611
[61]: [Cumulative]: Semantic Similarity: 0.86324,	 cache time: 2.538004229145665e-07,	 generate time: 1.805513701131267
[62]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8705623149871826
[62]: [Cumulative]: Semantic Similarity: 0.86541,	 cache time: 2.5355626666356647e-07,	 generate time: 1.7906732029385037
[63]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.8665673732757568
[63]: [Cumulative]: Semantic Similarity: 0.86752,	 cache time: 2.5704503059387207e-07,	 generate time: 1.7762340493500233
[64]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.0745186805725098
[64]: [Cumulative]: Semantic Similarity: 0.86956,	 cache time: 2.567584698016827e-07,	 generate time: 1.7654384282919078
[65]: Semantic Similarity: 0.84933,	 cache time: 2.384185791015625e-07,	 generate time: 1.9058279991149902
[65]: [Cumulative]: Semantic Similarity: 0.86925,	 cache time: 2.5648059266986267e-07,	 generate time: 1.7675655430013484
[66]: Semantic Similarity: 0.73925,	 cache time: 2.384185791015625e-07,	 generate time: 0.8694460391998291
[66]: [Cumulative]: Semantic Similarity: 0.86731,	 cache time: 2.562110103777985e-07,	 generate time: 1.7541607742878929
[67]: Semantic Similarity: 0.97734,	 cache time: 2.384185791015625e-07,	 generate time: 1.0764095783233643
[67]: [Cumulative]: Semantic Similarity: 0.86893,	 cache time: 2.559493569766774e-07,	 generate time: 1.7441938449354732
[68]: Semantic Similarity: 0.96982,	 cache time: 2.384185791015625e-07,	 generate time: 1.074324131011963
[68]: [Cumulative]: Semantic Similarity: 0.87039,	 cache time: 2.5569528773211053e-07,	 generate time: 1.734485588211944
[69]: Semantic Similarity: 0.89884,	 cache time: 2.384185791015625e-07,	 generate time: 1.4931213855743408
[69]: [Cumulative]: Semantic Similarity: 0.8708,	 cache time: 2.5544847760881696e-07,	 generate time: 1.731037528174264
[70]: Semantic Similarity: 0.64011,	 cache time: 4.76837158203125e-07,	 generate time: 7.544847011566162
[70]: [Cumulative]: Semantic Similarity: 0.86755,	 cache time: 2.5856662803972274e-07,	 generate time: 1.8129221687854176
[71]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.8684475421905518
[71]: [Cumulative]: Semantic Similarity: 0.86939,	 cache time: 2.615981631808811e-07,	 generate time: 1.7998044656382666
[72]: Semantic Similarity: 0.89788,	 cache time: 2.384185791015625e-07,	 generate time: 0.8651158809661865
[72]: [Cumulative]: Semantic Similarity: 0.86978,	 cache time: 2.612806346318493e-07,	 generate time: 1.7870005124235806
[73]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.075199842453003
[73]: [Cumulative]: Semantic Similarity: 0.87154,	 cache time: 2.6097168793549407e-07,	 generate time: 1.7773815844510052
[74]: Semantic Similarity: 0.96551,	 cache time: 4.76837158203125e-07,	 generate time: 1.2862071990966797
[74]: [Cumulative]: Semantic Similarity: 0.87279,	 cache time: 2.6384989420572917e-07,	 generate time: 1.770832592646281
[75]: Semantic Similarity: 0.29925,	 cache time: 0.0,	 generate time: 3.1606853008270264
[75]: [Cumulative]: Semantic Similarity: 0.86524,	 cache time: 2.6037818507144325e-07,	 generate time: 1.789120128280238
[76]: Semantic Similarity: 0.98911,	 cache time: 2.384185791015625e-07,	 generate time: 1.9117937088012695
[76]: [Cumulative]: Semantic Similarity: 0.86685,	 cache time: 2.600929953835227e-07,	 generate time: 1.7907132916636281
[77]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.0759499073028564
[77]: [Cumulative]: Semantic Similarity: 0.86856,	 cache time: 2.598151182517027e-07,	 generate time: 1.7815496585307977
[78]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8664782047271729
[78]: [Cumulative]: Semantic Similarity: 0.87022,	 cache time: 2.5954427598397944e-07,	 generate time: 1.769966475571258
[79]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.4506096839904785
[79]: [Cumulative]: Semantic Similarity: 0.87184,	 cache time: 2.592802047729492e-07,	 generate time: 1.7534745156764984
[80]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6587419509887695
[80]: [Cumulative]: Semantic Similarity: 0.87343,	 cache time: 2.5902265383873455e-07,	 generate time: 1.7399592988285018
[81]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8684563636779785
[81]: [Cumulative]: Semantic Similarity: 0.87497,	 cache time: 2.5877138463462273e-07,	 generate time: 1.7293312142534953
[82]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6576633453369141
[82]: [Cumulative]: Semantic Similarity: 0.87648,	 cache time: 2.58526170110128e-07,	 generate time: 1.7164195531822113
[83]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.9069931507110596
[83]: [Cumulative]: Semantic Similarity: 0.87795,	 cache time: 2.582867940266927e-07,	 generate time: 1.7186882864861261
[84]: Semantic Similarity: 0.90459,	 cache time: 2.384185791015625e-07,	 generate time: 0.8654382228851318
[84]: [Cumulative]: Semantic Similarity: 0.87826,	 cache time: 2.5805305032169116e-07,	 generate time: 1.7086500504437614
[85]: Semantic Similarity: 0.70221,	 cache time: 2.384185791015625e-07,	 generate time: 1.701117753982544
[85]: [Cumulative]: Semantic Similarity: 0.87621,	 cache time: 2.5782474251680594e-07,	 generate time: 1.7085624656011893
[86]: Semantic Similarity: 0.58128,	 cache time: 2.384185791015625e-07,	 generate time: 0.6568388938903809
[86]: [Cumulative]: Semantic Similarity: 0.87282,	 cache time: 2.5760168316720546e-07,	 generate time: 1.6964736889148582
[87]: Semantic Similarity: 0.39006,	 cache time: 2.384185791015625e-07,	 generate time: 5.039430618286133
[87]: [Cumulative]: Semantic Similarity: 0.86734,	 cache time: 2.573836933482777e-07,	 generate time: 1.7344618358395316
[88]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6568033695220947
[88]: [Cumulative]: Semantic Similarity: 0.86883,	 cache time: 2.571706021769663e-07,	 generate time: 1.7223533137460774
[89]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 0.8690845966339111
[89]: [Cumulative]: Semantic Similarity: 0.87029,	 cache time: 2.5431315104166666e-07,	 generate time: 1.7128725502226088
[90]: Semantic Similarity: 0.99045,	 cache time: 2.384185791015625e-07,	 generate time: 1.4919726848602295
[90]: [Cumulative]: Semantic Similarity: 0.87161,	 cache time: 2.5413848541595123e-07,	 generate time: 1.7104450791746706
[91]: Semantic Similarity: 0.44556,	 cache time: 2.384185791015625e-07,	 generate time: 1.7136704921722412
[91]: [Cumulative]: Semantic Similarity: 0.86698,	 cache time: 2.539676168690557e-07,	 generate time: 1.7104801380116006
[92]: Semantic Similarity: 0.85739,	 cache time: 2.384185791015625e-07,	 generate time: 1.0763556957244873
[92]: [Cumulative]: Semantic Similarity: 0.86687,	 cache time: 2.538004229145665e-07,	 generate time: 1.7036615956214167
[93]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 1.2861814498901367
[93]: [Cumulative]: Semantic Similarity: 0.86829,	 cache time: 2.5617315414104057e-07,	 generate time: 1.6992203174753393
[94]: Semantic Similarity: 0.95854,	 cache time: 2.384185791015625e-07,	 generate time: 1.282057762145996
[94]: [Cumulative]: Semantic Similarity: 0.86924,	 cache time: 2.559862638774671e-07,	 generate time: 1.6948291326823988
[95]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.8697044849395752
[95]: [Cumulative]: Semantic Similarity: 0.8706,	 cache time: 2.582867940266927e-07,	 generate time: 1.686234084268411
[96]: Semantic Similarity: 0.97601,	 cache time: 2.384185791015625e-07,	 generate time: 0.8803012371063232
[96]: [Cumulative]: Semantic Similarity: 0.87169,	 cache time: 2.5808196706870166e-07,	 generate time: 1.6779254982151937
[97]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8824796676635742
[97]: [Cumulative]: Semantic Similarity: 0.873,	 cache time: 2.578813202527105e-07,	 generate time: 1.6698087040258913
[98]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.0782411098480225
[98]: [Cumulative]: Semantic Similarity: 0.87428,	 cache time: 2.576847269077494e-07,	 generate time: 1.6638332737816706
[99]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6623332500457764
[99]: [Cumulative]: Semantic Similarity: 0.87554,	 cache time: 2.574920654296875e-07,	 generate time: 1.6538182735443114
[100]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.86956787109375
[100]: [Cumulative]: Semantic Similarity: 0.87677,	 cache time: 2.5730321903039915e-07,	 generate time: 1.646053418074504
[101]: Semantic Similarity: 0.69304,	 cache time: 2.384185791015625e-07,	 generate time: 1.0764904022216797
[101]: [Cumulative]: Semantic Similarity: 0.87497,	 cache time: 2.5711807550168504e-07,	 generate time: 1.640469466938692
[102]: Semantic Similarity: 0.86562,	 cache time: 2.384185791015625e-07,	 generate time: 0.6609005928039551
[102]: [Cumulative]: Semantic Similarity: 0.87488,	 cache time: 2.56936526992946e-07,	 generate time: 1.6309590895199082
[103]: Semantic Similarity: 0.52757,	 cache time: 2.384185791015625e-07,	 generate time: 1.4948878288269043
[103]: [Cumulative]: Semantic Similarity: 0.87154,	 cache time: 2.567584698016827e-07,	 generate time: 1.6296507120132446
[104]: Semantic Similarity: 0.97592,	 cache time: 2.384185791015625e-07,	 generate time: 1.4956018924713135
[104]: [Cumulative]: Semantic Similarity: 0.87253,	 cache time: 2.5658380417596725e-07,	 generate time: 1.6283740565890357
[105]: Semantic Similarity: 0.82756,	 cache time: 2.384185791015625e-07,	 generate time: 0.8712530136108398
[105]: [Cumulative]: Semantic Similarity: 0.87211,	 cache time: 2.564124341280955e-07,	 generate time: 1.6212314052401848
[106]: Semantic Similarity: 0.72161,	 cache time: 2.384185791015625e-07,	 generate time: 1.080016851425171
[106]: [Cumulative]: Semantic Similarity: 0.8707,	 cache time: 2.5624426725868867e-07,	 generate time: 1.6161733252979884
[107]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 0.6585447788238525
[107]: [Cumulative]: Semantic Similarity: 0.8719,	 cache time: 2.5387163515444157e-07,	 generate time: 1.6073063943121169
[108]: Semantic Similarity: 0.81418,	 cache time: 0.0,	 generate time: 1.9092042446136475
[108]: [Cumulative]: Semantic Similarity: 0.87137,	 cache time: 2.515425375842173e-07,	 generate time: 1.6100760993607548
[109]: Semantic Similarity: 0.81418,	 cache time: 2.384185791015625e-07,	 generate time: 1.9094316959381104
[109]: [Cumulative]: Semantic Similarity: 0.87085,	 cache time: 2.514232288707386e-07,	 generate time: 1.6127975138750943
[110]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 1.075049638748169
[110]: [Cumulative]: Semantic Similarity: 0.87201,	 cache time: 2.5345398499085023e-07,	 generate time: 1.6079529384235005
[111]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8690066337585449
[111]: [Cumulative]: Semantic Similarity: 0.87315,	 cache time: 2.5331974029541016e-07,	 generate time: 1.6013552035604204
[112]: Semantic Similarity: 0.46997,	 cache time: 2.384185791015625e-07,	 generate time: 1.4961655139923096
[112]: [Cumulative]: Semantic Similarity: 0.86959,	 cache time: 2.531878716122788e-07,	 generate time: 1.6004243213518532
[113]: Semantic Similarity: 0.54028,	 cache time: 2.384185791015625e-07,	 generate time: 0.8813517093658447
[113]: [Cumulative]: Semantic Similarity: 0.8667,	 cache time: 2.5305831641481633e-07,	 generate time: 1.5941166668607478
[114]: Semantic Similarity: 0.67189,	 cache time: 2.384185791015625e-07,	 generate time: 0.8669052124023438
[114]: [Cumulative]: Semantic Similarity: 0.865,	 cache time: 2.5293101435122285e-07,	 generate time: 1.587793088995892
[115]: Semantic Similarity: 0.97337,	 cache time: 2.384185791015625e-07,	 generate time: 1.4949924945831299
[115]: [Cumulative]: Semantic Similarity: 0.86594,	 cache time: 2.528059071507947e-07,	 generate time: 1.5869930838716442
[116]: Semantic Similarity: 0.99062,	 cache time: 2.384185791015625e-07,	 generate time: 2.9500794410705566
[116]: [Cumulative]: Semantic Similarity: 0.867,	 cache time: 2.526829385349893e-07,	 generate time: 1.598643394616934
[117]: Semantic Similarity: 0.97172,	 cache time: 2.384185791015625e-07,	 generate time: 1.0786933898925781
[117]: [Cumulative]: Semantic Similarity: 0.86789,	 cache time: 2.5256205413301114e-07,	 generate time: 1.5942370386446936
[118]: Semantic Similarity: 0.97128,	 cache time: 2.384185791015625e-07,	 generate time: 1.4896807670593262
[118]: [Cumulative]: Semantic Similarity: 0.86876,	 cache time: 2.524432014016544e-07,	 generate time: 1.5933584145137243
[119]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6636033058166504
[119]: [Cumulative]: Semantic Similarity: 0.86985,	 cache time: 2.5232632954915365e-07,	 generate time: 1.585610455274582
[120]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 0.8704071044921875
[120]: [Cumulative]: Semantic Similarity: 0.87093,	 cache time: 2.5024098798263173e-07,	 generate time: 1.5796996837805126
[121]: Semantic Similarity: 0.88832,	 cache time: 2.384185791015625e-07,	 generate time: 1.4928474426269531
[121]: [Cumulative]: Semantic Similarity: 0.87107,	 cache time: 2.501440829918033e-07,	 generate time: 1.5789877801644998
[122]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6619095802307129
