KVcache prepared in 19.009918212890625 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 16.11816167831421
[9]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.306310176849365
[9]: [Cumulative]: Semantic Similarity: 0.84283,	 cache time: 3.337860107421875e-07,	 generate time: 16.527667021751405
[10]: Semantic Similarity: 0.96084,	 cache time: 4.76837158203125e-07,	 generate time: 15.145938158035278
[10]: [Cumulative]: Semantic Similarity: 0.85356,	 cache time: 3.4679066051136365e-07,	 generate time: 16.40205530686812
[11]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.511467695236206
[11]: [Cumulative]: Semantic Similarity: 0.86577,	 cache time: 3.5762786865234375e-07,	 generate time: 16.32783967256546
[12]: Semantic Similarity: 0.50986,	 cache time: 2.384185791015625e-07,	 generate time: 18.407721996307373
[12]: [Cumulative]: Semantic Similarity: 0.83839,	 cache time: 3.4845792330228363e-07,	 generate time: 16.48783062054561
[13]: Semantic Similarity: 0.97949,	 cache time: 7.152557373046875e-07,	 generate time: 15.85768175125122
[13]: [Cumulative]: Semantic Similarity: 0.84847,	 cache time: 3.746577671595982e-07,	 generate time: 16.44281998702458
[14]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 16.056681156158447
[14]: [Cumulative]: Semantic Similarity: 0.85857,	 cache time: 3.814697265625e-07,	 generate time: 16.417077398300172
[15]: Semantic Similarity: 0.9316,	 cache time: 2.384185791015625e-07,	 generate time: 15.152146577835083
[15]: [Cumulative]: Semantic Similarity: 0.86313,	 cache time: 3.725290298461914e-07,	 generate time: 16.338019222021103
[16]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.32391357421875
[16]: [Cumulative]: Semantic Similarity: 0.87118,	 cache time: 3.646401798023897e-07,	 generate time: 16.278365948620966
[17]: Semantic Similarity: 0.97959,	 cache time: 2.384185791015625e-07,	 generate time: 15.663239240646362
[17]: [Cumulative]: Semantic Similarity: 0.87721,	 cache time: 3.5762786865234375e-07,	 generate time: 16.244192242622375
[18]: Semantic Similarity: 0.11248,	 cache time: 7.152557373046875e-07,	 generate time: 16.76559042930603
[18]: [Cumulative]: Semantic Similarity: 0.83696,	 cache time: 3.764503880550987e-07,	 generate time: 16.271634252447832
[19]: Semantic Similarity: 0.97161,	 cache time: 2.384185791015625e-07,	 generate time: 15.820906400680542
[19]: [Cumulative]: Semantic Similarity: 0.84369,	 cache time: 3.695487976074219e-07,	 generate time: 16.249097859859468
[20]: Semantic Similarity: 0.25154,	 cache time: 2.384185791015625e-07,	 generate time: 18.445130825042725
[20]: [Cumulative]: Semantic Similarity: 0.81549,	 cache time: 3.633045014880952e-07,	 generate time: 16.353670858201525
[21]: Semantic Similarity: 0.92298,	 cache time: 2.384185791015625e-07,	 generate time: 15.129182577133179
[21]: [Cumulative]: Semantic Similarity: 0.82038,	 cache time: 3.5762786865234375e-07,	 generate time: 16.29801229997115
[22]: Semantic Similarity: 0.98149,	 cache time: 2.384185791015625e-07,	 generate time: 16.098373413085938
[22]: [Cumulative]: Semantic Similarity: 0.82738,	 cache time: 3.524448560631793e-07,	 generate time: 16.28933234836744
[23]: Semantic Similarity: 0.96061,	 cache time: 4.76837158203125e-07,	 generate time: 16.246589422225952
[23]: [Cumulative]: Semantic Similarity: 0.83294,	 cache time: 3.5762786865234375e-07,	 generate time: 16.287551393111546
[24]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.315356492996216
[24]: [Cumulative]: Semantic Similarity: 0.83962,	 cache time: 3.62396240234375e-07,	 generate time: 16.248663597106933
[25]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.490906953811646
[25]: [Cumulative]: Semantic Similarity: 0.84579,	 cache time: 3.5762786865234375e-07,	 generate time: 16.219519110826347
[26]: Semantic Similarity: 0.95109,	 cache time: 2.384185791015625e-07,	 generate time: 16.06720280647278
[26]: [Cumulative]: Semantic Similarity: 0.84969,	 cache time: 3.5321270978009257e-07,	 generate time: 16.21387776622066
[27]: Semantic Similarity: 0.77345,	 cache time: 2.384185791015625e-07,	 generate time: 16.40874433517456
[27]: [Cumulative]: Semantic Similarity: 0.84696,	 cache time: 3.491129193987165e-07,	 generate time: 16.22083728654044
[28]: Semantic Similarity: 0.98297,	 cache time: 4.76837158203125e-07,	 generate time: 16.254446744918823
[28]: [Cumulative]: Semantic Similarity: 0.85165,	 cache time: 3.535172034954203e-07,	 generate time: 16.221996233381073
[29]: Semantic Similarity: 0.98694,	 cache time: 1.1920928955078125e-06,	 generate time: 16.957607984542847
[29]: [Cumulative]: Semantic Similarity: 0.85616,	 cache time: 3.814697265625e-07,	 generate time: 16.246516625086468
[30]: Semantic Similarity: 0.13284,	 cache time: 2.384185791015625e-07,	 generate time: 15.689109325408936
[30]: [Cumulative]: Semantic Similarity: 0.83283,	 cache time: 3.7685517341859877e-07,	 generate time: 16.228535744451708
[31]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.310595750808716
[31]: [Cumulative]: Semantic Similarity: 0.83805,	 cache time: 3.725290298461914e-07,	 generate time: 16.199850119650364
[32]: Semantic Similarity: 0.44981,	 cache time: 2.384185791015625e-07,	 generate time: 16.557443857192993
[32]: [Cumulative]: Semantic Similarity: 0.82629,	 cache time: 3.6846507679332385e-07,	 generate time: 16.21068629351529
[33]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.15325379371643
[33]: [Cumulative]: Semantic Similarity: 0.8314,	 cache time: 3.646401798023897e-07,	 generate time: 16.179585337638855
[34]: Semantic Similarity: 0.60043,	 cache time: 2.384185791015625e-07,	 generate time: 15.330807209014893
[34]: [Cumulative]: Semantic Similarity: 0.8248,	 cache time: 3.6103384835379463e-07,	 generate time: 16.155334533963885
[35]: Semantic Similarity: 0.98134,	 cache time: 2.384185791015625e-07,	 generate time: 16.458928108215332
[35]: [Cumulative]: Semantic Similarity: 0.82915,	 cache time: 3.5762786865234375e-07,	 generate time: 16.163767688804203
[36]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.307907342910767
[36]: [Cumulative]: Semantic Similarity: 0.83377,	 cache time: 3.608497413429054e-07,	 generate time: 16.14063632810438
[37]: Semantic Similarity: 1.0,	 cache time: 7.152557373046875e-07,	 generate time: 15.327451944351196
[37]: [Cumulative]: Semantic Similarity: 0.83814,	 cache time: 3.70176214920847e-07,	 generate time: 16.119236739058245
[38]: Semantic Similarity: 0.87932,	 cache time: 4.76837158203125e-07,	 generate time: 15.629014015197754
[38]: [Cumulative]: Semantic Similarity: 0.8392,	 cache time: 3.729111109024439e-07,	 generate time: 16.106666925625923
[39]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.448338270187378
[39]: [Cumulative]: Semantic Similarity: 0.84322,	 cache time: 3.7550926208496093e-07,	 generate time: 16.09020870923996
[40]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.702608346939087
[40]: [Cumulative]: Semantic Similarity: 0.84704,	 cache time: 3.721655868902439e-07,	 generate time: 16.080755041866766
[41]: Semantic Similarity: 0.62707,	 cache time: 2.384185791015625e-07,	 generate time: 18.849772453308105
[41]: [Cumulative]: Semantic Similarity: 0.8418,	 cache time: 3.6898113432384674e-07,	 generate time: 16.146684027853468
[42]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.614151239395142
[42]: [Cumulative]: Semantic Similarity: 0.84548,	 cache time: 3.6594479583030525e-07,	 generate time: 16.134299544400946
[43]: Semantic Similarity: 0.92302,	 cache time: 2.384185791015625e-07,	 generate time: 15.69952130317688
[43]: [Cumulative]: Semantic Similarity: 0.84724,	 cache time: 3.630464727228338e-07,	 generate time: 16.124418220736764
[44]: Semantic Similarity: 0.64801,	 cache time: 2.384185791015625e-07,	 generate time: 17.27253222465515
[44]: [Cumulative]: Semantic Similarity: 0.84282,	 cache time: 3.6027696397569444e-07,	 generate time: 16.149931865268282
[45]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.307147026062012
[45]: [Cumulative]: Semantic Similarity: 0.84623,	 cache time: 3.628108812415082e-07,	 generate time: 16.13161045572032
[46]: Semantic Similarity: 0.97829,	 cache time: 4.76837158203125e-07,	 generate time: 15.613889932632446
[46]: [Cumulative]: Semantic Similarity: 0.84904,	 cache time: 3.652369722406915e-07,	 generate time: 16.120595125441856
[47]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.074583053588867
[47]: [Cumulative]: Semantic Similarity: 0.85219,	 cache time: 3.625949223836263e-07,	 generate time: 16.09880320727825
[48]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.687257766723633
[48]: [Cumulative]: Semantic Similarity: 0.8552,	 cache time: 3.649263965840242e-07,	 generate time: 16.090404320736322
[49]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 16.284027814865112
[49]: [Cumulative]: Semantic Similarity: 0.8581,	 cache time: 3.62396240234375e-07,	 generate time: 16.094276790618895
[50]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.814881086349487
[50]: [Cumulative]: Semantic Similarity: 0.86088,	 cache time: 3.5996530570235906e-07,	 generate time: 16.08879844347636
[51]: Semantic Similarity: 0.98555,	 cache time: 4.76837158203125e-07,	 generate time: 15.523783922195435
[51]: [Cumulative]: Semantic Similarity: 0.86328,	 cache time: 3.622128413273738e-07,	 generate time: 16.07793277960557
[52]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.541302919387817
[52]: [Cumulative]: Semantic Similarity: 0.86586,	 cache time: 3.598771005306604e-07,	 generate time: 16.06780768790335
[53]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.723889589309692
[53]: [Cumulative]: Semantic Similarity: 0.86834,	 cache time: 3.6204302752459493e-07,	 generate time: 16.06143883422569
[54]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.327886819839478
[54]: [Cumulative]: Semantic Similarity: 0.87074,	 cache time: 3.6413019353693183e-07,	 generate time: 16.048101524873214
[55]: Semantic Similarity: 0.82277,	 cache time: 2.384185791015625e-07,	 generate time: 15.138659715652466
[55]: [Cumulative]: Semantic Similarity: 0.86988,	 cache time: 3.6188534327915735e-07,	 generate time: 16.0318614925657
[56]: Semantic Similarity: 0.87682,	 cache time: 1.1920928955078125e-06,	 generate time: 15.363278150558472
[56]: [Cumulative]: Semantic Similarity: 0.87,	 cache time: 3.764503880550987e-07,	 generate time: 16.020131960249785
[57]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.876352310180664
[57]: [Cumulative]: Semantic Similarity: 0.87224,	 cache time: 3.740705292800377e-07,	 generate time: 16.017653000765833
[58]: Semantic Similarity: 0.66284,	 cache time: 4.76837158203125e-07,	 generate time: 17.671748399734497
[58]: [Cumulative]: Semantic Similarity: 0.8687,	 cache time: 3.7581233654992056e-07,	 generate time: 16.045688516002592
[59]: Semantic Similarity: 0.98357,	 cache time: 2.384185791015625e-07,	 generate time: 15.300854921340942
[59]: [Cumulative]: Semantic Similarity: 0.87061,	 cache time: 3.735224405924479e-07,	 generate time: 16.03327462275823
[60]: Semantic Similarity: 0.97775,	 cache time: 2.384185791015625e-07,	 generate time: 15.903624296188354
[60]: [Cumulative]: Semantic Similarity: 0.87237,	 cache time: 3.71307623190958e-07,	 generate time: 16.03114920756856
[61]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.3145592212677
[61]: [Cumulative]: Semantic Similarity: 0.87442,	 cache time: 3.6916425151209676e-07,	 generate time: 16.019591304563708
[62]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.257977962493896
[62]: [Cumulative]: Semantic Similarity: 0.87642,	 cache time: 3.6708892337859625e-07,	 generate time: 16.007502203895932
[63]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.325209379196167
[63]: [Cumulative]: Semantic Similarity: 0.87835,	 cache time: 3.650784492492676e-07,	 generate time: 15.996841378509998
[64]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.54093050956726
[64]: [Cumulative]: Semantic Similarity: 0.88022,	 cache time: 3.6679781400240387e-07,	 generate time: 15.989827365141648
[65]: Semantic Similarity: 0.90912,	 cache time: 2.384185791015625e-07,	 generate time: 15.70015001296997
[65]: [Cumulative]: Semantic Similarity: 0.88066,	 cache time: 3.648526740796638e-07,	 generate time: 15.98543831435117
[66]: Semantic Similarity: 0.73925,	 cache time: 2.384185791015625e-07,	 generate time: 15.350523710250854
[66]: [Cumulative]: Semantic Similarity: 0.87855,	 cache time: 3.6296559803521454e-07,	 generate time: 15.975961976976537
[67]: Semantic Similarity: 0.97734,	 cache time: 2.384185791015625e-07,	 generate time: 15.448722839355469
[67]: [Cumulative]: Semantic Similarity: 0.88,	 cache time: 3.611340242273667e-07,	 generate time: 15.968208460246816
[68]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.149891138076782
[68]: [Cumulative]: Semantic Similarity: 0.88174,	 cache time: 3.5935553951539856e-07,	 generate time: 15.956348788911018
[69]: Semantic Similarity: 0.91717,	 cache time: 2.384185791015625e-07,	 generate time: 15.516815662384033
[69]: [Cumulative]: Semantic Similarity: 0.88225,	 cache time: 3.5762786865234375e-07,	 generate time: 15.950069744246347
[70]: Semantic Similarity: 0.64011,	 cache time: 2.384185791015625e-07,	 generate time: 21.04914426803589
[70]: [Cumulative]: Semantic Similarity: 0.87884,	 cache time: 3.5594886457416373e-07,	 generate time: 16.021887695285635
[71]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.310914754867554
[71]: [Cumulative]: Semantic Similarity: 0.88052,	 cache time: 3.543164994981554e-07,	 generate time: 16.012013071113163
[72]: Semantic Similarity: 0.89788,	 cache time: 2.384185791015625e-07,	 generate time: 15.253505945205688
[72]: [Cumulative]: Semantic Similarity: 0.88076,	 cache time: 3.5272885675299656e-07,	 generate time: 16.001622562539087
[73]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.511195421218872
[73]: [Cumulative]: Semantic Similarity: 0.88237,	 cache time: 3.5118412327122045e-07,	 generate time: 15.994995168737463
[74]: Semantic Similarity: 0.96551,	 cache time: 2.384185791015625e-07,	 generate time: 15.721914291381836
[74]: [Cumulative]: Semantic Similarity: 0.88348,	 cache time: 3.4968058268229164e-07,	 generate time: 15.991354090372722
[75]: Semantic Similarity: 0.29925,	 cache time: 2.384185791015625e-07,	 generate time: 17.309422731399536
[75]: [Cumulative]: Semantic Similarity: 0.87579,	 cache time: 3.482166089509663e-07,	 generate time: 16.008697098807286
[76]: Semantic Similarity: 0.98911,	 cache time: 2.384185791015625e-07,	 generate time: 16.25641131401062
[76]: [Cumulative]: Semantic Similarity: 0.87726,	 cache time: 3.4679066051136365e-07,	 generate time: 16.0119141665372
[77]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.4437575340271
[77]: [Cumulative]: Semantic Similarity: 0.87883,	 cache time: 3.454012748522636e-07,	 generate time: 16.004630107146042
[78]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.352548360824585
[78]: [Cumulative]: Semantic Similarity: 0.88037,	 cache time: 3.470650202111353e-07,	 generate time: 15.996375907825518
[79]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 14.911206722259521
[79]: [Cumulative]: Semantic Similarity: 0.88186,	 cache time: 3.4868717193603514e-07,	 generate time: 15.982811293005943
[80]: Semantic Similarity: 1.0,	 cache time: 9.5367431640625e-07,	 generate time: 15.143768548965454
[80]: [Cumulative]: Semantic Similarity: 0.88332,	 cache time: 3.5615614902826e-07,	 generate time: 15.972452740610382
[81]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.33735203742981
[81]: [Cumulative]: Semantic Similarity: 0.88474,	 cache time: 3.547203250047637e-07,	 generate time: 15.964707610083789
[82]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.171021699905396
[82]: [Cumulative]: Semantic Similarity: 0.88613,	 cache time: 3.533190991505083e-07,	 generate time: 15.955145129238266
[83]: Semantic Similarity: 1.0,	 cache time: 9.5367431640625e-07,	 generate time: 16.16766619682312
[83]: [Cumulative]: Semantic Similarity: 0.88749,	 cache time: 3.604661850702195e-07,	 generate time: 15.95767514194761
[84]: Semantic Similarity: 0.90459,	 cache time: 4.76837158203125e-07,	 generate time: 15.311184883117676
[84]: [Cumulative]: Semantic Similarity: 0.88769,	 cache time: 3.618352553423713e-07,	 generate time: 15.95006937419667
[85]: Semantic Similarity: 0.70221,	 cache time: 2.384185791015625e-07,	 generate time: 16.062415838241577
[85]: [Cumulative]: Semantic Similarity: 0.88553,	 cache time: 3.6040017771166425e-07,	 generate time: 15.95137572842975
[86]: Semantic Similarity: 0.58128,	 cache time: 2.384185791015625e-07,	 generate time: 15.148792266845703
[86]: [Cumulative]: Semantic Similarity: 0.88204,	 cache time: 3.5899809037131826e-07,	 generate time: 15.942150631170163
[87]: Semantic Similarity: 0.38935,	 cache time: 2.384185791015625e-07,	 generate time: 16.977184534072876
[87]: [Cumulative]: Semantic Similarity: 0.87644,	 cache time: 3.5762786865234375e-07,	 generate time: 15.953912380066784
[88]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 15.066155910491943
[88]: [Cumulative]: Semantic Similarity: 0.87783,	 cache time: 3.5360957799332867e-07,	 generate time: 15.943937588273808
[89]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.353243589401245
[89]: [Cumulative]: Semantic Similarity: 0.87918,	 cache time: 3.523296780056424e-07,	 generate time: 15.93737432161967
[90]: Semantic Similarity: 0.99045,	 cache time: 2.384185791015625e-07,	 generate time: 15.86758279800415
[90]: [Cumulative]: Semantic Similarity: 0.88041,	 cache time: 3.5107790768801513e-07,	 generate time: 15.93660738179972
[91]: Semantic Similarity: 0.44556,	 cache time: 2.384185791015625e-07,	 generate time: 15.994727373123169
[91]: [Cumulative]: Semantic Similarity: 0.87568,	 cache time: 3.4985334976859717e-07,	 generate time: 15.937239120835843
[92]: Semantic Similarity: 0.85739,	 cache time: 9.5367431640625e-07,	 generate time: 15.470410585403442
[92]: [Cumulative]: Semantic Similarity: 0.87548,	 cache time: 3.563460483345934e-07,	 generate time: 15.932219459164527
[93]: Semantic Similarity: 0.8674,	 cache time: 2.384185791015625e-07,	 generate time: 16.07413959503174
[93]: [Cumulative]: Semantic Similarity: 0.8754,	 cache time: 3.5509150078956115e-07,	 generate time: 15.933729247843965
[94]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.304816007614136
[94]: [Cumulative]: Semantic Similarity: 0.87671,	 cache time: 3.5386336477179275e-07,	 generate time: 15.927109108473125
[95]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.326863527297974
[95]: [Cumulative]: Semantic Similarity: 0.87799,	 cache time: 3.5514434178670246e-07,	 generate time: 15.920856550335884
[96]: Semantic Similarity: 0.97601,	 cache time: 4.76837158203125e-07,	 generate time: 15.350826501846313
[96]: [Cumulative]: Semantic Similarity: 0.879,	 cache time: 3.5639890690439756e-07,	 generate time: 15.914979951897847
[97]: Semantic Similarity: 0.97539,	 cache time: 4.76837158203125e-07,	 generate time: 15.484888315200806
[97]: [Cumulative]: Semantic Similarity: 0.87999,	 cache time: 3.5762786865234375e-07,	 generate time: 15.91059126172747
[98]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.51342248916626
[98]: [Cumulative]: Semantic Similarity: 0.8812,	 cache time: 3.564237344144571e-07,	 generate time: 15.906579455944023
[99]: Semantic Similarity: 0.60978,	 cache time: 2.384185791015625e-07,	 generate time: 15.459369421005249
[99]: [Cumulative]: Semantic Similarity: 0.87848,	 cache time: 3.552436828613281e-07,	 generate time: 15.902107355594636

Result for ./results/squad-train/100/result_3.1-8B_k3_p100_q100_squad-train_bertscore_kvcache_nokv.txt
Prepare time: 19.009918212890625
Average Semantic Similarity: 0.8784847816824913
cache time: 3.552436828613281e-07,	 generate time: 15.902107355594636
