idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
24," The electronics of the new ENIAC ran at one-sixth the speed, but this in no way degraded the ENIAC's performance, since it was still entirely I/O bound.",new ENIAC ran at one-sixth the speed,0.0908365249633789,20.869184970855716,0.8508749604225159,0.4210526315789474,0.4210526315789474,What was the speed difference with new ENIAC?
25, Kermes lake was made from the kermes insects.,kermes insects,0.2927076816558838,16.43766498565674,0.7694756984710693,0.4,0.4,What was kermes lake made from?
26, Nobles.,nobles,0.0860025882720947,14.779985427856444,0.9659461975097656,1.0,1.0,Who painted their mansions red during the Song and Tang dynasties?
27, To protect against loss of all (electrically powered) instruments in case of a power failure.,"protection against loss of all (electrically powered) instruments,",0.0778067111968994,17.63271999359131,0.7837358713150024,0.6956521739130436,0.6956521739130436,Why are the Attitude indicator and heading indicator vacuum-powered?
28, Red and blue light.,red and blue,0.0842537879943847,15.111382961273192,0.7972486615180969,0.8571428571428571,0.8571428571428571,What colors are used to create purple on a computer screen?
29, Cartesian mechanical philosophy,Cartesian mechanical philosophy,0.0894615650177002,14.759521961212158,1.0,1.0,1.0,What philosophy combined with Descartes to push quantum activity in the 20th century?
30," Vermilion, made from the mineral cinnabar, a common ore of mercury.",vermilion,0.0709273815155029,17.282070636749268,0.5861919522285461,0.1666666666666666,0.1666666666666666,What pigment was used to paint villas in ancient Rome?
31, The Atlanta Braves.,the Atlanta Braves,0.0743951797485351,14.92485785484314,0.9807108640670776,1.0,1.0,What team did the Cincinnati Red Stockings become?
32, It would change color when exposed to light.,change color,0.0803179740905761,15.813751220703123,0.5044478178024292,0.4,0.4,What would to the carmine pigment if not used diligently?
33, A red cross.,one big red cross,0.071429967880249,14.940852403640749,0.8631991744041443,0.5714285714285715,0.5714285714285715,What is in the middle of the Georgian flag?
34," The McLeod gauge is special because it can measure vacuums as high as 10−6 torr (0.1 mPa), which is the lowest direct measurement of pressure that is possible with current technology.",can measure vacuums as high as 10−6 torr,0.0680453777313232,22.17552351951599,0.5778998732566833,0.4285714285714285,0.4285714285714285,Why is the McLeod gauge special?
35, The Twilight Zone Tower of Terror,"The ""stretching room""",0.2576653957366943,15.306823253631592,0.305335521697998,0.2222222222222222,0.2222222222222222,What is the name of area that is really an elevator?
36," In a pair of elevators, the cars move synchronously in opposite directions, with one car serving as the counterweight for the other.","their cars always move synchronously in opposite directions,",0.0795338153839111,19.24469566345215,0.6479734182357788,0.3999999999999999,0.3999999999999999,How do elevators built in pairs work?
37, A person or animal will lose consciousness within minutes when exposed to a vacuum.,after a few seconds,0.0770261287689209,16.933892011642456,0.301766037940979,0.1111111111111111,0.1111111111111111,When will a person or animal lose consciousness  when exposed to a vacuum?
38," Color was the central element of the painting, chosen to evoke emotions.",the central element,0.0856635570526123,16.673415660858154,0.2857747972011566,0.4,0.4,What part in the paintings of Matisse did color play?
39, They see the walls of the shaft by looking up.,People in the remaining elevators may see an indicator light or hear a voice announcement informing them that the elevator will return to the lobby shortly,0.0893127918243408,16.147329807281494,0.2961192429065704,0.1666666666666666,0.1666666666666666,What do any passengers experience at this point?
40, Momentum transfer pump.,Momentum transfer pumps,0.0868351459503173,14.900330305099487,0.914222002029419,1.0,1.0,What pump has a higher quality vacuum than a positive displacement pump?
41, They move forward.,ensure that the material moves forward,0.0764517784118652,14.957367658615112,0.4490239024162292,0.4444444444444444,0.4444444444444444,What do the partians do on the conveyor?
42, Henry Pickering,Henry Pickering,0.0839145183563232,14.790116548538208,1.0,1.0,1.0,Who stated that the character of a gas and free molecule were in ether?
43, The concern was that the relative inaccuracy of the missile wouldn't be a problem with an H-bomb.,relative inaccuracy of the missile,0.2671489715576172,18.155397653579712,0.6119924187660217,0.4166666666666667,0.4166666666666667,What was the concern with longer range ICBM with Hbomb?
44, He argued that the problem of measure is essentially group-theoretic in character.,In a series of famous papers,0.0780379772186279,17.10950255393982,0.2500582635402679,0.2105263157894736,0.1052631578947368,In what way did von Neumann make spectacular contributions to measure theory?
45, 2004,2004,0.0733380317687988,14.77857232093811,1.0,1.0,1.0,When did India and Pakistan begin serious peace talks?
46," To provide expeditious service to passengers arriving at the building, most typically in the morning as people arrive for work or at the conclusion of a lunch-time period.",people arrive for work or at the conclusion of a lunch-time period,0.0779855251312255,20.09449076652527,0.7057937383651733,0.6190476190476191,0.6190476190476191,What are the reasons for up-peak mode early in the day?
47," The elevators will initially come to a halt, then one by one, each car in the group will return to the lobby floor, open its doors, and shut down.","One by one, each car in the group will return to the lobby floor, open its doors and shut down",0.2577564716339111,20.52636432647705,0.836792528629303,0.8163265306122449,0.8163265306122449,What sequence of events happens when the power shuts off in a traction elevator and the elevators all stop?
48," 16,777,216","16,777,216",0.079463243484497,15.32896327972412,1.0,1.0,1.0,What is the total number of possible sRGB colors?
49, 13 kPa (100 Torr),"13 kPa (100 Torr),",0.0732288360595703,15.76390814781189,0.9927351474761964,1.0,1.0,What amount of pressure drop can kill you if it occurs suddenly?
50, A smoke sensor or heat sensor in the building.,a corresponding smoke sensor or heat sensor in the building,0.0821044445037841,16.01849865913391,0.9651350378990172,0.9473684210526316,0.9473684210526316,What initiates Phase one mode?
51, 1523,1523,0.1087815761566162,14.792375326156616,1.0,1.0,1.0,When was the treatise that allowed a congregation to elect or remove a minister?
52, It stops with its doors open.,will remain in code-blue service until switched off in the car,0.0730106830596923,15.463595390319824,0.2120929062366485,0.0,0.0,Once it arrives what does the elevator do
53, Suction pump,suction pump,0.0689218044281005,14.769737720489502,1.0,1.0,1.0,What type of pump appeared in the 15th century?
54, 1962,1962,0.0692307949066162,14.737548351287842,1.0,1.0,1.0,When did the Supreme Court address the issue of officially sponsored prayer in public schools?
55, 1740s,the 1740s,0.0696446895599365,14.938331127166748,0.8992860317230225,0.6666666666666666,0.6666666666666666,In what years did Turkey red begin to be used to dye cotton in England?
56, Cable-borne elevators.,cable-borne elevators,0.0771539211273193,15.30367374420166,0.9821046590805054,1.0,1.0,What types of elevator hold the highest safety record?
57, Werner von Siemens,Werner von Siemens,0.0682132244110107,14.805206537246704,1.0,1.0,1.0,Who built the first electric elevator?
58, CAN/CSA B44 Safety Standard,CAN/CSA B44 Safety Standard,0.0796844959259033,15.614986181259155,1.0,1.0,1.0,What is the equivilent to the US Standard A17.1 called in Canada?
59, City transportation.,city transportation,0.2618482112884521,14.693017959594728,0.9251629114151,1.0,1.0,The elevator located at the Casco Viejo station in the Bilbao Metro is also used for what?
60, Yes,von Neumann did not claim that his proof completely ruled out hidden variable theories,0.0825233459472656,14.35901427268982,-0.0660824850201606,0.0,0.0,Did von Neumann rule hidden variable theories?
61," Mathematician, Physicist, Inventor, Computer Scientist, and Economist.","pure and applied mathematician, physicist, inventor, computer scientist, and polymath",0.0762093067169189,17.08735990524292,0.7980933785438538,0.7058823529411764,0.7058823529411764,What were the occupations that Von Neuman held?
62," A single panel door is referred to as a ""slab"" door.","""slab"" door",0.0753076076507568,16.933417797088623,0.8027483224868774,0.3076923076923077,0.3076923076923077,What is a single panel door referred to as?
63, 1848,February 1848,0.1012110710144043,14.719173908233644,0.8822908997535706,0.6666666666666666,0.6666666666666666,When was the Communist Manifesto first created?
64, The red color in the Nepalese flag represents the national flower.,the national flower,0.076664924621582,16.648505449295044,0.5525636672973633,0.4285714285714285,0.4285714285714285,What does the red color in the Nepalese flag represent?
65, Red,red,0.2712771892547607,14.40563702583313,1.0000001192092896,1.0,1.0,The empress Eirene had what color hair?
66, Scarlet,Scarlet,0.0877079963684082,14.453603267669678,1.0000001192092896,1.0,1.0,What color gowns are generally worn by recent Doctors of Philosophy at Oxford?
67, Klaus Fuchs,Klaus Fuchs,0.0877130031585693,14.78706669807434,1.0,1.0,1.0,With whom did von Neumann collaborate for further development of the hydrogen bomb?
68, cylindrical,cylindrical,0.0751008987426757,14.428650379180908,0.9999998807907104,1.0,1.0,What design did Peter Cooper feel was the most efficient?
69, Spain,Spain,0.0824811458587646,14.463872909545898,1.0,1.0,1.0,Where in the year 77 BC was an uprising?
70," Vacuum is generally measured by its absolute pressure, typically in units of pascals (Pa) or torr.",its absolute pressure,0.0711877346038818,18.29478859901428,0.4021325707435608,0.3157894736842105,0.3157894736842105,How is vacuum generally measured?
71, Red,Red,0.0874414443969726,14.418376684188845,1.0000001192092896,1.0,1.0,What LED has the flattest I/V curve above the knee?
72," Metal, Wood, and Water.","metal, wood, water",0.0809981822967529,15.502318382263184,0.968339204788208,0.8571428571428571,0.8571428571428571,"Outside of Fire and Earth, what three other elements did Chinese philosophers say the world was composed from?"
73, By running current through it.,by running current through it,0.0724685192108154,15.303996086120604,0.9843335151672364,1.0,1.0,How is the wire filament in a Thermal conductivity gauge heated?
74, A diaphragm or a piston.,a diaphragm or a piston,0.0942366123199462,15.65028977394104,0.9756793975830078,1.0,1.0,"For sudden surges in pressure above the cab, what is used as a ""brake""?"
75, Washing.,during washing,0.0789110660552978,14.603963375091553,0.8153376579284668,0.6666666666666666,0.6666666666666666,Outside of sun exposure in what circumstance did pigment made from rubia tinctorum fade?
76, A golden cup.,golden,0.0953152179718017,14.921225786209106,0.6637568473815918,0.5,0.5,What kind of cup did the woman on the scarlet horned beast have?
77, The implosive lens project was greatly expanded.,implosive lens project was greatly expanded,0.0910794734954834,15.938708066940308,0.9633610248565674,0.923076923076923,0.923076923076923,what change was made when shortage of uranium 235 was apparent?
78, When there is danger to the drivers.,if there is danger to the drivers,0.0711743831634521,15.667503118515016,0.8505131602287292,0.8571428571428571,0.8571428571428571,Under what circimstance is a red flag flown in auto racing?
79, A cake.,a cake,0.0777297019958496,14.791486978530884,0.9740195274353028,1.0,1.0,A rheostat is the size and shape of what?
80, Dumbwaiters,Dumbwaiters,0.0965049266815185,14.964346885681152,1.000000238418579,1.0,1.0,"What are small freight elevators used for things such as food, called?"
81, Yes.,"Neumann actually enjoyed thinking, maybe even to the exclusion of everything else.",0.0726542472839355,14.609582901000977,0.0847789794206619,0.0,0.0,Did von Neumann enjoy thinking?
82, The Reign of Terror.,Bastille,0.09141206741333,15.128541231155396,0.2961263954639435,0.0,0.0,After the demise of what was the red flag linked to the French Revolution?
83, Frank Sprague,Frank Sprague,0.2618539333343506,14.76586937904358,1.0000001192092896,1.0,1.0,Who is credited with increasing the safety and speed of electric elevators?
84, Prevent altitude sickness in humans.,"sustain life at pressures much lower than atmospheric,",0.0959057807922363,15.359410285949709,0.2564532458782196,0.0,0.0,density of oxygen like that of sea-level atmosphere is needed to do what?
85, France,the French Army,0.0812628269195556,14.443792343139648,0.679301917552948,0.0,0.0,Who was defeated in the Franco-Prussian war?
86, He worked on operator theory.,operator theory,0.0937764644622802,15.283013343811035,0.6696877479553223,0.5714285714285715,0.5714285714285715,What work did Von Nemann do in Berlin in 1930 and Princeton 1935 - 39?
87," The optimal strategy is a strategy that minimizes the maximum loss for each player, as described by John von Neumann's minimax theorem.",minimize the maximum loss for each player,0.0753788948059082,19.17436552047729,0.704563319683075,0.4666666666666667,0.4666666666666667,What is optimal strategy?
88, University of Berlin,University of Berlin,0.1020793914794921,14.758925676345823,0.9999999403953552,1.0,1.0,Where did Von Neumann begin to lecture in 1928?
89," The probability vector q represents the ""intensity"" at which the production process would run.","q represents the ""intensity"" at which the production process would run",0.2550375461578369,17.456485271453857,0.8491042852401733,0.88,0.88,In von Neumann's model what does q represent?
90, Causes fatal rupture of the delicate alveoli.,rupture of the delicate alveoli,0.0874741077423095,16.00410270690918,0.9039561152458192,0.8333333333333333,0.8333333333333333,What does Rapid decompression do to the lungs?
91, Temples and imperial residences.,temples and imperial residences,0.0848379135131836,15.280778169631958,0.9827795624732972,1.0,1.0,In late Chinese dynasties red was used only on what kind of architecture?
92, The world's largest manufacturer of vertical transport systems.,world's largest manufacturer of vertical transport systems,0.1104252338409423,16.01612114906311,0.9865443110466005,0.9411764705882352,0.9411764705882352,What title does United Technologies Corporation hold?
93, A counterweight.,a counterweight,0.2568695545196533,14.94948434829712,0.9791327714920044,1.0,1.0,What is the weight of the elevator cage balanced by? 
94, 4000 BC,4000 BC,0.0724337100982666,14.889349699020386,1.0,1.0,1.0,When did Egyptians start to make red pigment?
95," ""Below atmospheric""","""Below atmospheric""",0.0700199604034423,14.933831691741943,1.0,1.0,1.0,Absolute pressure  being equal to current atmospheric pressure means what?
96, The common belief was that nature abhorred a vacuum.,nature abhorred a vacuum,0.0673575401306152,16.41102647781372,0.881105899810791,0.6153846153846153,0.6153846153846153,What was a common belief about vacuums and nature?
97, It helps to maintain a safe and efficient operation of the elevator system.,the system knows every user call and can cancel the first call if the passenger decides to travel to another destination to prevent empty calls,0.0880098342895507,16.71543836593628,0.2526415586471557,0.2105263157894737,0.1052631578947368,How does this help the system?
98, Saint George was believed to be a Roman soldier who was a member of the guards of the Emperor Diocletian.,a Roman soldier,0.0821568965911865,18.51675844192505,0.5947378277778625,0.2608695652173913,0.2608695652173913,Who was Saint George believed to be?
99, Red lac,Red lac,0.299567699432373,14.52192234992981,1.0000001192092896,1.0,1.0,The Laccifer lacca was crucial to making what pigment?
100," Up to 20 m/s (4,000 ft/min)","20 m/s (4,000 ft/min)",0.0710432529449462,16.503330945968628,0.909362494945526,0.8750000000000001,0.8750000000000001,What speed is a gearless traction elevator capable of attaining?
101, Morning and the conclusion of a lunch-time period.,most typically in the morning,0.0850632190704345,16.04458522796631,0.504621148109436,0.2857142857142857,0.1428571428571428,"Generally, up-peak mode takes place during what times of the day?"
102, Kokkos,Kokkos,0.0898354053497314,14.54097318649292,1.0,1.0,1.0,"In ancient greek, what is coccus referred to as?"
103, Commissioner of the United States Atomic Energy Commission.,General Advisory Committee of the United States Atomic Energy Commission,0.2795593738555908,15.811858654022217,0.8135513663291931,0.7777777777777777,0.7777777777777777,"Post World War II, in what role did Von Neumann work?"
104, A power failure.,spring force,0.0846772193908691,14.94175410270691,0.1771606504917144,0.0,0.0,What motivates an external drum brake held open electrically?
105," The root of the rubia, or madder plant.",rubia tinctorum plant,0.0696659088134765,16.38078737258911,0.640421986579895,0.3636363636363636,0.3636363636363636,What was madder lake made from?
106, The concept of using a fission bomb to compress fusion fuel to initiate nuclear fusion.,"more powerful shaped charges and less fissionable material to greatly increase the speed of ""assembly""",0.0660774707794189,17.236551523208618,0.4098804295063019,0.2666666666666666,0.1333333333333333,What additional ideas did von Neumann contribute to Atomic bomb?
107, Pheomelanin.,pheomelanin,0.2725775241851806,15.262530326843262,0.983069658279419,1.0,1.0,What pigment accounts for the majority of color in red hair?
108," The EDVAC was the first stored-program computer, and its design, described by John von Neumann in his 1945 paper, is the basis of modern computer architecture.","architecture is to this day the basis of modern computer design,",0.082141637802124,20.635710954666138,0.5571247339248657,0.4210526315789473,0.3157894736842105,What was the significance of EDVAC?
109, It creates 3D video panorama using live feed from cameras placed vertically along the facade and synchronizes it with cab movement.,It creates 3d video panorama using live feed from cameras placed vertically along the facade and synchronizes it with cab movement,0.0793821811676025,18.75334525108337,0.993450403213501,1.0,1.0,How does it produce the panoramic effects?
110, Vacuum,black hole,0.0810990333557128,14.409281492233276,0.3646911978721618,0.0,0.0,What has no electric charge?
111, 7,seven heads,0.2625026702880859,14.608381271362305,0.5759541392326355,0.0,0.0,How many heads did the scarlet beast which a woman sat on have?
112, Blue,red,0.0741081237792968,14.36337685585022,0.7294474840164185,0.0,0.0,The empress Eirene had what color hair?
113, The rate of growth equals the interest rate.,rate of growth equals the interest rate,0.1177074909210205,15.827357053756714,0.9563601016998292,0.9333333333333332,0.9333333333333332,What is the rate of qrowth equal to?
114, The Tyneside docks.,Tyneside docks,0.0838282108306884,15.319875240325928,0.9683530926704408,0.8,0.8,Were was the hydraulic crane initially used?
115, Exposure to red decreases performance in cognitive tasks.,decreases performance,0.2770512104034424,15.77458143234253,0.3915093839168548,0.4,0.4,What is the effect of exposing a human to red when it comes to cognitive skills?
116, 19th century,19th,0.0890369415283203,14.941690444946287,0.7518644332885742,0.6666666666666666,0.6666666666666666,What century was game hunted as a trophy?
117, South,south,0.0958788394927978,14.447683095932009,1.0,1.0,1.0,Where does the Lalitpur Sub-Metropolitan City stand in relation to the Bagmati River?
118, Blood,Some oils and greases,0.0693051815032959,14.4070885181427,0.1706804931163787,0.0,0.0,What can boil away in extreme vaccum exposure?
119, Margittai,Margittai Neumann János,0.0797502994537353,14.79482889175415,0.5886616706848145,0.4,0.4,What was Von Neumann's given name as member of Austro-Hungarian nobility?
120, Partial pressure.,gaseous,0.1008291244506836,14.729275226593018,0.405805230140686,0.0,0.0,What type of pressure is less than atmospheric pressure in a vacuum?
121, switches operated by pulling on adjacent ropes.,switches operated by pulling on adjacent ropes,0.2721481323242187,15.625028371810911,0.9593944549560548,1.0,1.0, Many earlier built  freight elevators were controlled by what?
122, 500 ft/min,500,0.0828635692596435,14.972203493118286,0.4710484147071838,0.5,0.5,Electric elevators can reach speeds up to 3 m/s or how many feet per minute?
123, The direct integral.,study of rings of operators,0.0736289024353027,14.959468841552734,0.1301568448543548,0.0,0.0,What was introduced in von Neumann algebras?
124," 1,010 meters per minute (61 km/h)","1,010 metres per minute (61 km/h) in 16 seconds",0.0948157310485839,16.358614683151245,0.9171261787414552,0.7368421052631579,0.7368421052631579,How fast do the observation deck elevators travel?
125, A black hole.,The black hole,0.1033079624176025,14.864843368530272,0.9039730429649352,0.6666666666666666,0.6666666666666666,what is a perfect example of a filled vacuum showing a curvature?
126, The elevator will no longer respond to hall calls and will remain parked on a floor with its doors open until a floor is selected and the door close button is held until the elevator starts to travel.,it will no longer respond to hall calls,0.0811975002288818,21.3409435749054,0.541547417640686,0.3043478260869565,0.3043478260869565,What is the impact on an elevator set to independant service mode?
127," The mineral cinnabar, a common ore of mercury.",the mineral cinnabar,0.0824718475341796,16.33948588371277,0.7914156317710876,0.5454545454545454,0.5454545454545454,From where did vermilion originate?
128, 1928,1928,0.0901763439178466,14.775448322296144,1.0,1.0,1.0,When was the National Museum founded?
129, The Saint George's Cross.,St. George's Cross,0.263312816619873,15.286094188690186,0.9151928424835204,0.6666666666666665,0.6666666666666665,What is the cross on the banners used during the First Crusade known as?
130, Kurt Gödel,Kurt Gödel,0.0930597782135009,14.798402309417725,1.000000238418579,1.0,1.0,In 1930 who gave a strongly negative answer to Von Neuman's approach to the axiomatic system of theory of sets?
131, Marina,Marina,0.0901899337768554,14.402076005935667,1.0,1.0,1.0,What was Von Neumann's child's name?
132, General Advisory Committee,General Advisory Committee,0.0852236747741699,14.75851583480835,1.0,1.0,1.0,What committee did von Neumann serve on within the Atomic Energy Commission?
133, Carmine was made from the cochineal insect from Central and South America.,the carminic acid in tiny female scale insects,0.0679845809936523,17.07778811454773,0.3277958333492279,0.3,0.2,What was carmine made from?
134, Kermes,Polish Cochineal,0.0823812484741211,14.697128057479858,0.2050060629844665,0.0,0.0,The wealthiest in Europe used what red dye?
135, Torr,barometric scale,0.0765957832336425,14.60013484954834,-0.0164612960070371,0.0,0.0,What is another often used options to measure vacuum?
136, Gábor Szegő,Gábor Szegő,0.0713436603546142,15.236599206924438,1.0,1.0,1.0,Who did Von Neumann begin his studies of advanced calculus under?
137," The merge sort algorithm is a sorting algorithm that divides a list of elements into two halves, recursively sorts each half, and then merges the two sorted halves into a single sorted list.",the first and second halves of an array are each sorted recursively and then merged,0.0874998569488525,20.728010416030884,0.6224361658096313,0.3749999999999999,0.25,What does a merge sort algorithm do?
138, Boston,Boston,0.0648849010467529,14.420060396194458,1.0,1.0,1.0,What city does San Diego come in second to in the biotech industry?
139," The elevator will wait for a time, then proceed to go into nudging mode to tell everyone it's leaving the floor.","The elevator will wait an amount of time, then proceed to go into nudging mode to tell everyone the elevator is leaving the floor",0.0763211250305175,18.78796648979187,0.9796440005302428,0.7826086956521738,0.7826086956521738,What happens when an elevator goes into Phase one mode?
140, Courage.,courage,0.1378641128540039,14.637109518051147,0.8856794834136963,1.0,1.0,What trait do people most commonly link red with?
141, J. Robert Oppenheimer and Edward Teller.,J. Robert Oppenheimer and Edward Teller,0.2706751823425293,16.224441051483154,0.981179654598236,1.0,1.0,With whom did Von Neumann work on the Manhattan Project?
142, Vacuum exposure itself.,vacuum exposure,0.0802564620971679,14.886802911758425,0.8722269535064697,0.8,0.8,rapid decompression is more dangerous than what?
143, In the hoist-way.,in the hoist-way,0.0925691127777099,15.269298791885376,0.9668949842453004,1.0,1.0,Where will the counterweight be found?
144, Game theory,continuous geometry.,0.0777010917663574,14.580427885055542,0.0863031446933746,0.0,0.0,What field did Von Neuman establish?
145, Exodus,the Book of Exodus,0.27252197265625,14.400920867919922,0.8560976982116699,0.4,0.4,In which book of the Bible did God reference gifts of Blue Purple and Scarlet?
146, China,United States,0.0765304565429687,14.41013526916504,0.6075407862663269,0.0,0.0,What country is more religious than other developed nations?
147," A safety system designed to take effect if the cords broke, consisting of a beam pushed outwards by a steel spring.",a beam pushed outwards by a steel spring,0.0696477890014648,18.451751232147217,0.3488401174545288,0.5517241379310345,0.5517241379310345,What did the safety system consist of?
148, On the shaft way.,on the shaft way,0.0849390029907226,15.112579345703123,0.9813287258148192,1.0,1.0,The single door is sometimes located where?
149, Double deck elevators.,Double deck elevators,0.2699298858642578,15.126291513442991,0.9725394248962402,1.0,1.0,What type of elevators are used in the Taipei 101 office tower?
150, The East Is Red is the Party anthem of the Communist Party of China.,the Party anthem,0.0686151981353759,16.870868682861328,0.5398454666137695,0.3529411764705882,0.3529411764705882,"In terms of the Communist Party of China, what is ""The East is Red?"""
151, Floor indicators.,direction lanterns,0.101264476776123,14.748202085494995,0.2647818326950073,0.0,0.0,What type of lanterns are used outside elevators as well as inside most cabs?
152, Green and blue.,Green Blue,0.0679600238800048,14.942927837371826,0.8422619104385376,0.8,0.8,Which two colors besides red make up the RGB color system?
153," Von Neumann made significant contributions to the field of computing, including the development of the merge sort algorithm, the concept of the stored-program computer, and the idea of a universal constructor.","Von Neumann architecture, linear programming, self-replicating machines, stochastic computing",0.0668854713439941,20.78085994720459,0.5447131395339966,0.1904761904761904,0.1904761904761904,What were Von Neuman's contributions to the field of computing?
154, Yes.,"proving that the growth rate equals the interest rate were remarkable achievements, even for von Neumann",0.0907609462738037,14.568536281585692,0.022553177550435,0.0,0.0,Was the economic model successful?
155, The Renaissance,the Renaissance,0.0811097621917724,14.520264625549316,1.0,1.0,1.0,When did mosaic fall out of fashion?
156, 39 days,39,0.0849597454071044,14.77894639968872,0.5912355184555054,0.6666666666666666,0.6666666666666666,How many days did the recount after the 2000 US election last for?
157, social protocols,social protocols,0.2635412216186523,14.593974351882936,1.0000001192092896,1.0,1.0,"The invention of elevators brought with it questions of social etiquette and formalities, generally referred to as what?"
158, 1949,1949,0.0755858421325683,14.75355100631714,1.0000001192092896,1.0,1.0,In what year was the Auto-Sembly process created?
159, Low Earth orbit.,low Earth orbit,0.1029160022735595,14.948298215866089,0.9019339084625244,1.0,1.0,Where do most satellites operate?
160, René Descartes,Descartes,0.0872347354888916,15.109091520309448,0.7659062147140503,0.6666666666666666,0.6666666666666666,Whose work with metaphysics would come to define the notion of empty space?
161, Helps passengers adapt smoothly to pressure changes.,help passengers adapt smoothly to pressure changes,0.0803186893463134,15.641760110855104,0.9288209676742554,1.0,1.0,What does cabin pressure control do? 
162, Quantum disjunction can be true even when both disjuncts are false.,can be true even when both of the disjuncts are false,0.0852303504943847,17.095298051834106,0.8029748797416687,0.8181818181818182,0.8181818181818182,What is the difference of quantum disjunction from classic?
163, 1949,1949,0.2711098194122314,14.752986907958984,1.0000001192092896,1.0,1.0,In what year was the Auto-Sembly process created?
