idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
36," September 21, 1988",born 6 September 1988,90.61134362220764,97.19426608085632,0.641517162322998,0.5714285714285715,0.5714285714285715
37, Stevie Nicks,Queen of Rock and Roll.,90.84833216667175,96.1408212184906,0.3749334216117859,0.0,0.0
38," Gospel Advocate has been in publication longer, since 1866, while Star Wars Insider was first published in 1987.",Gospel Advocate,90.41470432281494,104.56566715240479,0.5347685217857361,0.19999999999999998,0.19999999999999998
39, New York City.,New York City,91.02255249023438,96.10212635993958,0.9656890034675598,1.0,1.0
40, Nabil Kanso,Nabil Kanso,90.27240633964539,96.0082049369812,1.0000001192092896,1.0,1.0
41," Peter Cornell played the character Vakidis in the 2008 film ""Semi-Pro"".",Kent Alterman,90.51526045799255,101.79696941375732,0.29054316878318787,0.0,0.0
42, Queens County,Nassau County,90.24618864059448,94.67839360237122,0.6718270778656006,0.5,0.5
43, Hartford Whalers,The Hartford Whalers,90.97412157058716,95.82802224159241,0.9842548370361328,0.8,0.8
44, super-heavy tank,operational tank ever made,90.49996566772461,95.1329562664032,0.6047670841217041,0.28571428571428575,0.28571428571428575
45, Dornier Do 228,Dornier Do 228,91.02909636497498,97.21584558486938,1.0,1.0,1.0
46, Jared Leto has acted in more films.,Jared Joseph Leto,90.5249834060669,97.93952369689941,0.7530385851860046,0.4,0.4
47, Island Records,Island Records,90.76077318191528,94.97390556335449,1.0,1.0,1.0
48, 1970,1970,90.39371919631958,95.252938747406,1.0,1.0,1.0
49," ""Tsst""","on May 3, 2006",90.94237208366394,96.24285578727722,0.0011727958917617798,0.0,0.0
50, Altoona,"46,320",90.75777292251587,95.17889618873596,0.10262086987495422,0.0,0.0
51, International Data Group (IDG),International Data Group,90.30321979522705,96.67158532142639,0.8374391794204712,0.8571428571428571,0.8571428571428571
52, Jennifer Love Hewitt,Jennifer Love Hewitt,90.49614357948303,95.776287317276,0.9999999403953552,1.0,1.0
53, flowering plants,genus,90.37558317184448,94.79514789581299,0.3562871217727661,0.0,0.0
54, Sergio Martínez,Sergio Gabriel Martínez,90.05991911888123,95.36777830123901,0.9377797842025757,0.8571428571428571,0.8571428571428571
55, 15 animals,15 animals,90.46078658103943,95.30165386199951,0.9999998807907104,1.0,1.0
56," ""Laptop""","Received the nickname ""Laptop""",90.73094725608826,96.03075623512268,0.7500472068786621,0.4,0.4
57, Mayo Methot,Mayo Methot,90.48482489585876,95.34591913223267,1.000000238418579,1.0,1.0
58, New York City,New York City,90.48624587059021,95.35836267471313,1.0,1.0,1.0
59," ""Tokyo Joe"" (1949)",Roogie's Bump,90.40447282791138,97.83007860183716,-0.006660938262939453,0.0,0.0
60, Gallery,Gallery,90.51680755615234,94.49312853813171,1.0,1.0,1.0
61, Yes.,yes,90.24719882011414,94.65877437591553,0.836855947971344,1.0,1.0
62, Carlo Rovelli,Carlo Rovelli,90.36393570899963,95.69416666030884,1.000000238418579,1.0,1.0
63," May 28, 2016.","May 28, 2016",91.2533769607544,98.06488037109375,0.9752662181854248,1.0,1.0
