idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
53, Yes.,no,86.87304019927979,90.85711741447449,0.5598188042640686,0.0,0.0
54, They were both writers.,writer,86.93233680725098,92.19128680229187,0.5271021127700806,0.4,0.4
55, The Nobel Prize in Physiology or Medicine in 1963.,1963 Nobel Prize,87.26159167289734,95.46467232704163,0.8100225329399109,0.5,0.3333333333333333
56, Arthur Lake,Arthur Lake,86.61762285232544,90.60791087150574,1.0,1.0,1.0
57," Portland, Oregon.",Portland,86.61982274055481,91.43425369262695,0.886019229888916,0.6666666666666666,0.6666666666666666
58, 1948,1952,86.94147896766663,91.31424641609192,0.6590051054954529,0.0,0.0
59, James Wan,James Wan,87.19999861717224,91.1529324054718,1.0,1.0,1.0
60, Robert Rodriguez and Frank Miller.,Chad Stahelski and David Leitch,86.91530919075012,92.56177234649658,0.5184646844863892,0.20000000000000004,0.20000000000000004
61," Carl Wayne was born first, on August 18, 1943.",Carl Wayne,86.78831219673157,96.27272343635559,0.6685842275619507,0.3636363636363636,0.3636363636363636
62," April 24, 1943","April 24, 1943",86.81439399719238,92.89488983154297,0.9999999403953552,1.0,1.0
63, Religious pilgrims,Baishakhi pilgrims,86.96948409080505,91.33681511878967,0.6786759495735168,0.5,0.5
