KVcache prepared in 64.99807858467102 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 3.159799098968506
[57]: [Cumulative]: Semantic Similarity: 0.82666,	 cache time: 2.5486123972925645e-07,	 generate time: 3.26055358196127
[58]: Semantic Similarity: 0.56378,	 cache time: 2.384185791015625e-07,	 generate time: 7.431546211242676
[58]: [Cumulative]: Semantic Similarity: 0.82221,	 cache time: 2.545825505660752e-07,	 generate time: 3.3312483722880737
[59]: Semantic Similarity: 0.98357,	 cache time: 2.384185791015625e-07,	 generate time: 1.4635906219482422
[59]: [Cumulative]: Semantic Similarity: 0.8249,	 cache time: 2.5431315104166666e-07,	 generate time: 3.300120743115743
[60]: Semantic Similarity: 0.9693,	 cache time: 0.0,	 generate time: 1.8154807090759277
[60]: [Cumulative]: Semantic Similarity: 0.82727,	 cache time: 2.501440829918033e-07,	 generate time: 3.2757823819019753
[61]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.4697675704956055
[61]: [Cumulative]: Semantic Similarity: 0.83005,	 cache time: 2.499549619613155e-07,	 generate time: 3.24665311075026
[62]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.4608194828033447
[62]: [Cumulative]: Semantic Similarity: 0.83275,	 cache time: 2.497718447730655e-07,	 generate time: 3.218306545227293
[63]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.443371057510376
[63]: [Cumulative]: Semantic Similarity: 0.83536,	 cache time: 2.4959444999694824e-07,	 generate time: 3.190573178231716
[64]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.7841413021087646
[64]: [Cumulative]: Semantic Similarity: 0.83789,	 cache time: 2.4942251352163463e-07,	 generate time: 3.1689357647529017
[65]: Semantic Similarity: 0.85335,	 cache time: 0.0,	 generate time: 3.1634905338287354
[65]: [Cumulative]: Semantic Similarity: 0.83813,	 cache time: 2.4564338452888257e-07,	 generate time: 3.1688532612540503
[66]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.0952999591827393
[66]: [Cumulative]: Semantic Similarity: 0.84055,	 cache time: 2.455355516120569e-07,	 generate time: 3.1379047045067177
[67]: Semantic Similarity: 0.97734,	 cache time: 0.0,	 generate time: 1.7853350639343262
[67]: [Cumulative]: Semantic Similarity: 0.84256,	 cache time: 2.4192473467658547e-07,	 generate time: 3.1180139744983
[68]: Semantic Similarity: 0.96982,	 cache time: 2.384185791015625e-07,	 generate time: 1.7847015857696533
[68]: [Cumulative]: Semantic Similarity: 0.8444,	 cache time: 2.418739208276721e-07,	 generate time: 3.098690606545711
[69]: Semantic Similarity: 0.89884,	 cache time: 2.384185791015625e-07,	 generate time: 2.475616693496704
[69]: [Cumulative]: Semantic Similarity: 0.84518,	 cache time: 2.418245588030134e-07,	 generate time: 3.0897895506450106
[70]: Semantic Similarity: 0.52111,	 cache time: 2.384185791015625e-07,	 generate time: 10.196909427642822
[70]: [Cumulative]: Semantic Similarity: 0.84061,	 cache time: 2.4177658725792253e-07,	 generate time: 3.1898898306027266
[71]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.469710350036621
[71]: [Cumulative]: Semantic Similarity: 0.84283,	 cache time: 2.4172994825575086e-07,	 generate time: 3.1659984489281974
[72]: Semantic Similarity: 0.89788,	 cache time: 2.384185791015625e-07,	 generate time: 1.4653801918029785
[72]: [Cumulative]: Semantic Similarity: 0.84358,	 cache time: 2.4168458703446063e-07,	 generate time: 3.1427023084196324
[73]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.8040800094604492
[73]: [Cumulative]: Semantic Similarity: 0.8457,	 cache time: 2.416404517921242e-07,	 generate time: 3.124612817893157
[74]: Semantic Similarity: 0.96551,	 cache time: 2.384185791015625e-07,	 generate time: 2.153397560119629
[74]: [Cumulative]: Semantic Similarity: 0.84729,	 cache time: 2.4159749348958335e-07,	 generate time: 3.1116632811228433
[75]: Semantic Similarity: 0.29925,	 cache time: 2.384185791015625e-07,	 generate time: 5.293025255203247
[75]: [Cumulative]: Semantic Similarity: 0.84008,	 cache time: 2.415556656686883e-07,	 generate time: 3.1403654123607434
[76]: Semantic Similarity: 0.61951,	 cache time: 2.384185791015625e-07,	 generate time: 7.118612289428711
[76]: [Cumulative]: Semantic Similarity: 0.83722,	 cache time: 2.4151492428469965e-07,	 generate time: 3.192030956218769
[77]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.835155963897705
[77]: [Cumulative]: Semantic Similarity: 0.8393,	 cache time: 2.414752275515825e-07,	 generate time: 3.1746351229838834
[78]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.4724500179290771
[78]: [Cumulative]: Semantic Similarity: 0.84134,	 cache time: 2.4143653579905065e-07,	 generate time: 3.1530884760844557
[79]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.7658233642578125
[79]: [Cumulative]: Semantic Similarity: 0.84332,	 cache time: 2.41398811340332e-07,	 generate time: 3.1232476621866225
[80]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1190834045410156
[80]: [Cumulative]: Semantic Similarity: 0.84526,	 cache time: 2.4136201834972995e-07,	 generate time: 3.098504893573714
[81]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.4752016067504883
[81]: [Cumulative]: Semantic Similarity: 0.84714,	 cache time: 2.4132612274914253e-07,	 generate time: 3.0787085120270894
[82]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 1.1092755794525146
[82]: [Cumulative]: Semantic Similarity: 0.84899,	 cache time: 2.384185791015625e-07,	 generate time: 3.054980404405709
[83]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 3.181225538253784
[83]: [Cumulative]: Semantic Similarity: 0.85078,	 cache time: 2.384185791015625e-07,	 generate time: 3.056483322665805
[84]: Semantic Similarity: 0.44779,	 cache time: 2.384185791015625e-07,	 generate time: 8.014795303344727
[84]: [Cumulative]: Semantic Similarity: 0.84604,	 cache time: 2.384185791015625e-07,	 generate time: 3.1148164047914393
[85]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.782820701599121
[85]: [Cumulative]: Semantic Similarity: 0.84783,	 cache time: 2.384185791015625e-07,	 generate time: 3.099328082661296
[86]: Semantic Similarity: 0.58128,	 cache time: 2.384185791015625e-07,	 generate time: 1.0890400409698486
[86]: [Cumulative]: Semantic Similarity: 0.84477,	 cache time: 2.384185791015625e-07,	 generate time: 3.0762213235613944
[87]: Semantic Similarity: 0.92057,	 cache time: 2.384185791015625e-07,	 generate time: 2.131624221801758
[87]: [Cumulative]: Semantic Similarity: 0.84563,	 cache time: 2.384185791015625e-07,	 generate time: 3.065487265586853
[88]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1016173362731934
[88]: [Cumulative]: Semantic Similarity: 0.84736,	 cache time: 2.384185791015625e-07,	 generate time: 3.043421311324902
[89]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.4544260501861572
[89]: [Cumulative]: Semantic Similarity: 0.84906,	 cache time: 2.384185791015625e-07,	 generate time: 3.02576580842336
[90]: Semantic Similarity: 0.80713,	 cache time: 2.384185791015625e-07,	 generate time: 1.8013083934783936
[90]: [Cumulative]: Semantic Similarity: 0.8486,	 cache time: 2.384185791015625e-07,	 generate time: 3.0123102324349538
[91]: Semantic Similarity: 0.44556,	 cache time: 2.384185791015625e-07,	 generate time: 2.851213216781616
[91]: [Cumulative]: Semantic Similarity: 0.84422,	 cache time: 2.384185791015625e-07,	 generate time: 3.0105591779169827
[92]: Semantic Similarity: 0.85739,	 cache time: 2.384185791015625e-07,	 generate time: 1.821164846420288
[92]: [Cumulative]: Semantic Similarity: 0.84436,	 cache time: 2.384185791015625e-07,	 generate time: 2.9977699915568032
[93]: Semantic Similarity: 0.33271,	 cache time: 4.76837158203125e-07,	 generate time: 1.1175150871276855
[93]: [Cumulative]: Semantic Similarity: 0.83892,	 cache time: 2.409549469643451e-07,	 generate time: 2.9777672798075576
[94]: Semantic Similarity: 0.95854,	 cache time: 2.384185791015625e-07,	 generate time: 2.1705377101898193
[94]: [Cumulative]: Semantic Similarity: 0.84018,	 cache time: 2.4092824835526317e-07,	 generate time: 2.9692701264431602
[95]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.4696159362792969
[95]: [Cumulative]: Semantic Similarity: 0.84184,	 cache time: 2.409021059672038e-07,	 generate time: 2.9536487286289534
[96]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1204102039337158
[96]: [Cumulative]: Semantic Similarity: 0.84347,	 cache time: 2.408765025974549e-07,	 generate time: 2.9347493623949816
[97]: Semantic Similarity: 1.0,	 cache time: 0.0,	 generate time: 1.4634661674499512
[97]: [Cumulative]: Semantic Similarity: 0.84507,	 cache time: 2.384185791015625e-07,	 generate time: 2.9197362685690122
[98]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.8200337886810303
[98]: [Cumulative]: Semantic Similarity: 0.84663,	 cache time: 2.384185791015625e-07,	 generate time: 2.9086281627115578
[99]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.107564926147461
[99]: [Cumulative]: Semantic Similarity: 0.84817,	 cache time: 2.384185791015625e-07,	 generate time: 2.8906175303459167
[100]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.445829153060913
[100]: [Cumulative]: Semantic Similarity: 0.84967,	 cache time: 2.384185791015625e-07,	 generate time: 2.8763126949272535
[101]: Semantic Similarity: 0.72307,	 cache time: 2.384185791015625e-07,	 generate time: 1.4399828910827637
[101]: [Cumulative]: Semantic Similarity: 0.84843,	 cache time: 2.384185791015625e-07,	 generate time: 2.86223103018368
[102]: Semantic Similarity: 0.44225,	 cache time: 2.384185791015625e-07,	 generate time: 1.0949110984802246
[102]: [Cumulative]: Semantic Similarity: 0.84449,	 cache time: 2.384185791015625e-07,	 generate time: 2.8450725842448112
[103]: Semantic Similarity: 0.40691,	 cache time: 2.384185791015625e-07,	 generate time: 1.7867891788482666
[103]: [Cumulative]: Semantic Similarity: 0.84028,	 cache time: 2.384185791015625e-07,	 generate time: 2.8348967822698445
[104]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 2.162039041519165
[104]: [Cumulative]: Semantic Similarity: 0.8418,	 cache time: 2.384185791015625e-07,	 generate time: 2.828488613310314
[105]: Semantic Similarity: 0.82756,	 cache time: 2.384185791015625e-07,	 generate time: 1.461272954940796
[105]: [Cumulative]: Semantic Similarity: 0.84167,	 cache time: 2.384185791015625e-07,	 generate time: 2.8155903523823
[106]: Semantic Similarity: 0.97861,	 cache time: 2.384185791015625e-07,	 generate time: 2.498502492904663
[106]: [Cumulative]: Semantic Similarity: 0.84295,	 cache time: 2.384185791015625e-07,	 generate time: 2.8126269144432565
[107]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.098755121231079
[107]: [Cumulative]: Semantic Similarity: 0.8444,	 cache time: 2.384185791015625e-07,	 generate time: 2.7967577311727734
[108]: Semantic Similarity: 0.81418,	 cache time: 2.384185791015625e-07,	 generate time: 3.1854240894317627
[108]: [Cumulative]: Semantic Similarity: 0.84412,	 cache time: 2.384185791015625e-07,	 generate time: 2.8003234775788193
[109]: Semantic Similarity: 0.81418,	 cache time: 2.384185791015625e-07,	 generate time: 3.1849887371063232
[109]: [Cumulative]: Semantic Similarity: 0.84385,	 cache time: 2.384185791015625e-07,	 generate time: 2.803820434483615
[110]: Semantic Similarity: 0.44473,	 cache time: 2.384185791015625e-07,	 generate time: 2.4898602962493896
[110]: [Cumulative]: Semantic Similarity: 0.84025,	 cache time: 2.384185791015625e-07,	 generate time: 2.800991964769793
[111]: Semantic Similarity: 1.0,	 cache time: 7.152557373046875e-07,	 generate time: 1.4488976001739502
[111]: [Cumulative]: Semantic Similarity: 0.84168,	 cache time: 2.426760537283761e-07,	 generate time: 2.78891969365733
[112]: Semantic Similarity: 0.2662,	 cache time: 2.384185791015625e-07,	 generate time: 4.58904242515564
[112]: [Cumulative]: Semantic Similarity: 0.83659,	 cache time: 2.4263837696176715e-07,	 generate time: 2.804849983316607
[113]: Semantic Similarity: 0.54028,	 cache time: 2.384185791015625e-07,	 generate time: 1.4608004093170166
[113]: [Cumulative]: Semantic Similarity: 0.83399,	 cache time: 2.426013611910636e-07,	 generate time: 2.793060074772751
[114]: Semantic Similarity: 0.67022,	 cache time: 2.384185791015625e-07,	 generate time: 1.785881519317627
[114]: [Cumulative]: Semantic Similarity: 0.83256,	 cache time: 2.42564989172894e-07,	 generate time: 2.784302000377489
[115]: Semantic Similarity: 0.97337,	 cache time: 2.384185791015625e-07,	 generate time: 2.4782278537750244
[115]: [Cumulative]: Semantic Similarity: 0.83378,	 cache time: 2.4252924425848597e-07,	 generate time: 2.7816634301481575
[116]: Semantic Similarity: 0.71504,	 cache time: 2.384185791015625e-07,	 generate time: 2.472679615020752
[116]: [Cumulative]: Semantic Similarity: 0.83276,	 cache time: 2.4249411036825586e-07,	 generate time: 2.7790225428393764
[117]: Semantic Similarity: 0.97172,	 cache time: 2.384185791015625e-07,	 generate time: 1.802049160003662
[117]: [Cumulative]: Semantic Similarity: 0.83394,	 cache time: 2.4245957196769067e-07,	 generate time: 2.770743107391616
[118]: Semantic Similarity: 0.97128,	 cache time: 2.384185791015625e-07,	 generate time: 2.4896597862243652
[118]: [Cumulative]: Semantic Similarity: 0.8351,	 cache time: 2.424256140444459e-07,	 generate time: 2.7683810626759247
[119]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.1031954288482666
[119]: [Cumulative]: Semantic Similarity: 0.83647,	 cache time: 2.4239222208658853e-07,	 generate time: 2.754504515727361
[120]: Semantic Similarity: 0.75145,	 cache time: 2.384185791015625e-07,	 generate time: 1.4479401111602783
[120]: [Cumulative]: Semantic Similarity: 0.83577,	 cache time: 2.423593820619189e-07,	 generate time: 2.7437064627970544
[121]: Semantic Similarity: 0.88832,	 cache time: 2.384185791015625e-07,	 generate time: 2.4750235080718994
[121]: [Cumulative]: Semantic Similarity: 0.8362,	 cache time: 2.4232708039830943e-07,	 generate time: 2.741504143496029
[122]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.0957956314086914
[122]: [Cumulative]: Semantic Similarity: 0.83753,	 cache time: 2.4229530396500256e-07,	 generate time: 2.728124399495319
[123]: Semantic Similarity: 0.03902,	 cache time: 2.384185791015625e-07,	 generate time: 2.822254180908203
