idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
36, Create an environment in which there is a culture of respect for individual differences and the ability to draw in talent and ideas from all segments of the population.,draw in talent and ideas from all segments of the population,0.0458326339721679,7.404463291168213,0.6877642869949341,0.5499999999999999,0.5499999999999999,Having a diverse workplace allows for employers to do what?,1
37, Five times.,five,0.0543227195739746,4.893758296966553,0.6817899346351624,0.6666666666666666,0.6666666666666666,How many sectors make up the Kathmandu metropolitan area?,0
38," Shiraz, a city in Persia (modern-day Iran).",Shiraz,0.0464522838592529,5.8197550773620605,0.7104108333587646,0.2222222222222222,0.2222222222222222,What is the sixth most populous city of Iran?,1
39, The main purpose of the Government Contract Committee was to conduct surveys of the racial composition of federal employees and tax-supported contractors and to impose contractors with the primary responsibility of desegregation within their own companies and corporations.,conducted surveys of the racial composition of federal employees and tax-supported contractors,0.0453782081604003,8.530144929885864,0.6623138785362244,0.5,0.5,What was the main purpose of the Government Contract Committee?,1
40, Total phenolic content.,Total phenolic content,0.057133674621582,5.071134328842163,0.9618061780929564,1.0,1.0,What is the laboratory index of antioxidant strength in grapes known as? ,1
41," The plaintiffs claimed the university had a ""race-conscious policy"" that ""violated their civil and constitutional rights"".",race-conscious policy,0.0508210659027099,6.665822982788086,0.5389236211776733,0.3,0.3,What did the plaintiffs claim the university had for an admissions policy?,1
42," Philip Anschutz, a businessman and oil company leader, is an alumnus of the University of Kansas.",Charles E. Spahr,0.0546684265136718,6.756723642349243,0.2625060677528381,0.0,0.0,What oil company leader is an alumnus of the University of Kansas?,0
43, UCLA,UCLA,0.04636812210083,4.701754570007324,1.0000001192092896,1.0,1.0,To which university does Richard H. Sander belong?,1
44, Defense contractors.,Federal Government and on government contracts,0.047278881072998,4.899114847183228,0.3534558415412903,0.0,0.0,What were the affected industries in terms of regulation as a result of Executive Order 10925?,0
45, Harry S. Truman,Truman,0.0584032535552978,4.9923095703125,0.8885840177536011,0.5,0.5,Which president initially began to desegregate the US military?,1
46, Student programs.,Student Union Activities,0.0457468032836914,4.886202573776245,0.5858265161514282,0.4,0.4,What is the name of a potential recipient of funds from enterprises like the bookstore and dining centers at KU?,0
47, Economics,economics,0.0589451789855957,4.698349714279175,1.0,1.0,1.0,What area of study did professor Mark Long have a degree in?,1
48, 1952,1952,0.0586490631103515,4.875503063201904,0.9999999403953552,1.0,1.0,When did Armenia begin winning Olympic medals?,1
49," The ""Philadelphia Order""",Philadelphia Order,0.0524189472198486,5.079935073852539,0.9532105922698976,0.8,0.8,Which piece of legislation was begun in 1969?,1
50, Ward Connerly,Ward Connerly,0.0660693645477294,4.991518497467041,1.0,1.0,1.0,Who is an example of someone that states that affirmative action is another form of discrimination?,1
51, Arthur Fletcher,Arthur Fletcher,0.0588212013244628,4.769865274429321,1.0,1.0,1.0,Who held the position of Assistant Secretary of Labor?,1
52," Those who oppose affirmative action argue that the compensation argument is morally indefensible because if blacks were harmed for being black in the past, then preferential treatment for this same trait is illogical.",preferential treatment for this same trait is illogical,0.0483810901641845,8.139899253845215,0.4522701799869537,0.3902439024390244,0.3902439024390244,Which argument is being made by those who oppose affirmative action in relation to the compensation argument?,1
53, Nearly 8 million servicemen and women were educated under the provisions of the GI Bill after World War II.,Nearly 8 million,0.0476660728454589,6.668806791305542,0.3767651319503784,0.2727272727272727,0.2727272727272727,How many servicemen and women were educated as a result of the GI Bill?,1
54, Caucasian students.,Caucasian students,0.0757973194122314,4.877788305282593,0.9851961731910706,1.0,1.0,Who supposedly suffers no detrimental effects from classroom diversity?,1
55, The Fair Employment Practices Committee.,Fair Employment Practices Committee,0.0524196624755859,5.144977331161499,0.973304033279419,0.888888888888889,0.888888888888889,What does the FEPC stand for?,1
56," ""The descendants""",the descendants,0.0459597110748291,4.9822916984558105,0.9407477974891664,1.0,1.0,What did the African American students at Harvard that could trace their lineage back multiple generations begin calling themselves?,1
57, Minority enrollment returned to pre-1996 levels.,returned minority enrollment to pre-1996 levels,0.0559289455413818,5.548497915267944,0.9660176634788512,1.0,0.8571428571428571,"After the state passed the top 10% rule, what happened to minority enrollment?",1
58, Racial classifications.,racial,0.0458407402038574,4.955600738525391,0.7350107431411743,0.6666666666666666,0.6666666666666666,What type of caste system is mass incarceration compared to?,1
59, The University of Kansas.,Northwestern,0.0452311038970947,5.048891305923462,0.498418778181076,0.0,0.0,Where is the home of the Buffet Center for International and Comparative Studies?,0
60, American Association of University Professors,American Association of University Professors,0.0559444427490234,5.246008157730103,1.0,1.0,1.0,What does AAUP stand for?,1
61, Ancient Egyptian hieroglyphics record the cultivation of purple grapes.,hieroglyphics,0.0514979362487793,5.840040922164917,0.4217088520526886,0.1999999999999999,0.1999999999999999,How do we know that wine was made in ancient Egypt?,1
62, June 2016.,June 2016,0.1019070148468017,5.079192161560059,0.9801039099693298,1.0,1.0,When will the Supreme Court likely hear the case for the second time?,1
63," 3,371 students","3,371",0.047581672668457,5.086262702941895,0.6740282773971558,0.8,0.8,"In the autumn of 2014, how many people attended the University of Kansas's Medical Center?",1
64, Reservations.,reservations,0.0473008155822753,4.893160581588745,0.9546597003936768,1.0,1.0,"Tribes hold land in Oklahoma, but what isn't it called?",0
65," Overland Park, Kansas.",Overland Park,0.0546662807464599,5.155595779418945,0.8808357119560242,0.8,0.8,In what city is the Edwards Campus located?,1
66, Vice President Lyndon B. Johnson.,Vice President Johnson,0.0502691268920898,5.34758734703064,0.8419579863548279,0.7499999999999999,0.7499999999999999,Who did Lockheed sign an agreement with to seek out more minority workers?,1
67, Senate Minority Leader,Senate Minority Leader,0.053375244140625,4.892061948776245,1.0,1.0,1.0,What position of importance other than Senator did Everett Dirksen hold?,1
68," The main branch of the University of Kansas is located in Lawrence, Kansas, on Mount Oread, the highest location in Lawrence.",Lawrence,0.0642533302307128,7.032997608184815,0.3171905875205993,0.0909090909090909,0.0909090909090909,Where is the business school at KU located?,0
69," The term ""affirmative action"" was chosen over ""positive action"" because of its alliterative quality.",alliterative quality,0.0499730110168457,6.76877498626709,0.3861429691314697,0.25,0.25,"What was the main reason that ""affirmative action"" was chosen over ""positive action""?",1
70, The main aim of Executive Order 11114 was to encourage the elimination of discrimination in employment by requiring federal funds recipients to comply with the government's policies on affirmative action.,elimination of discrimination in employment,0.0444257259368896,7.785807847976685,0.4676779508590698,0.2777777777777777,0.2777777777777777,What was the main aim of Executive Order 11114?,1
71, They experienced prejudice and discrimination in the forms of not being able to become naturalized citizens and struggling with school segregation laws.,not having the ability to become naturalized citizens,0.0471363067626953,6.81895112991333,0.4884663820266723,0.3999999999999999,0.3333333333333333,What form of discrimination did early Asian immigrants experience?,1
72, Inclusion.,make special efforts at inclusion,0.0481164455413818,4.89958643913269,0.6480165719985962,0.3333333333333333,0.3333333333333333,What do proponents of affirmative action believe is the best way to combat exclusionary practices?,1
73," They were required to take affirmative action to ensure that applicants were employed, and employees were treated during employment, without regard to their race, creed, color, or national origin.",comply to the government's policies on affirmative action,0.0592308044433593,7.867427825927734,0.669853925704956,0.1578947368421052,0.1578947368421052,What was anyone who received federal funding of any sort required to do under the Executive Order?,1
74," Latinos are the least well-educated major ethnic group in the US, with a 3% drop in high school completion rate between 1975-1990.",least well educated,0.05711030960083,7.590494155883789,0.4463938772678375,0.2222222222222222,0.2222222222222222,"In relation to other major ethnic groups, what is the education level of Latinos?",1
75," According to the text, a racial classification could only be upheld if it was necessary to promote a compelling governmental interest.",necessary to promote a compelling governmental interest,0.0854129791259765,6.748619556427002,0.3919867277145386,0.5,0.5,What was the only situation in which a racial classification could be considered acceptable?,1
76," Kansas City, Kansas.",Kansas City,0.049924612045288,5.077634572982788,0.9406465888023376,0.8,0.8,In what city can KU's hospital be found?,1
77, The two tracts of study offered at KU's School of Journalism and Mass Communications are: 1) News and Information and 2) Strategic Communication.,News and Information and Strategic Communication,0.0485444068908691,7.590196371078491,0.6618227362632751,0.4,0.4,What are the two different programs offered at KU's Schoold of Journalism?,1
78," The University of Kansas School of Architecture, Design, and Planning (SADP)","The University of Kansas School of Architecture, Design, and Planning",0.0647807121276855,6.193147897720337,0.8961268067359924,0.9523809523809524,0.9523809523809524,What KU school is abbreviated as SADP?,1
79, 5,five,0.0645637512207031,4.7724082469940186,0.9229784607887268,0.0,0.0,How many sectors make up the Kathmandu metropolitan area?,1
80, Harvard University and the University of North Carolina at Chapel Hill had lawsuits filed against them.,University of Texas,0.055821418762207,6.18493390083313,0.3526089787483215,0.2105263157894736,0.2105263157894736,Which University had a lawsuit filed against it?,0
81, Faculty members believed that diversity helps students to reach the essential goals of a college education.,helps students to reach the essential goals of a college education,0.0454626083374023,6.200038194656372,0.6315665245056152,0.8148148148148148,0.8148148148148148,What did a study claim about the beliefs of faculty members on increased diversity?,1
82, U.S. Senator Robert F. Wagner of New York.,Senator Robert F. Wagner,0.0496222972869873,5.734848976135254,0.8960556983947754,0.6153846153846153,0.6153846153846153,Who was the author of the National Labor Relations Act?,1
83, 62,62,0.0612280368804931,4.793803453445435,1.0,1.0,1.0,How many insititutions comprise the Association of American Universities' membership?,1
84, 1924,1924,0.0468726158142089,4.89471960067749,1.000000238418579,1.0,1.0,The Quarter Century Club began in this year.,1
85, 5 executive orders were issued to help prevent discrimination.,two,0.0473628044128418,5.641334772109985,0.040728636085987,0.0,0.0,How many types are Nepali works of art typically divided into?,0
86, Minorities.,racial minorities,0.0629398822784423,4.888938665390015,0.9040446877479552,0.6666666666666666,0.6666666666666666,Affirmative action attempts to ask institutions to grant extra consideration to what group of people outside of Native Americans and women?,1
87, KANU,KANU,0.0544157028198242,4.890082359313965,1.0000001192092896,1.0,1.0,What are the call letters of the National Public Radio affiliate that broadcasts from KU?,1
88, The African American Policy Forum.,African American Policy Forum,0.0453884601593017,5.156720399856567,0.9741945266723632,0.888888888888889,0.888888888888889,Which organization believed in the class based argument?,1
89, Proposition 209.,Proposition 209,0.0612502098083496,4.986835241317749,0.9721108675003052,1.0,1.0,Which legislative work prohibited the use of racial preferences for admissions in the state of California?,1
90, Resveratrol.,resveratrol,0.045522928237915,5.080531120300293,0.9695053696632384,1.0,1.0,What substance is absorbed by wine when grapes are fermented with their skins?,1
91, The two parts of the University of Kansas house in the College of Liberal Arts and Sciences are the School of the Arts and the School of Public Affairs & Administration.,the School of the Arts and the School of Public Affairs & Administration,0.0441358089447021,7.59605860710144,0.626600444316864,0.5714285714285715,0.5714285714285715,What are two parts of the University of Kansas house in the College of Liberal Arts and Sciences?,1
92, The Project on Fair Representation.,Project on Fair Representation,0.0447964668273925,5.175193309783936,0.9716246128082277,0.888888888888889,0.888888888888889,What is the Students for Fair Admissions an offshoot of?,1
93, Vitis vinifera,Vitis vinifera,0.0654876232147216,5.042080640792847,1.0000001192092896,1.0,1.0,What species of grape are grown by Black Monukka?,1
94, The University Daily Kansan is available in print and online.,print and online,0.0442051887512207,5.811671257019043,0.3693323731422424,0.4615384615384615,0.4615384615384615,In what two forms of media is the Daily Kansan available?,1
95, Legacy admissions.,legacy admissions,0.0590593814849853,4.893478631973267,0.9618240594863892,1.0,1.0,What is another term for kids who get preferential treatment due to their parents attending the same university?,1
96, 1976,1976,0.0509407520294189,4.893808364868164,1.0,1.0,1.0,"When was the suffix ""in St. Louis"" added to Washington University?",1
97, Education.,education,0.0536658763885498,4.798297643661499,0.8862890601158142,1.0,1.0,What did Reformers increase so that their followers could read the Bible?,1
98," Set ""goals"" and ""timetables"" for diversity.","""goals"" and ""timetables"" for diversity could be set",0.0482268333435058,5.825910568237305,0.9686267375946044,0.8571428571428571,0.7142857142857143,"Instead of being allowed to set numerical targets, what did the Court rule that universities are allowed to do?",1
99, Affirmative action advancements slowed down after the Nixon administration.,became less prevalent,0.04583740234375,5.730257034301758,0.3380530476570129,0.0,0.0,"In terms of advancement, what happened to the progression of affirmative action after the Nixon administration?",1
100," Amos Adams Lawrence provided $10,000 of the necessary endowment fund.",Amos Adams Lawrence,0.0506987571716308,6.098742961883545,0.6049282550811768,0.4285714285714285,0.4285714285714285,Who provided the majority of the money needed to secure the site of the University of Kansas?,1
101, The Kansas State Legislature authorized the opening of the University of Kansas.,the Kansas State Legislature,0.0452895164489746,5.793889284133911,0.7005736827850342,0.5,0.5,Who authorized the opening of the University of Kansas?,1
102, 70 times,70,0.0500340461730957,4.886346340179443,0.6200828552246094,0.6666666666666666,0.6666666666666666,How old was Eisenhower in 1960?,0
103," 26,968 students.","26,968",0.0520470142364501,5.174782037734985,0.6231793165206909,0.8,0.8,How many students attended the University of Kansas combined in fall of 2014?,1
104, Deuteronomy,Deuteronomy,0.0444240570068359,4.893524169921875,1.0,1.0,1.0,In which book of the Bible are limitations on Jewish monarchs outlined?,1
105, Adult learners can obtain college degrees through the Edwards Campus of the University of Kansas.,college degrees,0.0475716590881347,6.103874683380127,0.5154876112937927,0.2352941176470588,0.2352941176470588,What can adult learners obtain through studying at the Edwards Campus of the University of Kansas?,1
106, The Work Group for Community Health and Development.,the Work Group for Community Health and Development,0.0496900081634521,5.449443578720093,0.9931275844573976,1.0,1.0,What body is responsible for managing the Community Tool Box?,1
107, Richard Sander.,Richard Sander,0.0506033897399902,4.987505674362183,0.9837474822998048,1.0,1.0,Who claims that artificially raising minority students into schools has a negative effect on them?,1
108, Matthew Porubsky,Matthew Porubsky,0.0498127937316894,4.9960854053497314,1.0,1.0,1.0,What is the name of the poet who won the Nelson award in 2006?,1
109," Abigail Fisher and Jian Li, and a coalition of more than 60 Asian-American organizations.",Students for Fair Admissions,0.0550982952117919,6.35366678237915,0.1980272829532623,0.0,0.0,Who filed the lawsuits against the Universities?,0
110, Flavan-3-ols (i.e. catechins),flavan-3-ols,0.0654246807098388,5.893383264541626,0.8674609661102295,0.6666666666666666,0.6666666666666666,What is the main phenolic in white grapes?,1
111, Nearly two and a half years.,two and a half years,0.0490362644195556,5.267277240753174,0.8361001014709473,0.9090909090909092,0.9090909090909092,How long after his inauguration was Bill Clinton's speech?,1
112," The study by the American Association of University Professors (AAUP) in 2000 found that affirmative action promoted diversity within colleges and universities, leading to positive effects on educational outcomes and experiences of college students, as well as the teaching of faculty members.",positive effects on the educational outcomes and experiences of college students,0.0550870895385742,9.471017360687256,0.5484524965286255,0.4150943396226415,0.3773584905660377,What were the effects of affirmative action on universities according to the study done by the AAUP?,1
113, humiliating badge of inferiority.,a humiliating badge of inferiority,0.0475265979766845,5.178380012512207,0.9844143390655518,0.888888888888889,0.888888888888889,Discrimination that prevented minorities from serving their country to the best of their abilities was seen as what?,1
114, Minorities.,minorities,0.0581409931182861,4.889634132385254,0.953062891960144,1.0,1.0,Which group of people did the Wagner Act fail to protect?,1
115, The Sergeant Isaac Woodard incident.,Sergeant Isaac Woodard incident,0.0513510704040527,5.266586542129517,0.967022716999054,0.888888888888889,0.888888888888889,What was the Executive Order 9808 issued in response to?,1
116, $785,$828,0.0509254932403564,4.786734342575073,0.7314133048057556,0.0,0.0,How much did a student from outside of Kansas have to pay per course credit in 2014-15?,0
117, The prestigious William Randolph Hearst Writing Foundation competition.,Intercollegiate Writing Competition,0.0447406768798828,5.545824527740479,0.5760468244552612,0.3636363636363636,0.3636363636363636,What high profile contest has the Daily Kansan won?,0
118," Brian McClendon, VP of Engineering at Google, studied at the University of Kansas.",Brian McClendon,0.0442903041839599,6.195411205291748,0.5606305599212646,0.2666666666666667,0.2666666666666667,What Google employee once studied at the University of Kansas?,1
119, Mount Oread.,Mount Oread,0.0456697940826416,4.961121320724487,0.9758360981941224,1.0,1.0,On what geographic feature was KU built?,1
120," Herbert Hill, the NAACP labor secretary, filed complaints against the hiring and promoting practices of Lockheed Aircraft Corporation.",NAACP labor secretary Herbert Hill,0.0510883331298828,6.668347597122192,0.7621312737464905,0.4347826086956522,0.2608695652173913,Who filed complaints quickly after the Executive Order was implemented?,1
121, A path to a Navy commission.,a path to a Navy commission,0.0446324348449707,5.265118360519409,0.9865906834602356,1.0,1.0,What did the V-12 program provide to interested pupils?,1
122, relatively cold climates of northeastern United States and southern Ontario.,cold,0.044356346130371,5.629934549331665,0.4427238702774048,0.1818181818181818,0.1818181818181818,What type of climate are Benjamin Gunnels's Prime seedless grapes specifically cultivated for? ,1
123," Three times: 1948, 1968, and 2008.",three,0.0505139827728271,6.099088430404663,0.4166503548622131,0.2857142857142857,0.2857142857142857,"Before Hindus are cremated, how many times are their bodies placed in the Bagmati?",0
124," 10,000 people.","10,000",0.0470259189605712,5.169432640075684,0.7064573764801025,0.8,0.8,"Of the 20,000 Jehovah's Witnesses in Germany in 1933, how many were later imprisoned?",1
125, Grutter v. Bollinger,Bakke v. Regents,0.0607917308807373,5.260550022125244,0.2178699970245361,0.3333333333333333,0.3333333333333333,Which case that went to the Supreme Court resulted in a decision regarding public universities and affirmative action?,0
126, The Community Tool Box.,The Community Tool Box,0.0495326519012451,5.075978517532349,0.9684413075447084,1.0,1.0,What is the name of a publicly-available resource of KU related to community health?,1
127," One of the issues with affirmative action is that it can be seen as reverse discrimination, where members of the majority group are discriminated against in favor of historically disadvantaged groups.",inherently unequal,0.0639975070953369,7.760314464569092,0.3930363059043884,0.0,0.0,What is one of the issues with affirmative action?,1
128, U.S. News & World Report,U.S. News & World Report,0.0554525852203369,5.264416456222534,1.0,1.0,1.0,Who published America's Best Colleges in 2016?,1
129," Lyndon B. Johnson's ""Freedom is not Enough"" speech.","President Lyndon B. Johnson's ""Freedom is not Enough""",0.0563452243804931,5.917773723602295,0.8666133880615234,0.8888888888888888,0.8888888888888888,Which speech did Bill Clinton's speech draw parallels to?,1
130," Hispanic students, Native Americans, and white students.",white,0.0468943119049072,5.551692247390747,0.253055214881897,0.25,0.25,What race was Sherman McCoy?,0
131, Wichita and Salina.,Wichita and Salina,0.0684123039245605,5.089023351669312,0.9883187413215636,1.0,1.0,In what two cities are there satellite locations for KU's medical school?,1
132, People of color.,people of color,0.051358938217163,4.95762300491333,0.987694263458252,1.0,1.0,Who does Alexander think a second class citizenship is imposed upon disproportionately?,1
133, The GI Bill after World War II.,end of World War II,0.0452158451080322,5.366394996643066,0.4985804259777069,0.5,0.5,What major event preceded the growth of the divide in education between White and Black Americans?,1
134, 1965,1965,0.0511610507965087,4.886526823043823,1.0000001192092896,1.0,1.0,What year saw the publication of Eisenhower's memoirs?,1
135, They pointed out that only about a third of black Harvard undergraduates were from families in which all four grandparents were born into the African American community.,an unintended effect of affirmative action policies at Harvard,0.0516388416290283,7.311123132705688,0.5157064199447632,0.1111111111111111,0.1111111111111111,What did two prominent black professors point out at the panel discussion?,0
136, To take advantage of group preference policies and gain benefits from affirmative action.,to take advantage of group preference policies,0.0499005317687988,5.918734312057495,0.6763074398040771,0.7000000000000001,0.7000000000000001,Why would Italian Americans want to get themselves designated as members of a preferred group?,1
137," Public universities are not allowed to set specific numerical targets based on race for admissions or employment, according to the Supreme Court's ruling in Bakke v. Regents (1978).",set specific numerical targets based on race for admissions or employment,0.0504279136657714,7.829294919967651,0.6852999329566956,0.5499999999999999,0.5499999999999999,What are public universities not allowed to do?,1
138, KU,KU,0.0487871170043945,4.795896530151367,1.0,1.0,1.0,What is the abbreviation by which the University of Kansas is known?,1
139, Class rank.,gender quotas,0.0543997287750244,4.898919343948364,0.1425596177577972,0.0,0.0,What is another example aside from racial quotes of affirmative action for collegiate admissions?,0
140, The risk of heart disease.,death,0.0467503070831298,5.182206630706787,0.2140388488769531,0.0,0.0,What had an astrologer predicted to warrant from Rome by Tiberius?,0
141, The KU School of Business has more than 80 faculty members.,more than 80,0.051297903060913,5.914959192276001,0.324216365814209,0.4285714285714285,0.4285714285714285,How many educators work at the KU School of Business?,1
142, A public business school.,public,0.0466647148132324,5.081669330596924,0.4547392427921295,0.4,0.4,Who is the Carnival open to?,0
143, Green Hall at W 15th St and Burdick Dr.,Green Hall,0.0648894309997558,5.915625810623169,0.7178921103477478,0.3636363636363636,0.3636363636363636,In what building do law students attend classes at KU?,1
144, Transubstantiation.,transubstantiation,0.0456545352935791,5.0747058391571045,0.9596900939941406,1.0,1.0,What Catholic belief did early Protestants not agree with?,1
145, 15 to 300,15 to 300,0.048464298248291,5.056341409683228,1.0000001192092896,1.0,1.0,How many grapes are generally in a cluster?,1
146, Armenia.,Armenia,0.0635004043579101,4.777044296264648,0.9768916368484496,1.0,1.0,Which country borders Iran to Iran's northwest?,1
147, Gratz v. Bollinger.,Gratz v. Bollinger,0.0581703186035156,5.367117404937744,0.9869873523712158,1.0,1.0,What case determined that some implementation of affirmative action was unconstitutional?,1
148, City University of New York.,City University of New York,0.047616958618164,5.167616844177246,0.9744530916213988,1.0,1.0,Where were the Italian American professors employed that asked to be added as an affirmative action category?,1
149, 11th,11th,0.0503127574920654,4.897274494171143,1.0000001192092896,1.0,1.0,What is Oakland Counties rank in affluence in 2009?,1
150," $15,000","$15,000",0.0516664981842041,4.988101005554199,1.0000001192092896,1.0,1.0,How much money did Lawrence have to contribute to the University as terms of its charter?,1
151, The Equal Protection Clause of the 14th Amendment.,Equal Protection Clause of the 14th Amendment,0.0476508140563964,5.643626689910889,0.9566242098808287,0.9333333333333332,0.9333333333333332,Which part of the constitution was the basis for policies that were developed during the Civil Rights Movement?,1
152, Mediocrity and incompetence.,mediocrity and incompetence,0.0601868629455566,5.171635627746582,0.9740721583366394,1.0,1.0,An argument against affirmative action is that it encourages what?,1
