idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
39, The main purpose of the Government Contract Committee was to conduct surveys of the racial composition of federal employees and tax-supported contractors and to impose contractors with the primary responsibility of desegregation within their own companies and corporations.,conducted surveys of the racial composition of federal employees and tax-supported contractors,0.0005199909210205,4.018755674362183,0.6623138785362244,0.5,0.5,What was the main purpose of the Government Contract Committee?,1
40, Total phenolic content.,Total phenolic content,0.0005304813385009,0.5730063915252686,0.9618061780929564,1.0,1.0,What is the laboratory index of antioxidant strength in grapes known as? ,1
41," The plaintiffs claimed that the university had a ""holistic"" admissions policy that discriminated against white and Asian students.",race-conscious policy,0.0005106925964355,2.2475380897521973,0.4316446185111999,0.0952380952380952,0.0952380952380952,What did the plaintiffs claim the university had for an admissions policy?,0
42, Philip Anschutz,Charles E. Spahr,0.0005245208740234,0.4812767505645752,0.345534086227417,0.0,0.0,What oil company leader is an alumnus of the University of Kansas?,0
43, UCLA,UCLA,0.0005090236663818,0.2015566825866699,1.0000001192092896,1.0,1.0,To which university does Richard H. Sander belong?,1
44, Defense contractors.,Federal Government and on government contracts,0.000523567199707,0.388681411743164,0.3534558415412903,0.0,0.0,What were the affected industries in terms of regulation as a result of Executive Order 10925?,0
45, Harry S. Truman,Truman,0.0005140304565429,0.481320858001709,0.8885840177536011,0.5,0.5,Which president initially began to desegregate the US military?,1
46, Student Union Activities.,Student Union Activities,0.0005178451538085,0.4878602027893066,0.985811173915863,1.0,1.0,What is the name of a potential recipient of funds from enterprises like the bookstore and dining centers at KU?,1
47, Economics,economics,0.0005147457122802,0.2012896537780761,1.0,1.0,1.0,What area of study did professor Mark Long have a degree in?,1
48, 1952,1952,0.0005228519439697,0.386913537979126,0.9999999403953552,1.0,1.0,When did Armenia begin winning Olympic medals?,1
49," The ""Philadelphia Order""",Philadelphia Order,0.0005221366882324,0.5738227367401123,0.9532105922698976,0.8,0.8,Which piece of legislation was begun in 1969?,1
50, Ward Connerly,Ward Connerly,0.0005185604095458,0.4805707931518554,1.0,1.0,1.0,Who is an example of someone that states that affirmative action is another form of discrimination?,1
51, Arthur Fletcher,Arthur Fletcher,0.0005159378051757,0.2943198680877685,1.0,1.0,1.0,Who held the position of Assistant Secretary of Labor?,1
52," Those who oppose affirmative action argue that the compensation argument is morally indefensible because if blacks were harmed for being black in the past, then preferential treatment for this same trait is illogical.",preferential treatment for this same trait is illogical,0.0005443096160888,3.6489920616149902,0.4522701799869537,0.3902439024390244,0.3902439024390244,Which argument is being made by those who oppose affirmative action in relation to the compensation argument?,1
53, 8 million.,Nearly 8 million,0.0005085468292236,0.4813365936279297,0.8870355486869812,0.8,0.8,How many servicemen and women were educated as a result of the GI Bill?,1
54, Caucasian students.,Caucasian students,0.0005242824554443,0.3866214752197265,0.9851961731910706,1.0,1.0,Who supposedly suffers no detrimental effects from classroom diversity?,1
55, Fair Employment Practices Committee,Fair Employment Practices Committee,0.0005230903625488,0.479020357131958,1.0,1.0,1.0,What does the FEPC stand for?,1
56," ""the descendants""",the descendants,0.0005395412445068,0.482539415359497,0.9407477974891664,1.0,1.0,What did the African American students at Harvard that could trace their lineage back multiple generations begin calling themselves?,1
57, Minority enrollment returned to pre-1996 levels.,returned minority enrollment to pre-1996 levels,0.0005311965942382,1.0396294593811035,0.9660176634788512,1.0,0.8571428571428571,"After the state passed the top 10% rule, what happened to minority enrollment?",1
58, Racial classifications.,racial,0.0005209445953369,0.4794373512268066,0.7350107431411743,0.6666666666666666,0.6666666666666666,What type of caste system is mass incarceration compared to?,1
59, The University of Kansas.,Northwestern,0.0005114078521728,0.5738601684570312,0.498418778181076,0.0,0.0,Where is the home of the Buffet Center for International and Comparative Studies?,0
60, American Association of University Professors,American Association of University Professors,0.0005226135253906,0.7579734325408936,1.0,1.0,1.0,What does AAUP stand for?,1
61, Ancient Egyptian hieroglyphics record the cultivation of purple grapes.,hieroglyphics,0.0005149841308593,1.317281723022461,0.4217088520526886,0.1999999999999999,0.1999999999999999,How do we know that wine was made in ancient Egypt?,1
62, June 2016.,June 2016,0.0005238056182861,0.5753467082977295,0.9801039099693298,1.0,1.0,When will the Supreme Court likely hear the case for the second time?,1
63," 3,371","3,371",0.0005233287811279,0.4817030429840088,1.000000238418579,1.0,1.0,"In the autumn of 2014, how many people attended the University of Kansas's Medical Center?",1
64, Reservations.,reservations,0.0005023479461669,0.3868350982666015,0.9546597003936768,1.0,1.0,"Tribes hold land in Oklahoma, but what isn't it called?",0
65," Overland Park, Kansas.",Overland Park,0.0005028247833251,0.6652112007141113,0.8808357119560242,0.8,0.8,In what city is the Edwards Campus located?,1
66, Vice President Lyndon B. Johnson.,Vice President Johnson,0.0005078315734863,0.8527984619140625,0.8419579863548279,0.7499999999999999,0.7499999999999999,Who did Lockheed sign an agreement with to seek out more minority workers?,1
67, Senate Minority Leader,Senate Minority Leader,0.0005061626434326,0.387371301651001,1.0,1.0,1.0,What position of importance other than Senator did Everett Dirksen hold?,1
68," The main branch of the University of Kansas is located in Lawrence, Kansas.",Lawrence,0.000514268875122,1.5044076442718506,0.4117092490196228,0.1428571428571428,0.1428571428571428,Where is the business school at KU located?,1
69," The term ""affirmative action"" was chosen over ""positive action"" because of its alliterative quality.",alliterative quality,0.0005149841308593,2.2504594326019287,0.3861429691314697,0.25,0.25,"What was the main reason that ""affirmative action"" was chosen over ""positive action""?",1
70, The main aim of Executive Order 11114 was to encourage the elimination of discrimination in employment by requiring federal funds recipients to comply with the government's policies on affirmative action.,elimination of discrimination in employment,0.0005190372467041,3.2740683555603027,0.4676779508590698,0.2777777777777777,0.2777777777777777,What was the main aim of Executive Order 11114?,1
71, They experienced prejudice and discrimination in the forms of not being able to become naturalized citizens and struggling with school segregation laws.,not having the ability to become naturalized citizens,0.0005180835723876,2.340562343597412,0.4884663820266723,0.3999999999999999,0.3333333333333333,What form of discrimination did early Asian immigrants experience?,1
72, Inclusion.,make special efforts at inclusion,0.0005128383636474,0.3882884979248047,0.6480165719985962,0.3333333333333333,0.3333333333333333,What do proponents of affirmative action believe is the best way to combat exclusionary practices?,1
73," They were required to take affirmative action to ensure that applicants were employed, and employees were treated during employment, without regard to their race, creed, color, or national origin.",comply to the government's policies on affirmative action,0.0005018711090087,3.368490695953369,0.669853925704956,0.1578947368421052,0.1578947368421052,What was anyone who received federal funding of any sort required to do under the Executive Order?,1
74," Latinos are the least well-educated major ethnic group in the US, with a 3% drop in high school completion rate between 1975-1990.",least well educated,0.0005190372467041,3.088869333267212,0.4463938772678375,0.2222222222222222,0.2222222222222222,"In relation to other major ethnic groups, what is the education level of Latinos?",1
75," According to the text, a racial classification could only be upheld if it was necessary to promote a compelling governmental interest.",necessary to promote a compelling governmental interest,0.0005021095275878,2.2505664825439453,0.3919867277145386,0.5,0.5,What was the only situation in which a racial classification could be considered acceptable?,1
76," Kansas City, Kansas.",Kansas City,0.000521183013916,0.573383092880249,0.9406465888023376,0.8,0.8,In what city can KU's hospital be found?,1
77, The two tracts of study offered at the William Allen White School of Journalism and Mass Communications are: 1) News and Information and 2) Strategic Communication.,News and Information and Strategic Communication,0.0005056858062744,3.180946350097656,0.6154332756996155,0.375,0.375,What are the two different programs offered at KU's Schoold of Journalism?,1
78," The University of Kansas School of Architecture, Design, and Planning (SADP)","The University of Kansas School of Architecture, Design, and Planning",0.0005247592926025,1.6897969245910645,0.8961268067359924,0.9523809523809524,0.9523809523809524,What KU school is abbreviated as SADP?,1
79, 5,five,0.0005075931549072,0.2937395572662353,0.9229784607887268,0.0,0.0,How many sectors make up the Kathmandu metropolitan area?,1
80, Harvard University,University of Texas,0.0005075931549072,0.2930197715759277,0.6451306343078613,0.4,0.4,Which University had a lawsuit filed against it?,0
81, Faculty members believed that diversity helps students to reach the essential goals of a college education.,helps students to reach the essential goals of a college education,0.0005140304565429,1.6898534297943115,0.6315665245056152,0.8148148148148148,0.8148148148148148,What did a study claim about the beliefs of faculty members on increased diversity?,1
82, U.S. Senator Robert F. Wagner of New York.,Senator Robert F. Wagner,0.0005044937133789,1.2261738777160645,0.8960556983947754,0.6153846153846153,0.6153846153846153,Who was the author of the National Labor Relations Act?,1
83, 62,62,0.0005183219909667,0.295020580291748,1.0,1.0,1.0,How many insititutions comprise the Association of American Universities' membership?,1
84, 1924,1924,0.0005168914794921,0.3866965770721435,1.000000238418579,1.0,1.0,The Quarter Century Club began in this year.,1
85, 5,two,0.0005030632019042,0.2937939167022705,0.5517106652259827,0.0,0.0,How many types are Nepali works of art typically divided into?,0
86, Minorities.,racial minorities,0.0005059242248535,0.3962433338165283,0.9040446877479552,0.6666666666666666,0.6666666666666666,Affirmative action attempts to ask institutions to grant extra consideration to what group of people outside of Native Americans and women?,1
87, KANU,KANU,0.0005066394805908,0.3878898620605469,1.0000001192092896,1.0,1.0,What are the call letters of the National Public Radio affiliate that broadcasts from KU?,1
88, The African American Policy Forum.,African American Policy Forum,0.0005068778991699,0.6661303043365479,0.9741945266723632,0.888888888888889,0.888888888888889,Which organization believed in the class based argument?,1
89, Proposition 209.,Proposition 209,0.0005233287811279,0.4805214405059814,0.9721108675003052,1.0,1.0,Which legislative work prohibited the use of racial preferences for admissions in the state of California?,1
90, Resveratrol.,resveratrol,0.0005145072937011,0.5735254287719727,0.9695053696632384,1.0,1.0,What substance is absorbed by wine when grapes are fermented with their skins?,1
91, The two parts of the University of Kansas house in the College of Liberal Arts and Sciences are the School of the Arts and the School of Public Affairs & Administration.,the School of the Arts and the School of Public Affairs & Administration,0.0005209445953369,3.0881216526031494,0.626600444316864,0.5714285714285715,0.5714285714285715,What are two parts of the University of Kansas house in the College of Liberal Arts and Sciences?,1
92, The Project on Fair Representation.,Project on Fair Representation,0.0005102157592773,0.6662797927856445,0.9716246128082277,0.888888888888889,0.888888888888889,What is the Students for Fair Admissions an offshoot of?,1
93, Vitis vinifera,Vitis vinifera,0.0005135536193847,0.5732665061950684,1.0000001192092896,1.0,1.0,What species of grape are grown by Black Monukka?,1
94, The University Daily Kansan is available in print and online.,print and online,0.0005373954772949,1.3188059329986572,0.3693323731422424,0.4615384615384615,0.4615384615384615,In what two forms of media is the Daily Kansan available?,1
95, Legacy admissions.,legacy admissions,0.0005226135253906,0.3889131546020508,0.9618240594863892,1.0,1.0,What is another term for kids who get preferential treatment due to their parents attending the same university?,1
96, 1976,1976,0.0005130767822265,0.3873388767242431,1.0,1.0,1.0,"When was the suffix ""in St. Louis"" added to Washington University?",1
97, Education.,education,0.0005030632019042,0.2941782474517822,0.8862890601158142,1.0,1.0,What did Reformers increase so that their followers could read the Bible?,1
98," Set ""goals"" and ""timetables"" for diversity.","""goals"" and ""timetables"" for diversity could be set",0.0005078315734863,1.3190796375274658,0.9686267375946044,0.8571428571428571,0.7142857142857143,"Instead of being allowed to set numerical targets, what did the Court rule that universities are allowed to do?",1
99," After the Nixon administration, advancements in affirmative action became less prevalent.",became less prevalent,0.0005049705505371,1.3193793296813965,0.4958596229553222,0.4285714285714285,0.4285714285714285,"In terms of advancement, what happened to the progression of affirmative action after the Nixon administration?",1
100," Amos Adams Lawrence provided $10,000 of the necessary endowment fund, and the citizens of Lawrence raised the remaining cash by issuing notes backed by Governor Carney.",Amos Adams Lawrence,0.0005135536193847,3.2741024494171143,0.5546231865882874,0.1999999999999999,0.1999999999999999,Who provided the majority of the money needed to secure the site of the University of Kansas?,1
101, The Kansas State Legislature authorized the opening of the University of Kansas.,the Kansas State Legislature,0.0005054473876953,1.318079948425293,0.7005736827850342,0.5,0.5,Who authorized the opening of the University of Kansas?,1
102, 70,70,0.00050950050354,0.2945742607116699,1.0,1.0,1.0,How old was Eisenhower in 1960?,1
103," 26,968 students.","26,968",0.0005180835723876,0.6669614315032959,0.6231793165206909,0.8,0.8,How many students attended the University of Kansas combined in fall of 2014?,1
104, Deuteronomy,Deuteronomy,0.0005216598510742,0.3879780769348144,1.0,1.0,1.0,In which book of the Bible are limitations on Jewish monarchs outlined?,1
105, Adult learners can obtain college degrees through the Edwards Campus of the University of Kansas.,college degrees,0.0005180835723876,1.5981652736663818,0.5154876112937927,0.2352941176470588,0.2352941176470588,What can adult learners obtain through studying at the Edwards Campus of the University of Kansas?,1
106, The Work Group for Community Health and Development.,the Work Group for Community Health and Development,0.0005033016204833,0.9457178115844728,0.9931275844573976,1.0,1.0,What body is responsible for managing the Community Tool Box?,1
107, Richard Sander.,Richard Sander,0.0005121231079101,0.4809882640838623,0.9837474822998048,1.0,1.0,Who claims that artificially raising minority students into schools has a negative effect on them?,1
108, Matthew Porubsky,Matthew Porubsky,0.0005109310150146,0.4802219867706299,1.0,1.0,1.0,What is the name of the poet who won the Nelson award in 2006?,1
109," Jian Li, Abigail Fisher, and Students for Fair Admissions.",Students for Fair Admissions,0.0005109310150146,1.4090533256530762,0.7919814586639404,0.6153846153846153,0.6153846153846153,Who filed the lawsuits against the Universities?,0
110, Flavan-3-ols (i.e. catechins),flavan-3-ols,0.0005223751068115,1.410402774810791,0.8674609661102295,0.6666666666666666,0.6666666666666666,What is the main phenolic in white grapes?,1
111, Nearly two and a half years.,two and a half years,0.0005106925964355,0.7588515281677246,0.8361001014709473,0.9090909090909092,0.9090909090909092,How long after his inauguration was Bill Clinton's speech?,1
112," The study by the American Association of University Professors (AAUP) in 2000 found that affirmative action promoted diversity within colleges and universities, leading to positive effects on educational outcomes and experiences of college students, as well as the teaching of faculty members.",positive effects on the educational outcomes and experiences of college students,0.0005106925964355,4.951844930648804,0.5484524965286255,0.4150943396226415,0.3773584905660377,What were the effects of affirmative action on universities according to the study done by the AAUP?,1
113, humiliating.,a humiliating badge of inferiority,0.0005097389221191,0.295414924621582,0.5591520667076111,0.3333333333333333,0.3333333333333333,Discrimination that prevented minorities from serving their country to the best of their abilities was seen as what?,1
114, Minorities.,minorities,0.0005078315734863,0.387425422668457,0.953062891960144,1.0,1.0,Which group of people did the Wagner Act fail to protect?,1
115, The Sergeant Isaac Woodard incident.,Sergeant Isaac Woodard incident,0.000514268875122,0.7591128349304199,0.967022716999054,0.888888888888889,0.888888888888889,What was the Executive Order 9808 issued in response to?,1
116, $785,$828,0.0005087852478027,0.3016345500946045,0.7314133048057556,0.0,0.0,How much did a student from outside of Kansas have to pay per course credit in 2014-15?,0
117, The Intercollegiate Writing Competition of the prestigious William Randolph Hearst Writing Foundation competition.,Intercollegiate Writing Competition,0.0005221366882324,1.7807624340057373,0.7932716608047485,0.375,0.375,What high profile contest has the Daily Kansan won?,1
118," Brian McClendon, the VP of Engineering at Google, studied at the University of Kansas.",Brian McClendon,0.0005137920379638,1.7819485664367676,0.573349118232727,0.25,0.25,What Google employee once studied at the University of Kansas?,1
119, Mount Oread.,Mount Oread,0.0005111694335937,0.4789853096008301,0.9758360981941224,1.0,1.0,On what geographic feature was KU built?,1
120," Herbert Hill, the NAACP labor secretary, filed complaints against Lockheed Aircraft Corporation one day after the Executive Order 10925 was implemented.",NAACP labor secretary Herbert Hill,0.0005185604095458,2.620506763458252,0.6853872537612915,0.3846153846153846,0.2307692307692307,Who filed complaints quickly after the Executive Order was implemented?,1
121, A path to a Navy commission.,a path to a Navy commission,0.0005137920379638,0.7590599060058594,0.9865906834602356,1.0,1.0,What did the V-12 program provide to interested pupils?,1
122, cold climates of northeastern United States and southern Ontario.,cold,0.0005061626434326,1.0395431518554688,0.4671351909637451,0.1999999999999999,0.1999999999999999,What type of climate are Benjamin Gunnels's Prime seedless grapes specifically cultivated for? ,1
123, Three times.,three,0.000502586364746,0.3878729343414306,0.616310179233551,0.6666666666666666,0.6666666666666666,"Before Hindus are cremated, how many times are their bodies placed in the Bagmati?",1
124," 10,000","10,000",0.0005068778991699,0.4801993370056152,1.000000238418579,1.0,1.0,"Of the 20,000 Jehovah's Witnesses in Germany in 1933, how many were later imprisoned?",1
125, Grutter v. Bollinger,Bakke v. Regents,0.0005054473876953,0.7600541114807129,0.2178699970245361,0.3333333333333333,0.3333333333333333,Which case that went to the Supreme Court resulted in a decision regarding public universities and affirmative action?,0
126, The Community Tool Box.,The Community Tool Box,0.0005009174346923,0.5738120079040527,0.9684413075447084,1.0,1.0,What is the name of a publicly-available resource of KU related to community health?,1
127," One of the issues with affirmative action is that it can be seen as reverse discrimination, where members of the majority group are discriminated against in favor of historically disadvantaged groups.",inherently unequal,0.0005099773406982,3.27109432220459,0.3930363059043884,0.0,0.0,What is one of the issues with affirmative action?,0
128, U.S. News & World Report,U.S. News & World Report,0.0005073547363281,0.7645466327667236,1.0,1.0,1.0,Who published America's Best Colleges in 2016?,1
129," Lyndon B. Johnson's ""Freedom is not Enough"" speech.","President Lyndon B. Johnson's ""Freedom is not Enough""",0.0005087852478027,1.4105710983276367,0.8666133880615234,0.8888888888888888,0.8888888888888888,Which speech did Bill Clinton's speech draw parallels to?,1
130," Hispanic students, Native Americans, and white students.",white,0.00053071975708,1.0385897159576416,0.253055214881897,0.25,0.25,What race was Sherman McCoy?,0
131, Wichita and Salina.,Wichita and Salina,0.0005097389221191,0.5736057758331299,0.9883187413215636,1.0,1.0,In what two cities are there satellite locations for KU's medical school?,1
132, People of color.,people of color,0.0005199909210205,0.4793374538421631,0.987694263458252,1.0,1.0,Who does Alexander think a second class citizenship is imposed upon disproportionately?,1
133, The GI Bill after World War II.,end of World War II,0.0005207061767578,0.8521935939788818,0.4985804259777069,0.5,0.5,What major event preceded the growth of the divide in education between White and Black Americans?,1
134, 1965,1965,0.000511884689331,0.3907680511474609,1.0000001192092896,1.0,1.0,What year saw the publication of Eisenhower's memoirs?,1
135, They pointed out that only about a third of black Harvard undergraduates were from families in which all four grandparents were born into the African American community.,an unintended effect of affirmative action policies at Harvard,0.0005021095275878,2.805827617645264,0.5157064199447632,0.1111111111111111,0.1111111111111111,What did two prominent black professors point out at the panel discussion?,0
136, To take advantage of group preference policies and gain benefits from affirmative action.,to take advantage of group preference policies,0.0005085468292236,1.412039279937744,0.6763074398040771,0.7000000000000001,0.7000000000000001,Why would Italian Americans want to get themselves designated as members of a preferred group?,1
137," Public universities are not allowed to set specific numerical targets based on race for admissions or employment, according to the Supreme Court's ruling in Bakke v. Regents (1978).",set specific numerical targets based on race for admissions or employment,0.0005106925964355,3.3654708862304688,0.6852999329566956,0.5499999999999999,0.5499999999999999,What are public universities not allowed to do?,1
138, KU,KU,0.0005147457122802,0.2944180965423584,1.0,1.0,1.0,What is the abbreviation by which the University of Kansas is known?,1
139, Class rank.,gender quotas,0.0005109310150146,0.3911871910095215,0.1425596177577972,0.0,0.0,What is another example aside from racial quotes of affirmative action for collegiate admissions?,0
140, The risk of heart disease.,death,0.0005073547363281,0.6655328273773193,0.2140388488769531,0.0,0.0,What had an astrologer predicted to warrant from Rome by Tiberius?,0
141, The KU School of Business has more than 80 faculty members.,more than 80,0.0005145072937011,1.4103014469146729,0.324216365814209,0.4285714285714285,0.4285714285714285,How many educators work at the KU School of Business?,1
142, A public business school.,public,0.0005164146423339,0.5730228424072266,0.4547392427921295,0.4,0.4,Who is the Carnival open to?,0
143, Green Hall at W 15th St and Burdick Dr.,Green Hall,0.0005145072937011,1.4087605476379397,0.7178921103477478,0.3636363636363636,0.3636363636363636,In what building do law students attend classes at KU?,1
144, Transubstantiation.,transubstantiation,0.0005147457122802,0.5845065116882324,0.9596900939941406,1.0,1.0,What Catholic belief did early Protestants not agree with?,1
145, 15 to 300,15 to 300,0.0005030632019042,0.5738170146942139,1.0000001192092896,1.0,1.0,How many grapes are generally in a cluster?,1
146, Armenia.,Armenia,0.0005135536193847,0.2933685779571533,0.9768916368484496,1.0,1.0,Which country borders Iran to Iran's northwest?,1
147, Gratz v. Bollinger.,Gratz v. Bollinger,0.0005106925964355,0.8519837856292725,0.9869873523712158,1.0,1.0,What case determined that some implementation of affirmative action was unconstitutional?,1
148, City University of New York.,City University of New York,0.0005230903625488,0.6683058738708496,0.9744530916213988,1.0,1.0,Where were the Italian American professors employed that asked to be added as an affirmative action category?,1
149, 11th,11th,0.0005137920379638,0.3886058330535888,1.0000001192092896,1.0,1.0,What is Oakland Counties rank in affluence in 2009?,1
150," $15,000","$15,000",0.0005190372467041,0.4803626537322998,1.0000001192092896,1.0,1.0,How much money did Lawrence have to contribute to the University as terms of its charter?,1
151, The Equal Protection Clause of the 14th Amendment.,Equal Protection Clause of the 14th Amendment,0.0005292892456054,1.1329894065856934,0.9566242098808287,0.9333333333333332,0.9333333333333332,Which part of the constitution was the basis for policies that were developed during the Civil Rights Movement?,1
152, Mediocrity and incompetence.,mediocrity and incompetence,0.0005061626434326,0.6673212051391602,0.9740721583366394,1.0,1.0,An argument against affirmative action is that it encourages what?,1
